a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,1989,100,1989,1,0
A,C,A,3162,100,3162,1,0
A,D,A,2679,100,2679,1,0
A,E,A,1409,100,1409,1,0
A,F,A,2381,100,2381,1,0
A,G,A,3828,100,3828,1,0
A,H,A,2478,100,2478,1,0
A,B,B,1992,100,1992,1,0
B,C,B,2114,100,2114,1,0
B,D,B,1718,100,1718,1,0
B,E,B,2423,100,2423,1,0
B,F,B,1109,100,1109,1,0
B,G,B,2669,100,2669,1,0
B,H,B,1745,100,1745,1,0
A,C,C,3113,100,3113,1,0
B,C,C,2144,100,2144,1,0
C,D,C,3820,100,3820,1,0
C,E,C,3374,100,3374,1,0
C,F,C,2415,100,2415,1,0
C,G,C,1601,100,1601,1,0
C,H,C,3414,100,3414,1,0
A,D,D,2696,100,2696,1,0
B,D,D,1706,100,1706,1,0
C,D,D,3756,100,3756,1,0
D,E,D,2948,100,2948,1,0
D,F,D,1916,100,1916,1,0
D,G,D,4039,100,4039,1,0
D,H,D,1480,100,1480,1,0
A,E,E,1437,100,1437,1,0
B,E,E,2400,100,2400,1,0
C,E,E,3391,100,3391,1,0
D,E,E,3000,100,3000,1,0
E,F,E,2064,100,2064,1,0
E,G,E,3405,100,3405,1,0
E,H,E,2055,100,2055,1,0
A,F,F,2332,100,2332,1,0
B,F,F,1092,100,1092,1,0
C,F,F,2452,100,2452,1,0
D,F,F,1930,100,1930,1,0
E,F,F,2021,100,2021,1,0
F,G,F,2275,100,2275,1,0
F,H,F,1034,100,1034,1,0
A,G,G,3792,100,3792,1,0
B,G,G,2618,100,2618,1,0
C,G,G,1585,100,1585,1,0
D,G,G,4079,100,4079,1,0
E,G,G,3432,100,3432,1,0
F,G,G,2239,100,2239,1,0
G,H,G,3197,100,3197,1,0
A,H,H,2544,100,2544,1,0
B,H,H,1745,100,1745,1,0
C,H,H,3421,100,3421,1,0
D,H,H,1482,100,1482,1,0
E,H,H,2057,100,2057,1,0
F,H,H,1061,100,1061,1,0
G,H,H,3253,100,3253,1,0
A,B,A,1980,100,1980,1,0
A,C,A,3177,100,3177,1,0
A,D,A,2698,100,2698,1,0
A,E,A,1371,100,1371,1,0
A,F,A,2350,100,2350,1,0
A,G,A,3782,100,3782,1,0
A,H,A,2463,100,2463,1,0
A,B,B,1992,100,1992,1,0
B,C,B,2108,100,2108,1,0
B,D,B,1703,100,1703,1,0
B,E,B,2401,100,2401,1,0
B,F,B,1118,100,1118,1,0
B,G,B,2665,100,2665,1,0
B,H,B,1732,100,1732,1,0
A,C,C,3167,100,3167,1,0
B,C,C,2090,100,2090,1,0
C,D,C,3813,100,3813,1,0
C,E,C,3359,100,3359,1,0
C,F,C,2402,100,2402,1,0
C,G,C,1558,100,1558,1,0
C,H,C,3429,100,3429,1,0
A,D,D,2681,100,2681,1,0
B,D,D,1730,100,1730,1,0
C,D,D,3765,100,3765,1,0
D,E,D,2986,100,2986,1,0
D,F,D,1953,100,1953,1,0
D,G,D,4043,100,4043,1,0
D,H,D,1441,100,1441,1,0
A,E,E,1351,100,1351,1,0
B,E,E,2347,100,2347,1,0
C,E,E,3371,100,3371,1,0
D,E,E,2972,100,2972,1,0
E,F,E,2061,100,2061,1,0
E,G,E,3432,100,3432,1,0
E,H,E,2075,100,2075,1,0
A,F,F,2364,100,2364,1,0
B,F,F,1073,100,1073,1,0
C,F,F,2432,100,2432,1,0
D,F,F,1957,100,1957,1,0
E,F,F,2058,100,2058,1,0
F,G,F,2268,100,2268,1,0
F,H,F,1058,100,1058,1,0
A,G,G,3769,100,3769,1,0
B,G,G,2643,100,2643,1,0
C,G,G,1557,100,1557,1,0
D,G,G,4052,100,4052,1,0
E,G,G,3446,100,3446,1,0
F,G,G,2301,100,2301,1,0
G,H,G,3257,100,3257,1,0
A,H,H,2513,100,2513,1,0
B,H,H,1664,100,1664,1,0
C,H,H,3468,100,3468,1,0
D,H,H,1459,100,1459,1,0
E,H,H,2055,100,2055,1,0
F,H,H,1040,100,1040,1,0
G,H,H,3253,100,3253,1,0
A,B,A,2028,100,2028,1,0
A,C,A,3147,100,3147,1,0
A,D,A,2685,100,2685,1,0
A,E,A,1402,100,1402,1,0
A,F,A,2345,100,2345,1,0
A,G,A,3774,100,3774,1,0
A,H,A,2505,100,2505,1,0
A,B,B,1985,100,1985,1,0
B,C,B,2122,100,2122,1,0
B,D,B,1697,100,1697,1,0
B,E,B,2398,100,2398,1,0
B,F,B,1111,100,1111,1,0
B,G,B,2662,100,2662,1,0
B,H,B,1715,100,1715,1,0
A,C,C,3153,100,3153,1,0
B,C,C,2114,100,2114,1,0
C,D,C,3794,100,3794,1,0
C,E,C,3328,100,3328,1,0
C,F,C,2454,100,2454,1,0
C,G,C,1596,100,1596,1,0
C,H,C,3424,100,3424,1,0
A,D,D,2729,100,2729,1,0
B,D,D,1674,100,1674,1,0
C,D,D,3769,100,3769,1,0
D,E,D,2976,100,2976,1,0
D,F,D,1928,100,1928,1,0
D,G,D,4064,100,4064,1,0
D,H,D,1457,100,1457,1,0
A,E,E,1383,100,1383,1,0
B,E,E,2357,100,2357,1,0
C,E,E,3420,100,3420,1,0
D,E,E,2930,100,2930,1,0
E,F,E,2013,100,2013,1,0
E,G,E,3415,100,3415,1,0
E,H,E,2074,100,2074,1,0
A,F,F,2365,100,2365,1,0
B,F,F,1082,100,1082,1,0
C,F,F,2422,100,2422,1,0
D,F,F,1915,100,1915,1,0
E,F,F,2027,100,2027,1,0
F,G,F,2264,100,2264,1,0
F,H,F,1047,100,1047,1,0
A,G,G,3811,100,3811,1,0
B,G,G,2667,100,2667,1,0
C,G,G,1508,100,1508,1,0
D,G,G,4058,100,4058,1,0
E,G,G,3423,100,3423,1,0
F,G,G,2264,100,2264,1,0
G,H,G,3244,100,3244,1,0
A,H,H,2481,100,2481,1,0
B,H,H,1790,100,1790,1,0
C,H,H,3438,100,3438,1,0
D,H,H,1439,100,1439,1,0
E,H,H,2043,100,2043,1,0
F,H,H,1006,100,1006,1,0
G,H,H,3245,100,3245,1,0
A,B,A,1999,100,1999,1,0
A,C,A,3164,100,3164,1,0
A,D,A,2670,100,2670,1,0
A,E,A,1398,100,1398,1,0
A,F,A,2373,100,2373,1,0
A,G,A,3809,100,3809,1,0
A,H,A,2444,100,2444,1,0
A,B,B,2001,100,2001,1,0
B,C,B,2126,100,2126,1,0
B,D,B,1692,100,1692,1,0
B,E,B,2372,100,2372,1,0
B,F,B,1094,100,1094,1,0
B,G,B,2625,100,2625,1,0
B,H,B,1696,100,1696,1,0
A,C,C,3103,100,3103,1,0
B,C,C,2106,100,2106,1,0
C,D,C,3789,100,3789,1,0
C,E,C,3373,100,3373,1,0
C,F,C,2452,100,2452,1,0
C,G,C,1558,100,1558,1,0
C,H,C,3425,100,3425,1,0
A,D,D,2698,100,2698,1,0
B,D,D,1664,100,1664,1,0
C,D,D,3781,100,3781,1,0
D,E,D,2965,100,2965,1,0
D,F,D,1908,100,1908,1,0
D,G,D,4052,100,4052,1,0
D,H,D,1477,100,1477,1,0
A,E,E,1341,100,1341,1,0
B,E,E,2384,100,2384,1,0
C,E,E,3383,100,3383,1,0
D,E,E,2922,100,2922,1,0
E,F,E,2056,100,2056,1,0
E,G,E,3426,100,3426,1,0
E,H,E,2067,100,2067,1,0
A,F,F,2368,100,2368,1,0
B,F,F,1115,100,1115,1,0
C,F,F,2404,100,2404,1,0
D,F,F,1932,100,1932,1,0
E,F,F,2021,100,2021,1,0
