a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,6556,100,6556,1,0
A,C,A,9849,100,9849,1,0
A,D,A,8951,100,8951,1,0
A,E,A,1375,100,1375,1,0
A,F,A,6713,100,6713,1,0
A,G,A,10083,100,10083,1,0
A,H,A,9054,100,9054,1,0
A,B,B,6563,100,6563,1,0
B,C,B,4799,100,4799,1,0
B,D,B,5118,100,5118,1,0
B,E,B,6522,100,6522,1,0
B,F,B,1556,100,1556,1,0
B,G,B,5013,100,5013,1,0
B,H,B,5169,100,5169,1,0
A,C,C,9910,100,9910,1,0
B,C,C,4765,100,4765,1,0
C,D,C,9222,100,9222,1,0
C,E,C,9822,100,9822,1,0
C,F,C,4921,100,4921,1,0
C,G,C,1554,100,1554,1,0
C,H,C,9266,100,9266,1,0
A,D,D,8964,100,8964,1,0
B,D,D,5095,100,5095,1,0
C,D,D,9244,100,9244,1,0
D,E,D,8902,100,8902,1,0
D,F,D,5278,100,5278,1,0
D,G,D,9300,100,9300,1,0
D,H,D,1196,100,1196,1,0
A,E,E,1324,100,1324,1,0
B,E,E,6615,100,6615,1,0
C,E,E,9809,100,9809,1,0
D,E,E,8913,100,8913,1,0
E,F,E,6414,100,6414,1,0
E,G,E,9784,100,9784,1,0
E,H,E,8829,100,8829,1,0
A,F,F,6753,100,6753,1,0
B,F,F,1529,100,1529,1,0
C,F,F,4930,100,4930,1,0
D,F,F,5318,100,5318,1,0
E,F,F,6442,100,6442,1,0
F,G,F,4703,100,4703,1,0
F,H,F,5083,100,5083,1,0
A,G,G,10070,100,10070,1,0
B,G,G,5010,100,5010,1,0
C,G,G,1541,100,1541,1,0
D,G,G,9325,100,9325,1,0
E,G,G,9763,100,9763,1,0
F,G,G,4686,100,4686,1,0
G,H,G,9082,100,9082,1,0
A,H,H,9048,100,9048,1,0
B,H,H,5192,100,5192,1,0
C,H,H,9204,100,9204,1,0
D,H,H,1250,100,1250,1,0
E,H,H,8864,100,8864,1,0
F,H,H,5052,100,5052,1,0
G,H,H,9094,100,9094,1,0
A,B,A,6555,100,6555,1,0
A,C,A,9869,100,9869,1,0
A,D,A,8965,100,8965,1,0
A,E,A,1401,100,1401,1,0
A,F,A,6758,100,6758,1,0
A,G,A,10017,100,10017,1,0
A,H,A,9090,100,9090,1,0
A,B,B,6571,100,6571,1,0
B,C,B,4832,100,4832,1,0
B,D,B,5068,100,5068,1,0
B,E,B,6524,100,6524,1,0
B,F,B,1546,100,1546,1,0
B,G,B,4993,100,4993,1,0
B,H,B,5201,100,5201,1,0
A,C,C,9865,100,9865,1,0
B,C,C,4830,100,4830,1,0
C,D,C,9263,100,9263,1,0
C,E,C,9838,100,9838,1,0
C,F,C,4949,100,4949,1,0
C,G,C,1535,100,1535,1,0
C,H,C,9268,100,9268,1,0
A,D,D,8933,100,8933,1,0
B,D,D,5104,100,5104,1,0
C,D,D,9267,100,9267,1,0
D,E,D,8926,100,8926,1,0
D,F,D,5291,100,5291,1,0
D,G,D,9273,100,9273,1,0
D,H,D,1243,100,1243,1,0
A,E,E,1326,100,1326,1,0
B,E,E,6574,100,6574,1,0
C,E,E,9786,100,9786,1,0
D,E,E,8914,100,8914,1,0
E,F,E,6440,100,6440,1,0
E,G,E,9793,100,9793,1,0
E,H,E,8842,100,8842,1,0
A,F,F,6713,100,6713,1,0
B,F,F,1518,100,1518,1,0
C,F,F,4925,100,4925,1,0
D,F,F,5295,100,5295,1,0
E,F,F,6433,100,6433,1,0
F,G,F,4687,100,4687,1,0
F,H,F,5038,100,5038,1,0
A,G,G,10021,100,10021,1,0
B,G,G,5038,100,5038,1,0
C,G,G,1470,100,1470,1,0
D,G,G,9280,100,9280,1,0
E,G,G,9804,100,9804,1,0
F,G,G,4709,100,4709,1,0
G,H,G,9144,100,9144,1,0
A,H,H,9099,100,9099,1,0
B,H,H,5265,100,5265,1,0
C,H,H,9217,100,9217,1,0
D,H,H,1196,100,1196,1,0
E,H,H,8882,100,8882,1,0
F,H,H,5043,100,5043,1,0
G,H,H,9076,100,9076,1,0
A,B,A,6537,100,6537,1,0
A,C,A,9886,100,9886,1,0
A,D,A,8968,100,8968,1,0
A,E,A,1371,100,1371,1,0
A,F,A,6767,100,6767,1,0
A,G,A,10067,100,10067,1,0
A,H,A,9042,100,9042,1,0
A,B,B,6574,100,6574,1,0
B,C,B,4771,100,4771,1,0
B,D,B,5105,100,5105,1,0
B,E,B,6535,100,6535,1,0
B,F,B,1525,100,1525,1,0
B,G,B,5029,100,5029,1,0
B,H,B,5158,100,5158,1,0
A,C,C,9869,100,9869,1,0
B,C,C,4796,100,4796,1,0
C,D,C,9261,100,9261,1,0
C,E,C,9825,100,9825,1,0
C,F,C,4910,100,4910,1,0
C,G,C,1540,100,1540,1,0
C,H,C,9274,100,9274,1,0
A,D,D,8989,100,8989,1,0
B,D,D,5089,100,5089,1,0
C,D,D,9248,100,9248,1,0
D,E,D,8951,100,8951,1,0
D,F,D,5353,100,5353,1,0
D,G,D,9304,100,9304,1,0
D,H,D,1228,100,1228,1,0
A,E,E,1334,100,1334,1,0
B,E,E,6547,100,6547,1,0
C,E,E,9820,100,9820,1,0
D,E,E,8989,100,8989,1,0
E,F,E,6435,100,6435,1,0
E,G,E,9740,100,9740,1,0
E,H,E,8823,100,8823,1,0
A,F,F,6763,100,6763,1,0
B,F,F,1525,100,1525,1,0
C,F,F,4926,100,4926,1,0
D,F,F,5302,100,5302,1,0
E,F,F,6431,100,6431,1,0
F,G,F,4671,100,4671,1,0
F,H,F,5104,100,5104,1,0
A,G,G,10050,100,10050,1,0
B,G,G,5037,100,5037,1,0
C,G,G,1552,100,1552,1,0
D,G,G,9293,100,9293,1,0
E,G,G,9768,100,9768,1,0
F,G,G,4733,100,4733,1,0
G,H,G,9116,100,9116,1,0
A,H,H,9066,100,9066,1,0
B,H,H,5165,100,5165,1,0
C,H,H,9270,100,9270,1,0
D,H,H,1227,100,1227,1,0
E,H,H,8829,100,8829,1,0
F,H,H,5082,100,5082,1,0
G,H,H,9126,100,9126,1,0
A,B,A,6513,100,6513,1,0
A,C,A,9879,100,9879,1,0
A,D,A,8975,100,8975,1,0
A,E,A,1387,100,1387,1,0
A,F,A,6680,100,6680,1,0
A,G,A,10046,100,10046,1,0
A,H,A,9035,100,9035,1,0
A,B,B,6596,100,6596,1,0
B,C,B,4753,100,4753,1,0
B,D,B,5072,100,5072,1,0
B,E,B,6533,100,6533,1,0
B,F,B,1511,100,1511,1,0
B,G,B,5047,100,5047,1,0
B,H,B,5236,100,5236,1,0
A,C,C,9944,100,9944,1,0
B,C,C,4826,100,4826,1,0
C,D,C,9247,100,9247,1,0
C,E,C,9859,100,9859,1,0
C,F,C,4924,100,4924,1,0
C,G,C,1532,100,1532,1,0
C,H,C,9267,100,9267,1,0
A,D,D,8977,100,8977,1,0
B,D,D,5108,100,5108,1,0
C,D,D,9267,100,9267,1,0
D,E,D,8914,100,8914,1,0
D,F,D,5340,100,5340,1,0
D,G,D,9303,100,9303,1,0
D,H,D,1252,100,1252,1,0
A,E,E,1295,100,1295,1,0
B,E,E,6582,100,6582,1,0
C,E,E,9810,100,9810,1,0
D,E,E,8960,100,8960,1,0
E,F,E,6431,100,6431,1,0
E,G,E,9776,100,9776,1,0
E,H,E,8865,100,8865,1,0
A,F,F,6721,100,6721,1,0
B,F,F,1538,100,1538,1,0
C,F,F,4957,100,4957,1,0
D,F,F,5319,100,5319,1,0
E,F,F,6433,100,6433,1,0
F,G,F,4722,100,4722,1,0
F,H,F,5091,100,5091,1,0
A,G,G,10022,100,10022,1,0
B,G,G,5011,100,5011,1,0
C,G,G,1508,100,1508,1,0
D,G,G,9304,100,9304,1,0
E,G,G,9730,100,9730,1,0
F,G,G,4716,100,4716,1,0
G,H,G,9125,100,9125,1,0
A,H,H,9042,100,9042,1,0
B,H,H,5214,100,5214,1,0
C,H,H,9246,100,9246,1,0
D,H,H,1249,100,1249,1,0
