a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,1756,100,1756,1,0
A,C,A,3139,100,3139,1,0
A,D,A,3130,100,3130,1,0
A,E,A,1245,100,1245,1,0
A,F,A,2178,100,2178,1,0
A,G,A,3598,100,3598,1,0
A,H,A,3396,100,3396,1,0
A,B,B,1727,100,1727,1,0
B,C,B,1378,100,1378,1,0
B,D,B,2107,100,2107,1,0
B,E,B,1857,100,1857,1,0
B,F,B,1447,100,1447,1,0
B,G,B,2128,100,2128,1,0
B,H,B,2799,100,2799,1,0
A,C,C,3129,100,3129,1,0
B,C,C,1409,100,1409,1,0
C,D,C,2541,100,2541,1,0
C,E,C,3038,100,3038,1,0
C,F,C,2067,100,2067,1,0
C,G,C,1352,100,1352,1,0
C,H,C,3206,100,3206,1,0
A,D,D,3112,100,3112,1,0
B,D,D,2121,100,2121,1,0
C,D,D,2521,100,2521,1,0
D,E,D,3292,100,3292,1,0
D,F,D,2615,100,2615,1,0
D,G,D,2965,100,2965,1,0
D,H,D,1663,100,1663,1,0
A,E,E,1271,100,1271,1,0
B,E,E,1866,100,1866,1,0
C,E,E,3047,100,3047,1,0
D,E,E,3231,100,3231,1,0
E,F,E,1316,100,1316,1,0
E,G,E,2960,100,2960,1,0
E,H,E,2874,100,2874,1,0
A,F,F,2139,100,2139,1,0
B,F,F,1484,100,1484,1,0
C,F,F,2082,100,2082,1,0
D,F,F,2591,100,2591,1,0
E,F,F,1336,100,1336,1,0
F,G,F,1709,100,1709,1,0
F,H,F,2284,100,2284,1,0
A,G,G,3537,100,3537,1,0
B,G,G,2094,100,2094,1,0
C,G,G,1405,100,1405,1,0
D,G,G,2983,100,2983,1,0
E,G,G,2990,100,2990,1,0
F,G,G,1689,100,1689,1,0
G,H,G,2890,100,2890,1,0
A,H,H,3405,100,3405,1,0
B,H,H,2698,100,2698,1,0
C,H,H,3210,100,3210,1,0
D,H,H,1674,100,1674,1,0
E,H,H,2898,100,2898,1,0
F,H,H,2217,100,2217,1,0
G,H,H,2910,100,2910,1,0
A,B,A,1689,100,1689,1,0
A,C,A,3083,100,3083,1,0
A,D,A,3142,100,3142,1,0
A,E,A,1299,100,1299,1,0
A,F,A,2162,100,2162,1,0
A,G,A,3626,100,3626,1,0
A,H,A,3382,100,3382,1,0
A,B,B,1696,100,1696,1,0
B,C,B,1425,100,1425,1,0
B,D,B,2135,100,2135,1,0
B,E,B,1884,100,1884,1,0
B,F,B,1470,100,1470,1,0
B,G,B,2116,100,2116,1,0
B,H,B,2759,100,2759,1,0
A,C,C,3127,100,3127,1,0
B,C,C,1403,100,1403,1,0
C,D,C,2524,100,2524,1,0
C,E,C,3051,100,3051,1,0
C,F,C,2056,100,2056,1,0
C,G,C,1311,100,1311,1,0
C,H,C,3172,100,3172,1,0
A,D,D,3123,100,3123,1,0
B,D,D,2157,100,2157,1,0
C,D,D,2495,100,2495,1,0
D,E,D,3205,100,3205,1,0
D,F,D,2587,100,2587,1,0
D,G,D,3004,100,3004,1,0
D,H,D,1721,100,1721,1,0
A,E,E,1261,100,1261,1,0
B,E,E,1853,100,1853,1,0
C,E,E,3045,100,3045,1,0
D,E,E,3163,100,3163,1,0
E,F,E,1308,100,1308,1,0
E,G,E,3008,100,3008,1,0
E,H,E,2938,100,2938,1,0
A,F,F,2195,100,2195,1,0
B,F,F,1434,100,1434,1,0
C,F,F,2055,100,2055,1,0
D,F,F,2596,100,2596,1,0
E,F,F,1327,100,1327,1,0
F,G,F,1700,100,1700,1,0
F,H,F,2258,100,2258,1,0
A,G,G,3527,100,3527,1,0
B,G,G,2145,100,2145,1,0
C,G,G,1350,100,1350,1,0
D,G,G,3017,100,3017,1,0
E,G,G,2986,100,2986,1,0
F,G,G,1689,100,1689,1,0
G,H,G,2954,100,2954,1,0
A,H,H,3400,100,3400,1,0
B,H,H,2745,100,2745,1,0
C,H,H,3185,100,3185,1,0
D,H,H,1666,100,1666,1,0
E,H,H,2915,100,2915,1,0
F,H,H,2238,100,2238,1,0
G,H,H,2933,100,2933,1,0
A,B,A,1747,100,1747,1,0
A,C,A,3124,100,3124,1,0
A,D,A,3115,100,3115,1,0
A,E,A,1250,100,1250,1,0
A,F,A,2187,100,2187,1,0
A,G,A,3563,100,3563,1,0
A,H,A,3375,100,3375,1,0
A,B,B,1723,100,1723,1,0
B,C,B,1438,100,1438,1,0
B,D,B,2165,100,2165,1,0
B,E,B,1855,100,1855,1,0
B,F,B,1462,100,1462,1,0
B,G,B,2057,100,2057,1,0
B,H,B,2728,100,2728,1,0
A,C,C,3085,100,3085,1,0
B,C,C,1452,100,1452,1,0
C,D,C,2510,100,2510,1,0
C,E,C,3036,100,3036,1,0
C,F,C,2054,100,2054,1,0
C,G,C,1362,100,1362,1,0
C,H,C,3182,100,3182,1,0
A,D,D,3121,100,3121,1,0
B,D,D,2146,100,2146,1,0
C,D,D,2507,100,2507,1,0
D,E,D,3221,100,3221,1,0
D,F,D,2615,100,2615,1,0
D,G,D,2988,100,2988,1,0
D,H,D,1702,100,1702,1,0
A,E,E,1264,100,1264,1,0
B,E,E,1866,100,1866,1,0
C,E,E,2985,100,2985,1,0
D,E,E,3176,100,3176,1,0
E,F,E,1347,100,1347,1,0
