a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,1994,100,1994,1,0
A,C,A,3032,100,3032,1,0
A,D,A,2263,100,2263,1,0
A,E,A,1307,100,1307,1,0
A,F,A,2487,100,2487,1,0
A,G,A,3185,100,3185,1,0
A,H,A,2888,100,2888,1,0
A,B,B,2005,100,2005,1,0
B,C,B,2141,100,2141,1,0
B,D,B,3496,100,3496,1,0
B,E,B,2371,100,2371,1,0
B,F,B,1425,100,1425,1,0
B,G,B,2448,100,2448,1,0
B,H,B,3972,100,3972,1,0
A,C,C,3044,100,3044,1,0
B,C,C,2161,100,2161,1,0
C,D,C,2959,100,2959,1,0
C,E,C,3439,100,3439,1,0
C,F,C,2627,100,2627,1,0
C,G,C,1267,100,1267,1,0
C,H,C,3389,100,3389,1,0
A,D,D,2296,100,2296,1,0
B,D,D,3498,100,3498,1,0
C,D,D,2994,100,2994,1,0
D,E,D,2734,100,2734,1,0
D,F,D,3884,100,3884,1,0
D,G,D,3190,100,3190,1,0
D,H,D,1419,100,1419,1,0
A,E,E,1382,100,1382,1,0
B,E,E,2425,100,2425,1,0
C,E,E,3384,100,3384,1,0
D,E,E,2763,100,2763,1,0
E,F,E,2053,100,2053,1,0
E,G,E,3051,100,3051,1,0
E,H,E,2601,100,2601,1,0
A,F,F,2501,100,2501,1,0
B,F,F,1382,100,1382,1,0
C,F,F,2588,100,2588,1,0
D,F,F,3844,100,3844,1,0
E,F,F,2057,100,2057,1,0
F,G,F,2142,100,2142,1,0
F,H,F,3816,100,3816,1,0
A,G,G,3249,100,3249,1,0
B,G,G,2451,100,2451,1,0
C,G,G,1278,100,1278,1,0
D,G,G,3180,100,3180,1,0
E,G,G,3062,100,3062,1,0
F,G,G,2169,100,2169,1,0
G,H,G,3033,100,3033,1,0
A,H,H,2860,100,2860,1,0
B,H,H,3979,100,3979,1,0
C,H,H,3436,100,3436,1,0
D,H,H,1477,100,1477,1,0
E,H,H,2641,100,2641,1,0
F,H,H,3838,100,3838,1,0
G,H,H,3060,100,3060,1,0
A,B,A,2007,100,2007,1,0
A,C,A,3068,100,3068,1,0
A,D,A,2254,100,2254,1,0
A,E,A,1320,100,1320,1,0
A,F,A,2484,100,2484,1,0
A,G,A,3260,100,3260,1,0
A,H,A,2853,100,2853,1,0
A,B,B,2010,100,2010,1,0
B,C,B,2128,100,2128,1,0
B,D,B,3515,100,3515,1,0
B,E,B,2404,100,2404,1,0
B,F,B,1415,100,1415,1,0
B,G,B,2428,100,2428,1,0
B,H,B,4007,100,4007,1,0
A,C,C,3027,100,3027,1,0
B,C,C,2169,100,2169,1,0
C,D,C,2976,100,2976,1,0
C,E,C,3402,100,3402,1,0
C,F,C,2593,100,2593,1,0
C,G,C,1258,100,1258,1,0
C,H,C,3401,100,3401,1,0
A,D,D,2275,100,2275,1,0
B,D,D,3504,100,3504,1,0
C,D,D,2995,100,2995,1,0
D,E,D,2753,100,2753,1,0
D,F,D,3871,100,3871,1,0
D,G,D,3172,100,3172,1,0
D,H,D,1410,100,1410,1,0
A,E,E,1322,100,1322,1,0
B,E,E,2370,100,2370,1,0
C,E,E,3430,100,3430,1,0
D,E,E,2732,100,2732,1,0
E,F,E,2063,100,2063,1,0
E,G,E,3024,100,3024,1,0
E,H,E,2559,100,2559,1,0
A,F,F,2486,100,2486,1,0
B,F,F,1442,100,1442,1,0
C,F,F,2612,100,2612,1,0
D,F,F,3887,100,3887,1,0
E,F,F,2036,100,2036,1,0
F,G,F,2140,100,2140,1,0
F,H,F,3784,100,3784,1,0
A,G,G,3255,100,3255,1,0
B,G,G,2450,100,2450,1,0
C,G,G,1275,100,1275,1,0
D,G,G,3185,100,3185,1,0
E,G,G,3073,100,3073,1,0
F,G,G,2152,100,2152,1,0
G,H,G,3058,100,3058,1,0
A,H,H,2819,100,2819,1,0
B,H,H,3985,100,3985,1,0
C,H,H,3416,100,3416,1,0
D,H,H,1505,100,1505,1,0
E,H,H,2613,100,2613,1,0
F,H,H,3843,100,3843,1,0
G,H,H,3049,100,3049,1,0
A,B,A,1968,100,1968,1,0
A,C,A,3072,100,3072,1,0
A,D,A,2268,100,2268,1,0
A,E,A,1380,100,1380,1,0
A,F,A,2505,100,2505,1,0
A,G,A,3279,100,3279,1,0
A,H,A,2861,100,2861,1,0
A,B,B,2034,100,2034,1,0
B,C,B,2118,100,2118,1,0
B,D,B,3520,100,3520,1,0
