method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID11,-121.00546043467716,1199.701789743261,-1004.2573898790936,-63.9057945,1133.4998500000002,-956.990295,-57.09966593467716,66.20193974326094,-47.267094879093634,74.12523260105813,66.20193974326094,99.3843394802789
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID12,29.897413104974703,1730.4046507001651,-995.6017934313163,-43.6886845,1590.1300500000002,-956.35754,73.5860976049747,140.2746007001649,-39.24425343131634,83.39679363207105,140.2746007001649,163.19310276387586
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID13,-145.7313268209016,1048.473795233545,-192.88465216407008,-189.628155,1139.0976,-197.96616,43.89682817909841,-90.62380476645512,5.081507835929926,44.18996770842795,90.62380476645512,100.82374341602517
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID14,-195.67836243332442,1091.1236558907065,-160.91660788602258,-198.69532,1132.6278,-194.690585,3.016957566675586,-41.50414410929352,33.77397711397742,33.90845857680045,41.50414410929352,53.59456634118422
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID15,-156.43678396306234,1040.4280135724207,-216.63162246475235,-200.165335,1132.2551,-184.312585,43.72855103693766,-91.82708642757939,-32.31903746475234,54.37560444204853,91.82708642757939,106.71888380327196
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID16,-201.08257113892216,1135.9628420568647,-164.42387176538955,-184.854655,1122.0572,-185.780155,-16.227916138922154,13.905642056864735,21.35628323461046,26.82230593757356,13.905642056864735,30.212629425828517
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID17,-171.9314489703985,118.7626964175528,-316.05590082571393,-180.3984,209.458655,-328.203235,8.466951029601518,-90.69595858244719,12.147334174286073,14.806991162266847,90.69595858244719,91.89670228288077
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID18,-328.33754193130187,139.68082933695808,-255.20204173446405,-295.4243,206.90585,-224.00141,-32.913241931301854,-67.2250206630419,-31.200631734464054,45.35152604993631,67.2250206630419,81.09231972390766
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID19,-204.3070376840751,30.676628066564575,-51.50760154267323,-188.530555,205.96057,-114.135095,-15.77648268407512,-175.28394193343541,62.62749345732678,64.58405641200025,175.28394193343541,186.803534876491
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID20,-55.91718882425994,69.0684234095769,-216.18984644303055,-80.19599149999999,202.56013,-220.692665,24.278802675740053,-133.4917065904231,4.5028185569694585,24.692825563805187,133.4917065904231,135.75629400785851
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID21,-178.62198073451634,1660.8403576824348,-225.5873788279805,-212.053465,1598.6443,-226.934745,33.43148426548365,62.19605768243491,1.3473661720194912,33.45862423643242,62.19605768243491,70.62456461481058
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID22,-231.20467667956802,1624.5802867397056,-232.39609017859993,-232.83767,1599.3212,-235.17408,1.6329933204319786,25.25908673970548,2.7779898214000696,3.2224051006007683,25.25908673970548,25.463804852306403
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID23,-162.7658899850585,1730.1323413669231,-278.18861101860443,-230.87733,1599.6642499999998,-223.24148,68.11144001494151,130.46809136692332,-54.94713101860444,87.51203041916384,130.46809136692332,157.0995809447387
vb_sweep_anchor_delta_only,anchor_only_3d_rigid,ID24,-237.43791457445866,1679.7792520074545,-246.2300278718867,-218.202475,1599.5815,-226.071175,-19.235439574458667,80.19775200745448,-20.158852871886694,27.86362296495244,80.19775200745448,84.90029983328795
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID01,-463.3252255649413,-125.1688120164489,-401.0211455589656,-542.215344349341,182.54280058407932,-383.3240609304319,78.89011878439965,-307.7116126005282,-17.697084628533673,80.85071209436667,307.7116126005282,318.1560531804852
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID02,-559.9224009503121,1104.728142727407,-254.9089014854003,-543.22998,1105.589,-259.92136,-16.692420950312112,-0.8608572725929662,5.0124585145997,17.42875949524239,0.8608572725929662,17.450006670106976
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID03,-571.2505673900082,2028.7079374188195,-310.6616233068903,-554.00287,1625.56145,-256.2951,-17.24769739000817,403.14648741881956,-54.366523306890315,57.036847052900306,403.14648741881956,407.1612607307679
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID04,-248.6249292105515,-279.00607802829995,522.2107575452535,-321.178815,182.16379,479.93382,72.55388578944849,-461.16986802829996,42.276937545253475,83.97264906714327,461.16986802829996,468.7526564923053
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID05,-194.95303010680595,1185.8386183678479,565.3748789499712,-184.9818897969324,1103.586616559577,473.7040289339493,-9.971140309873562,82.25200180827096,91.67085001602186,92.21154147794711,82.25200180827096,123.56520619983188
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID06,-258.03155763619475,1979.2226119128945,530.7480970245895,-193.231255,1684.95255,476.52298,-64.80030263619474,294.27006191289456,54.22511702458945,84.49522198368881,294.27006191289456,306.1605981773155
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID07,358.5375061264424,-122.66087892871667,122.21147607398916,352.14755,211.565355,53.795866,6.389956126442371,-334.2262339287167,68.41561007398917,68.71337017709135,334.2262339287167,341.2165041249723
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID08,595.1502714494377,1187.6227259975703,-106.22569899899304,391.90054,1132.2804,-71.53192899999999,203.24973144943772,55.34232599757024,-34.69376999899305,206.1895026692959,55.34232599757024,213.48743302085236
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID09,444.34553379629733,1757.2695069863578,-21.543753829056413,408.80994,1568.1853500000002,-62.4257885,35.53559379629735,189.08415698635758,40.88203467094359,54.16751042176187,189.08415698635758,196.6899529933677
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID10,141.2741472864102,-44.09077925710562,-1040.0248078996879,65.499245,238.64973,-938.19342,75.7749022864102,-282.7405092571056,-101.83138789968791,126.93095516103122,282.7405092571056,309.92525381623733
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID11,-121.39984443679396,1385.9315695881273,-1050.736972213177,-63.9057945,1133.4998500000002,-956.990295,-57.49404993679396,252.43171958812718,-93.74667721317712,109.97274783620794,252.43171958812718,275.3466511887607
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID12,35.49711954886516,1868.5406145556683,-1060.7200653988966,-43.6886845,1590.1300500000002,-956.35754,79.18580404886515,278.4105645556681,-104.36252539889665,131.00354296926713,278.4105645556681,307.6920062769042
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID13,-118.78993528687181,995.993235896362,-230.2033194188598,-189.628155,1139.0976,-197.96616,70.83821971312818,-143.1043641036381,-32.23715941885979,77.82857970901436,143.1043641036381,162.8991922786268
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID14,-153.32867996777986,1008.6848356533802,-223.95460337463555,-198.69532,1132.6278,-194.690585,45.36664003222015,-123.94296434661976,-29.264018374635555,53.986246389650454,123.94296434661976,135.19013725221046
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID15,-115.96196511772712,989.3821144706992,-264.93775151357954,-200.165335,1132.2551,-184.312585,84.20336988227288,-142.87298552930088,-80.62516651357953,116.57883587887333,142.87298552930088,184.39987789835735
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID16,-114.90211218878869,954.0278210109507,-253.25579119605186,-184.854655,1122.0572,-185.780155,69.95254281121132,-168.0293789890493,-67.47563619605185,97.19217934492617,168.0293789890493,194.11386331033097
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID17,-176.15670707818003,-15.58869288113641,-321.3964964589552,-180.3984,209.458655,-328.203235,4.2416929218199755,-225.0473478811364,6.806738541044808,8.020202516717548,225.0473478811364,225.19021390092064
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID18,-317.92268364810843,6.038653152424899,-265.5177873008831,-295.4243,206.90585,-224.00141,-22.498383648108415,-200.8671968475751,-41.516377300883136,47.220618917658804,200.8671968475751,206.34296116022284
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID19,-215.79060105416113,-98.3710272537806,-38.47468775799757,-188.530555,205.96057,-114.135095,-27.260046054161137,-304.3315972537806,75.66040724200244,80.42143579233488,304.3315972537806,314.7782210095514
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID20,-28.030964363258136,-130.02277740518133,-225.16528090016982,-80.19599149999999,202.56013,-220.692665,52.165027136741855,-332.58290740518134,-4.472615900169814,52.35641650425921,332.58290740518134,336.67875585972286
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID21,-190.8308135417085,1791.319293327806,-237.15861198209927,-212.053465,1598.6443,-226.934745,21.222651458291494,192.67499332780608,-10.223866982099281,23.556918113110253,192.67499332780608,194.10971496774164
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID22,-244.35000620182382,1738.3512973865793,-244.87132870611867,-232.83767,1599.3212,-235.17408,-11.512336201823814,139.0300973865792,-9.697248706118671,15.052259541083638,139.0300973865792,139.84254894921588
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID23,-147.7083629163385,1841.4185954941581,-330.3978720248556,-230.87733,1599.6642499999998,-223.24148,83.1689670836615,241.75434549415831,-107.15639202485559,135.6450125789655,241.75434549415831,277.2088256222312
vb_sweep_plus_loo_tag_delta,anchor_only_3d_rigid,ID24,-270.61106154827314,1806.4872164322026,-291.57462359705073,-218.202475,1599.5815,-226.071175,-52.40858654827315,206.90571643220255,-65.50344859705072,83.88898450985268,206.90571643220255,223.26517241705506
