a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,7992,100,7992,1,0
A,C,A,12449,100,12449,1,0
A,D,A,7861,100,7861,1,0
A,E,A,1279,100,1279,1,0
A,F,A,8036,100,8036,1,0
A,G,A,12698,100,12698,1,0
A,H,A,8107,100,8107,1,0
A,B,B,7965,100,7965,1,0
B,C,B,8047,100,8047,1,0
B,D,B,9428,100,9428,1,0
B,E,B,7774,100,7774,1,0
B,F,B,1333,100,1333,1,0
B,G,B,8476,100,8476,1,0
B,H,B,9822,100,9822,1,0
A,C,C,12464,100,12464,1,0
B,C,C,8039,100,8039,1,0
C,D,C,7431,100,7431,1,0
C,E,C,12227,100,12227,1,0
C,F,C,8517,100,8517,1,0
C,G,C,1478,100,1478,1,0
C,H,C,7701,100,7701,1,0
A,D,D,7875,100,7875,1,0
B,D,D,9453,100,9453,1,0
C,D,D,7438,100,7438,1,0
D,E,D,7745,100,7745,1,0
D,F,D,9770,100,9770,1,0
D,G,D,7494,100,7494,1,0
D,H,D,1518,100,1518,1,0
A,E,E,1301,100,1301,1,0
B,E,E,7837,100,7837,1,0
C,E,E,12238,100,12238,1,0
D,E,E,7804,100,7804,1,0
E,F,E,7628,100,7628,1,0
E,G,E,12354,100,12354,1,0
E,H,E,7895,100,7895,1,0
A,F,F,8009,100,8009,1,0
B,F,F,1336,100,1336,1,0
C,F,F,8520,100,8520,1,0
D,F,F,9753,100,9753,1,0
E,F,F,7659,100,7659,1,0
F,G,F,8753,100,8753,1,0
F,H,F,9975,100,9975,1,0
A,G,G,12709,100,12709,1,0
B,G,G,8478,100,8478,1,0
C,G,G,1495,100,1495,1,0
D,G,G,7505,100,7505,1,0
E,G,G,12356,100,12356,1,0
F,G,G,8762,100,8762,1,0
G,H,G,7511,100,7511,1,0
A,H,H,8184,100,8184,1,0
B,H,H,9855,100,9855,1,0
C,H,H,7709,100,7709,1,0
D,H,H,1417,100,1417,1,0
E,H,H,7877,100,7877,1,0
F,H,H,9966,100,9966,1,0
G,H,H,7513,100,7513,1,0
A,B,A,8002,100,8002,1,0
A,C,A,12417,100,12417,1,0
A,D,A,7875,100,7875,1,0
A,E,A,1262,100,1262,1,0
A,F,A,8024,100,8024,1,0
A,G,A,12709,100,12709,1,0
A,H,A,8143,100,8143,1,0
A,B,B,8027,100,8027,1,0
B,C,B,8035,100,8035,1,0
B,D,B,9392,100,9392,1,0
B,E,B,7826,100,7826,1,0
B,F,B,1356,100,1356,1,0
B,G,B,8510,100,8510,1,0
B,H,B,9819,100,9819,1,0
A,C,C,12448,100,12448,1,0
B,C,C,8071,100,8071,1,0
C,D,C,7412,100,7412,1,0
C,E,C,12219,100,12219,1,0
C,F,C,8504,100,8504,1,0
C,G,C,1497,100,1497,1,0
C,H,C,7660,100,7660,1,0
A,D,D,7846,100,7846,1,0
B,D,D,9473,100,9473,1,0
C,D,D,7407,100,7407,1,0
D,E,D,7733,100,7733,1,0
D,F,D,9763,100,9763,1,0
D,G,D,7488,100,7488,1,0
D,H,D,1473,100,1473,1,0
A,E,E,1205,100,1205,1,0
B,E,E,7762,100,7762,1,0
C,E,E,12242,100,12242,1,0
D,E,E,7767,100,7767,1,0
E,F,E,7618,100,7618,1,0
E,G,E,12388,100,12388,1,0
E,H,E,7834,100,7834,1,0
A,F,F,8041,100,8041,1,0
B,F,F,1365,100,1365,1,0
C,F,F,8519,100,8519,1,0
D,F,F,9805,100,9805,1,0
E,F,F,7625,100,7625,1,0
F,G,F,8738,100,8738,1,0
F,H,F,9981,100,9981,1,0
A,G,G,12726,100,12726,1,0
B,G,G,8484,100,8484,1,0
C,G,G,1512,100,1512,1,0
D,G,G,7532,100,7532,1,0
E,G,G,12363,100,12363,1,0
F,G,G,8746,100,8746,1,0
G,H,G,7503,100,7503,1,0
A,H,H,8152,100,8152,1,0
B,H,H,9811,100,9811,1,0
C,H,H,7677,100,7677,1,0
D,H,H,1391,100,1391,1,0
E,H,H,7911,100,7911,1,0
F,H,H,9987,100,9987,1,0
G,H,H,7547,100,7547,1,0
A,B,A,7960,100,7960,1,0
A,C,A,12479,100,12479,1,0
A,D,A,7862,100,7862,1,0
A,E,A,1264,100,1264,1,0
A,F,A,8039,100,8039,1,0
A,G,A,12737,100,12737,1,0
A,H,A,8156,100,8156,1,0
A,B,B,7997,100,7997,1,0
B,C,B,7997,100,7997,1,0
B,D,B,9414,100,9414,1,0
B,E,B,7765,100,7765,1,0
B,F,B,1362,100,1362,1,0
B,G,B,8457,100,8457,1,0
B,H,B,9821,100,9821,1,0
A,C,C,12463,100,12463,1,0
B,C,C,8030,100,8030,1,0
C,D,C,7402,100,7402,1,0
C,E,C,12243,100,12243,1,0
C,F,C,8539,100,8539,1,0
C,G,C,1498,100,1498,1,0
C,H,C,7666,100,7666,1,0
A,D,D,7870,100,7870,1,0
B,D,D,9464,100,9464,1,0
C,D,D,7402,100,7402,1,0
D,E,D,7754,100,7754,1,0
D,F,D,9764,100,9764,1,0
D,G,D,7472,100,7472,1,0
D,H,D,1410,100,1410,1,0
A,E,E,1257,100,1257,1,0
B,E,E,7748,100,7748,1,0
C,E,E,12247,100,12247,1,0
D,E,E,7776,100,7776,1,0
E,F,E,7604,100,7604,1,0
E,G,E,12366,100,12366,1,0
E,H,E,7879,100,7879,1,0
A,F,F,7990,100,7990,1,0
B,F,F,1373,100,1373,1,0
C,F,F,8529,100,8529,1,0
D,F,F,9742,100,9742,1,0
E,F,F,7601,100,7601,1,0
F,G,F,8760,100,8760,1,0
F,H,F,9991,100,9991,1,0
A,G,G,12713,100,12713,1,0
B,G,G,8519,100,8519,1,0
C,G,G,1470,100,1470,1,0
D,G,G,7471,100,7471,1,0
E,G,G,12383,100,12383,1,0
F,G,G,8726,100,8726,1,0
G,H,G,7529,100,7529,1,0
A,H,H,8183,100,8183,1,0
B,H,H,9792,100,9792,1,0
C,H,H,7703,100,7703,1,0
D,H,H,1431,100,1431,1,0
