a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,2507,100,2507,1,0
A,C,A,4769,100,4769,1,0
A,D,A,4997,100,4997,1,0
A,E,A,1476,100,1476,1,0
A,F,A,2696,100,2696,1,0
A,G,A,4784,100,4784,1,0
A,H,A,4714,100,4714,1,0
A,B,B,2569,100,2569,1,0
B,C,B,3560,100,3560,1,0
B,D,B,4500,100,4500,1,0
B,E,B,2804,100,2804,1,0
B,F,B,1285,100,1285,1,0
B,G,B,3673,100,3673,1,0
B,H,B,4386,100,4386,1,0
A,C,C,4829,100,4829,1,0
B,C,C,3522,100,3522,1,0
C,D,C,1571,100,1571,1,0
C,E,C,4628,100,4628,1,0
C,F,C,3956,100,3956,1,0
C,G,C,1237,100,1237,1,0
C,H,C,2175,100,2175,1,0
A,D,D,5002,100,5002,1,0
B,D,D,4448,100,4448,1,0
C,D,D,1520,100,1520,1,0
D,E,D,4923,100,4923,1,0
D,F,D,4866,100,4866,1,0
D,G,D,1944,100,1944,1,0
D,H,D,1645,100,1645,1,0
A,E,E,1542,100,1542,1,0
B,E,E,2837,100,2837,1,0
C,E,E,4668,100,4668,1,0
D,E,E,4826,100,4826,1,0
E,F,E,2354,100,2354,1,0
E,G,E,4258,100,4258,1,0
E,H,E,4074,100,4074,1,0
A,F,F,2728,100,2728,1,0
B,F,F,1251,100,1251,1,0
C,F,F,3956,100,3956,1,0
D,F,F,4894,100,4894,1,0
E,F,F,2310,100,2310,1,0
F,G,F,3708,100,3708,1,0
F,H,F,4388,100,4388,1,0
A,G,G,4777,100,4777,1,0
B,G,G,3654,100,3654,1,0
C,G,G,1255,100,1255,1,0
D,G,G,1944,100,1944,1,0
E,G,G,4258,100,4258,1,0
F,G,G,3689,100,3689,1,0
G,H,G,1632,100,1632,1,0
A,H,H,4679,100,4679,1,0
B,H,H,4390,100,4390,1,0
C,H,H,2194,100,2194,1,0
D,H,H,1564,100,1564,1,0
E,H,H,4099,100,4099,1,0
F,H,H,4388,100,4388,1,0
G,H,H,1597,100,1597,1,0
A,B,A,2527,100,2527,1,0
A,C,A,4853,100,4853,1,0
A,D,A,5005,100,5005,1,0
A,E,A,1494,100,1494,1,0
A,F,A,2727,100,2727,1,0
A,G,A,4825,100,4825,1,0
A,H,A,4642,100,4642,1,0
A,B,B,2571,100,2571,1,0
B,C,B,3502,100,3502,1,0
B,D,B,4483,100,4483,1,0
B,E,B,2812,100,2812,1,0
B,F,B,1214,100,1214,1,0
B,G,B,3668,100,3668,1,0
B,H,B,4378,100,4378,1,0
A,C,C,4779,100,4779,1,0
B,C,C,3509,100,3509,1,0
C,D,C,1529,100,1529,1,0
C,E,C,4659,100,4659,1,0
C,F,C,3973,100,3973,1,0
C,G,C,1243,100,1243,1,0
C,H,C,2207,100,2207,1,0
A,D,D,5002,100,5002,1,0
B,D,D,4516,100,4516,1,0
C,D,D,1533,100,1533,1,0
D,E,D,4889,100,4889,1,0
D,F,D,4878,100,4878,1,0
D,G,D,1947,100,1947,1,0
D,H,D,1594,100,1594,1,0
A,E,E,1424,100,1424,1,0
B,E,E,2801,100,2801,1,0
C,E,E,4668,100,4668,1,0
D,E,E,4911,100,4911,1,0
E,F,E,2394,100,2394,1,0
E,G,E,4300,100,4300,1,0
E,H,E,4105,100,4105,1,0
A,F,F,2713,100,2713,1,0
B,F,F,1286,100,1286,1,0
C,F,F,3952,100,3952,1,0
D,F,F,4904,100,4904,1,0
E,F,F,2328,100,2328,1,0
F,G,F,3680,100,3680,1,0
F,H,F,4365,100,4365,1,0
A,G,G,4779,100,4779,1,0
B,G,G,3660,100,3660,1,0
C,G,G,1251,100,1251,1,0
D,G,G,1923,100,1923,1,0
E,G,G,4272,100,4272,1,0
F,G,G,3708,100,3708,1,0
G,H,G,1584,100,1584,1,0
A,H,H,4678,100,4678,1,0
B,H,H,4365,100,4365,1,0
C,H,H,2231,100,2231,1,0
D,H,H,1582,100,1582,1,0
E,H,H,4103,100,4103,1,0
F,H,H,4416,100,4416,1,0
G,H,H,1642,100,1642,1,0
A,B,A,2526,100,2526,1,0
A,C,A,4812,100,4812,1,0
A,D,A,5015,100,5015,1,0
A,E,A,1473,100,1473,1,0
A,F,A,2679,100,2679,1,0
A,G,A,4780,100,4780,1,0
A,H,A,4703,100,4703,1,0
A,B,B,2584,100,2584,1,0
B,C,B,3517,100,3517,1,0
B,D,B,4468,100,4468,1,0
B,E,B,2766,100,2766,1,0
B,F,B,1260,100,1260,1,0
B,G,B,3669,100,3669,1,0
B,H,B,4379,100,4379,1,0
A,C,C,4784,100,4784,1,0
B,C,C,3517,100,3517,1,0
C,D,C,1537,100,1537,1,0
C,E,C,4663,100,4663,1,0
C,F,C,3968,100,3968,1,0
C,G,C,1273,100,1273,1,0
C,H,C,2172,100,2172,1,0
A,D,D,5039,100,5039,1,0
B,D,D,4449,100,4449,1,0
C,D,D,1524,100,1524,1,0
D,E,D,4856,100,4856,1,0
D,F,D,4917,100,4917,1,0
D,G,D,1935,100,1935,1,0
D,H,D,1586,100,1586,1,0
A,E,E,1479,100,1479,1,0
B,E,E,2801,100,2801,1,0
C,E,E,4699,100,4699,1,0
D,E,E,4883,100,4883,1,0
E,F,E,2277,100,2277,1,0
E,G,E,4275,100,4275,1,0
E,H,E,4047,100,4047,1,0
A,F,F,2713,100,2713,1,0
B,F,F,1277,100,1277,1,0
C,F,F,3945,100,3945,1,0
D,F,F,4883,100,4883,1,0
E,F,F,2354,100,2354,1,0
F,G,F,3712,100,3712,1,0
F,H,F,4391,100,4391,1,0
A,G,G,4777,100,4777,1,0
B,G,G,3646,100,3646,1,0
C,G,G,1226,100,1226,1,0
D,G,G,1931,100,1931,1,0
E,G,G,4306,100,4306,1,0
F,G,G,3697,100,3697,1,0
G,H,G,1603,100,1603,1,0
A,H,H,4694,100,4694,1,0
B,H,H,4418,100,4418,1,0
C,H,H,2187,100,2187,1,0
D,H,H,1580,100,1580,1,0
E,H,H,4119,100,4119,1,0
F,H,H,4424,100,4424,1,0
G,H,H,1586,100,1586,1,0
A,B,A,2550,100,2550,1,0
A,C,A,4755,100,4755,1,0
A,D,A,5007,100,5007,1,0
A,E,A,1486,100,1486,1,0
A,F,A,2712,100,2712,1,0
A,G,A,4783,100,4783,1,0
A,H,A,4680,100,4680,1,0
A,B,B,2521,100,2521,1,0
B,C,B,3470,100,3470,1,0
B,D,B,4506,100,4506,1,0
B,E,B,2826,100,2826,1,0
B,F,B,1289,100,1289,1,0
B,G,B,3658,100,3658,1,0
B,H,B,4396,100,4396,1,0
A,C,C,4800,100,4800,1,0
B,C,C,3518,100,3518,1,0
C,D,C,1527,100,1527,1,0
C,E,C,4691,100,4691,1,0
C,F,C,3958,100,3958,1,0
C,G,C,1207,100,1207,1,0
C,H,C,2226,100,2226,1,0
A,D,D,5012,100,5012,1,0
B,D,D,4520,100,4520,1,0
C,D,D,1569,100,1569,1,0
D,E,D,4939,100,4939,1,0
D,F,D,4914,100,4914,1,0
D,G,D,1966,100,1966,1,0
D,H,D,1546,100,1546,1,0
A,E,E,1559,100,1559,1,0
B,E,E,2782,100,2782,1,0
C,E,E,4648,100,4648,1,0
D,E,E,4816,100,4816,1,0
E,F,E,2314,100,2314,1,0
