a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,1841,100,1841,1,0
A,C,A,3563,100,3563,1,0
A,D,A,3151,100,3151,1,0
A,E,A,1633,100,1633,1,0
A,F,A,2446,100,2446,1,0
A,G,A,4103,100,4103,1,0
A,H,A,3130,100,3130,1,0
A,B,B,1824,100,1824,1,0
B,C,B,1889,100,1889,1,0
B,D,B,2648,100,2648,1,0
B,E,B,2483,100,2483,1,0
B,F,B,1398,100,1398,1,0
B,G,B,2593,100,2593,1,0
B,H,B,2625,100,2625,1,0
A,C,C,3603,100,3603,1,0
B,C,C,1953,100,1953,1,0
C,D,C,4133,100,4133,1,0
C,E,C,3874,100,3874,1,0
C,F,C,2278,100,2278,1,0
C,G,C,1558,100,1558,1,0
C,H,C,4013,100,4013,1,0
A,D,D,3131,100,3131,1,0
B,D,D,2653,100,2653,1,0
C,D,D,4093,100,4093,1,0
D,E,D,3598,100,3598,1,0
D,F,D,2766,100,2766,1,0
D,G,D,4290,100,4290,1,0
D,H,D,1286,100,1286,1,0
A,E,E,1675,100,1675,1,0
B,E,E,2489,100,2489,1,0
C,E,E,3868,100,3868,1,0
D,E,E,3687,100,3687,1,0
E,F,E,2098,100,2098,1,0
E,G,E,3788,100,3788,1,0
E,H,E,3020,100,3020,1,0
A,F,F,2447,100,2447,1,0
B,F,F,1424,100,1424,1,0
C,F,F,2243,100,2243,1,0
D,F,F,2767,100,2767,1,0
E,F,F,2105,100,2105,1,0
F,G,F,2013,100,2013,1,0
F,H,F,2118,100,2118,1,0
A,G,G,4124,100,4124,1,0
B,G,G,2609,100,2609,1,0
C,G,G,1515,100,1515,1,0
D,G,G,4281,100,4281,1,0
E,G,G,3766,100,3766,1,0
F,G,G,1962,100,1962,1,0
G,H,G,3683,100,3683,1,0
A,H,H,3125,100,3125,1,0
B,H,H,2650,100,2650,1,0
C,H,H,3909,100,3909,1,0
D,H,H,1313,100,1313,1,0
E,H,H,3050,100,3050,1,0
F,H,H,2112,100,2112,1,0
G,H,H,3653,100,3653,1,0
A,B,A,1837,100,1837,1,0
A,C,A,3603,100,3603,1,0
A,D,A,3149,100,3149,1,0
A,E,A,1642,100,1642,1,0
A,F,A,2415,100,2415,1,0
A,G,A,4122,100,4122,1,0
A,H,A,3146,100,3146,1,0
A,B,B,1789,100,1789,1,0
B,C,B,1892,100,1892,1,0
B,D,B,2689,100,2689,1,0
B,E,B,2488,100,2488,1,0
B,F,B,1417,100,1417,1,0
B,G,B,2617,100,2617,1,0
B,H,B,2687,100,2687,1,0
A,C,C,3619,100,3619,1,0
B,C,C,1921,100,1921,1,0
C,D,C,4149,100,4149,1,0
C,E,C,3852,100,3852,1,0
C,F,C,2248,100,2248,1,0
C,G,C,1548,100,1548,1,0
C,H,C,3952,100,3952,1,0
A,D,D,3169,100,3169,1,0
B,D,D,2623,100,2623,1,0
