a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,1678,100,1678,1,0
A,C,A,2591,100,2591,1,0
A,D,A,2385,100,2385,1,0
A,E,A,1434,100,1434,1,0
A,F,A,2209,100,2209,1,0
A,G,A,3014,100,3014,1,0
A,H,A,2763,100,2763,1,0
A,B,B,1670,100,1670,1,0
B,C,B,1972,100,1972,1,0
B,D,B,2920,100,2920,1,0
B,E,B,2226,100,2226,1,0
B,F,B,1565,100,1565,1,0
B,G,B,2564,100,2564,1,0
B,H,B,3274,100,3274,1,0
A,C,C,2512,100,2512,1,0
B,C,C,2012,100,2012,1,0
C,D,C,1775,100,1775,1,0
C,E,C,3018,100,3018,1,0
C,F,C,2429,100,2429,1,0
C,G,C,1497,100,1497,1,0
C,H,C,2388,100,2388,1,0
A,D,D,2398,100,2398,1,0
B,D,D,2917,100,2917,1,0
C,D,D,1767,100,1767,1,0
D,E,D,2676,100,2676,1,0
D,F,D,3095,100,3095,1,0
D,G,D,2255,100,2255,1,0
D,H,D,1419,100,1419,1,0
A,E,E,1401,100,1401,1,0
B,E,E,2215,100,2215,1,0
C,E,E,3001,100,3001,1,0
D,E,E,2818,100,2818,1,0
E,F,E,1623,100,1623,1,0
E,G,E,2728,100,2728,1,0
E,H,E,2379,100,2379,1,0
A,F,F,2195,100,2195,1,0
B,F,F,1592,100,1592,1,0
C,F,F,2457,100,2457,1,0
D,F,F,3055,100,3055,1,0
E,F,F,1597,100,1597,1,0
F,G,F,1917,100,1917,1,0
F,H,F,2649,100,2649,1,0
A,G,G,3070,100,3070,1,0
B,G,G,2528,100,2528,1,0
C,G,G,1521,100,1521,1,0
D,G,G,2240,100,2240,1,0
E,G,G,2725,100,2725,1,0
F,G,G,1858,100,1858,1,0
G,H,G,1853,100,1853,1,0
A,H,H,2745,100,2745,1,0
B,H,H,3318,100,3318,1,0
C,H,H,2368,100,2368,1,0
D,H,H,1409,100,1409,1,0
E,H,H,2335,100,2335,1,0
F,H,H,2693,100,2693,1,0
G,H,H,1830,100,1830,1,0
A,B,A,1648,100,1648,1,0
A,C,A,2579,100,2579,1,0
A,D,A,2390,100,2390,1,0
A,E,A,1448,100,1448,1,0
A,F,A,2174,100,2174,1,0
A,G,A,3052,100,3052,1,0
A,H,A,2715,100,2715,1,0
A,B,B,1691,100,1691,1,0
B,C,B,1999,100,1999,1,0
B,D,B,2960,100,2960,1,0
B,E,B,2226,100,2226,1,0
B,F,B,1551,100,1551,1,0
B,G,B,2538,100,2538,1,0
B,H,B,3232,100,3232,1,0
A,C,C,2569,100,2569,1,0
B,C,C,2005,100,2005,1,0
C,D,C,1749,100,1749,1,0
C,E,C,3032,100,3032,1,0
C,F,C,2425,100,2425,1,0
C,G,C,1503,100,1503,1,0
C,H,C,2352,100,2352,1,0
A,D,D,2395,100,2395,1,0
B,D,D,2925,100,2925,1,0
C,D,D,1778,100,1778,1,0
D,E,D,2720,100,2720,1,0
D,F,D,3127,100,3127,1,0
D,G,D,2217,100,2217,1,0
D,H,D,1457,100,1457,1,0
A,E,E,1405,100,1405,1,0
B,E,E,2216,100,2216,1,0
C,E,E,3039,100,3039,1,0
D,E,E,2655,100,2655,1,0
E,F,E,1630,100,1630,1,0
