a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,5035,100,5035,1,0
A,C,A,12567,100,12567,1,0
A,D,A,9452,100,9452,1,0
A,E,A,1376,100,1376,1,0
A,F,A,5178,100,5178,1,0
A,G,A,12423,100,12423,1,0
A,H,A,9247,100,9247,1,0
A,B,B,5049,100,5049,1,0
B,C,B,9447,100,9447,1,0
B,D,B,7227,100,7227,1,0
B,E,B,5486,100,5486,1,0
B,F,B,1405,100,1405,1,0
B,G,B,9395,100,9395,1,0
B,H,B,7116,100,7116,1,0
A,C,C,12625,100,12625,1,0
B,C,C,9448,100,9448,1,0
C,D,C,3302,100,3302,1,0
C,E,C,12885,100,12885,1,0
C,F,C,9757,100,9757,1,0
C,G,C,1210,100,1210,1,0
C,H,C,3630,100,3630,1,0
A,D,D,9486,100,9486,1,0
B,D,D,7226,100,7226,1,0
C,D,D,3340,100,3340,1,0
D,E,D,9835,100,9835,1,0
D,F,D,7541,100,7541,1,0
D,G,D,3388,100,3388,1,0
D,H,D,1228,100,1228,1,0
A,E,E,1376,100,1376,1,0
B,E,E,5484,100,5484,1,0
C,E,E,12946,100,12946,1,0
D,E,E,9823,100,9823,1,0
E,F,E,5205,100,5205,1,0
E,G,E,12650,100,12650,1,0
E,H,E,9487,100,9487,1,0
A,F,F,5148,100,5148,1,0
B,F,F,1407,100,1407,1,0
C,F,F,9745,100,9745,1,0
D,F,F,7589,100,7589,1,0
E,F,F,5207,100,5207,1,0
F,G,F,9502,100,9502,1,0
F,H,F,7183,100,7183,1,0
A,G,G,12440,100,12440,1,0
B,G,G,9392,100,9392,1,0
C,G,G,1212,100,1212,1,0
D,G,G,3386,100,3386,1,0
E,G,G,12601,100,12601,1,0
F,G,G,9460,100,9460,1,0
G,H,G,3311,100,3311,1,0
A,H,H,9309,100,9309,1,0
B,H,H,7049,100,7049,1,0
C,H,H,3719,100,3719,1,0
D,H,H,1222,100,1222,1,0
E,H,H,9483,100,9483,1,0
F,H,H,7161,100,7161,1,0
G,H,H,3307,100,3307,1,0
A,B,A,5085,100,5085,1,0
A,C,A,12570,100,12570,1,0
A,D,A,9488,100,9488,1,0
A,E,A,1379,100,1379,1,0
A,F,A,5158,100,5158,1,0
A,G,A,12439,100,12439,1,0
A,H,A,9292,100,9292,1,0
A,B,B,5066,100,5066,1,0
B,C,B,9454,100,9454,1,0
B,D,B,7227,100,7227,1,0
B,E,B,5460,100,5460,1,0
B,F,B,1421,100,1421,1,0
B,G,B,9380,100,9380,1,0
B,H,B,7050,100,7050,1,0
A,C,C,12600,100,12600,1,0
B,C,C,9457,100,9457,1,0
C,D,C,3336,100,3336,1,0
C,E,C,12913,100,12913,1,0
C,F,C,9746,100,9746,1,0
C,G,C,1246,100,1246,1,0
C,H,C,3694,100,3694,1,0
A,D,D,9468,100,9468,1,0
B,D,D,7243,100,7243,1,0
C,D,D,3329,100,3329,1,0
D,E,D,9860,100,9860,1,0
D,F,D,7583,100,7583,1,0
D,G,D,3371,100,3371,1,0
D,H,D,1243,100,1243,1,0
A,E,E,1370,100,1370,1,0
B,E,E,5488,100,5488,1,0
C,E,E,12903,100,12903,1,0
D,E,E,9847,100,9847,1,0
E,F,E,5224,100,5224,1,0
E,G,E,12625,100,12625,1,0
E,H,E,9479,100,9479,1,0
A,F,F,5155,100,5155,1,0
B,F,F,1412,100,1412,1,0
C,F,F,9766,100,9766,1,0
D,F,F,7586,100,7586,1,0
E,F,F,5240,100,5240,1,0
F,G,F,9493,100,9493,1,0
F,H,F,7160,100,7160,1,0
A,G,G,12439,100,12439,1,0
B,G,G,9322,100,9322,1,0
C,G,G,1264,100,1264,1,0
D,G,G,3367,100,3367,1,0
E,G,G,12629,100,12629,1,0
F,G,G,9469,100,9469,1,0
G,H,G,3320,100,3320,1,0
A,H,H,9259,100,9259,1,0
B,H,H,7061,100,7061,1,0
C,H,H,3682,100,3682,1,0
D,H,H,1235,100,1235,1,0
E,H,H,9471,100,9471,1,0
F,H,H,7216,100,7216,1,0
G,H,H,3292,100,3292,1,0
