a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,8786,100,8786,1,0
A,C,A,11269,100,11269,1,0
A,D,A,8356,100,8356,1,0
A,E,A,1493,100,1493,1,0
A,F,A,8873,100,8873,1,0
A,G,A,11150,100,11150,1,0
A,H,A,8493,100,8493,1,0
A,B,B,8852,100,8852,1,0
B,C,B,7697,100,7697,1,0
B,D,B,12168,100,12168,1,0
B,E,B,8766,100,8766,1,0
B,F,B,1246,100,1246,1,0
B,G,B,7801,100,7801,1,0
B,H,B,12230,100,12230,1,0
A,C,C,11302,100,11302,1,0
B,C,C,7743,100,7743,1,0
C,D,C,8332,100,8332,1,0
C,E,C,11414,100,11414,1,0
C,F,C,7759,100,7759,1,0
C,G,C,1391,100,1391,1,0
C,H,C,8363,100,8363,1,0
A,D,D,8375,100,8375,1,0
B,D,D,12191,100,12191,1,0
C,D,D,8337,100,8337,1,0
D,E,D,8874,100,8874,1,0
D,F,D,12227,100,12227,1,0
D,G,D,8213,100,8213,1,0
D,H,D,1530,100,1530,1,0
A,E,E,1457,100,1457,1,0
B,E,E,8738,100,8738,1,0
C,E,E,11450,100,11450,1,0
D,E,E,8824,100,8824,1,0
E,F,E,8563,100,8563,1,0
E,G,E,11152,100,11152,1,0
E,H,E,8686,100,8686,1,0
A,F,F,8909,100,8909,1,0
B,F,F,1294,100,1294,1,0
C,F,F,7726,100,7726,1,0
D,F,F,12196,100,12196,1,0
E,F,F,8585,100,8585,1,0
F,G,F,7598,100,7598,1,0
F,H,F,12053,100,12053,1,0
A,G,G,11147,100,11147,1,0
B,G,G,7801,100,7801,1,0
C,G,G,1427,100,1427,1,0
D,G,G,8256,100,8256,1,0
E,G,G,11127,100,11127,1,0
F,G,G,7614,100,7614,1,0
G,H,G,8057,100,8057,1,0
A,H,H,8501,100,8501,1,0
B,H,H,12224,100,12224,1,0
C,H,H,8442,100,8442,1,0
D,H,H,1512,100,1512,1,0
E,H,H,8659,100,8659,1,0
F,H,H,12085,100,12085,1,0
G,H,H,8052,100,8052,1,0
A,B,A,8750,100,8750,1,0
A,C,A,11248,100,11248,1,0
A,D,A,8372,100,8372,1,0
A,E,A,1491,100,1491,1,0
A,F,A,8936,100,8936,1,0
A,G,A,11123,100,11123,1,0
A,H,A,8512,100,8512,1,0
A,B,B,8832,100,8832,1,0
B,C,B,7717,100,7717,1,0
B,D,B,12143,100,12143,1,0
B,E,B,8706,100,8706,1,0
B,F,B,1226,100,1226,1,0
B,G,B,7805,100,7805,1,0
B,H,B,12296,100,12296,1,0
A,C,C,11268,100,11268,1,0
B,C,C,7694,100,7694,1,0
C,D,C,8277,100,8277,1,0
C,E,C,11445,100,11445,1,0
C,F,C,7747,100,7747,1,0
C,G,C,1393,100,1393,1,0
C,H,C,8393,100,8393,1,0
A,D,D,8355,100,8355,1,0
B,D,D,12172,100,12172,1,0
C,D,D,8303,100,8303,1,0
D,E,D,8776,100,8776,1,0
D,F,D,12209,100,12209,1,0
D,G,D,8232,100,8232,1,0
D,H,D,1489,100,1489,1,0
A,E,E,1538,100,1538,1,0
B,E,E,8735,100,8735,1,0
C,E,E,11449,100,11449,1,0
D,E,E,8813,100,8813,1,0
E,F,E,8596,100,8596,1,0
E,G,E,11145,100,11145,1,0
E,H,E,8679,100,8679,1,0
A,F,F,8843,100,8843,1,0
B,F,F,1242,100,1242,1,0
C,F,F,7750,100,7750,1,0
D,F,F,12214,100,12214,1,0
E,F,F,8590,100,8590,1,0
F,G,F,7602,100,7602,1,0
F,H,F,12058,100,12058,1,0
A,G,G,11170,100,11170,1,0
B,G,G,7779,100,7779,1,0
C,G,G,1450,100,1450,1,0
D,G,G,8211,100,8211,1,0
E,G,G,11135,100,11135,1,0
F,G,G,7611,100,7611,1,0
G,H,G,8099,100,8099,1,0
A,H,H,8511,100,8511,1,0
B,H,H,12263,100,12263,1,0
C,H,H,8369,100,8369,1,0
D,H,H,1471,100,1471,1,0
E,H,H,8676,100,8676,1,0
F,H,H,12051,100,12051,1,0
G,H,H,8054,100,8054,1,0
A,B,A,8793,100,8793,1,0
A,C,A,11323,100,11323,1,0
A,D,A,8393,100,8393,1,0
A,E,A,1496,100,1496,1,0
A,F,A,8877,100,8877,1,0
A,G,A,11179,100,11179,1,0
A,H,A,8487,100,8487,1,0
A,B,B,8801,100,8801,1,0
B,C,B,7720,100,7720,1,0
B,D,B,12206,100,12206,1,0
B,E,B,8743,100,8743,1,0
