method,tag_method,layout,keep_k,repeat,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T2_CUDA_REPLAY,T2,v3-lite,8,0,34,38457,13.46840379081131,22.800929950947186,80.54953988035115,547.6547291411152,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,0,34,40811,20.772100277052427,33.99782636277308,106.14391671820528,547.6032853802042,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,1,34,40811,21.26250573297614,39.05433346904496,103.53873546021457,547.0473158328439,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,2,34,40811,20.670620263850484,36.72495383242985,102.14051763613348,546.8717271814992,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,3,34,40811,21.484509778401765,34.684080589849174,103.4880367945855,547.9882694358239,23.5
T2_CUDA_REPLAY,T2,v3-lite,7,4,34,40811,20.693423154994193,35.80494643012086,104.62119611417441,549.1980922679661,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,5,34,40811,20.793335100763414,35.905685155042974,103.86913589006386,546.5487684082818,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,6,34,40811,21.418866872041818,34.966036678474666,102.2846950627373,546.5701232036937,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,7,34,40811,20.026292447019664,35.296401956502365,102.30646144781974,548.4005526223091,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,8,34,40811,21.8436400476521,34.96155712095553,104.01810202026962,547.2377965711744,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,9,34,40811,20.67232949876935,35.51960381683361,102.03021920562719,548.1186336999402,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,10,34,40811,21.15868190379416,36.330808215266785,102.0793155779354,546.6700227247936,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,11,34,40811,20.017369258186253,36.14840747159541,102.11089906180499,548.187557547559,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,12,34,40811,21.41708453438695,34.81623376327403,105.07095005242073,546.3885971902521,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,13,34,40811,20.044256608685693,35.84350080091967,102.2252843376891,548.0938416461322,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,14,34,40811,22.027714822534556,33.867151611291796,104.19437034425079,549.7249891444419,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,15,34,40811,20.08650930953563,35.95508565953987,102.46216633938957,547.8540179663647,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,16,34,40811,19.876327550559147,34.65060774595188,102.20420862757,546.4804397647733,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,17,34,40811,20.661951287457754,36.748323279373544,104.66905362569187,547.3117009133709,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,18,34,40811,20.855353909857318,35.105265954244715,102.40846439350256,547.2737213302449,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,19,34,40811,20.184781998126436,33.66190138598658,104.10273501516309,547.6353509695983,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,20,34,40811,20.850249179516187,36.562855913236554,102.86687108320726,546.6872005230543,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,21,34,40811,21.12193548118431,33.933874832642914,103.92311493575377,548.6332290098183,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,22,34,40811,21.33186303993385,35.5133283906204,103.95175605108066,548.6597633797902,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,23,34,40811,22.610721119390856,37.56786857896451,103.88825125667472,547.2929917214046,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,24,34,40811,21.744328936320876,34.97276369542607,104.62151454883538,546.1958517113028,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,25,34,40811,21.223639271338353,36.020625097096925,104.9191998543584,545.9925317400566,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,26,34,40811,19.808343319496174,34.55649794111701,103.60784550535917,548.9763167693427,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,27,34,40811,20.72820641346915,32.57595451274463,104.12397328862573,549.1570008788317,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,28,34,40811,20.918634025487375,34.61994221940155,102.47086604735573,548.6522049652285,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,29,34,40811,21.301574729404486,37.26509985197572,104.57293169074164,547.0211244495954,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,30,34,40811,20.141096109224634,34.61428876091777,102.08900187590228,546.8283137542046,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,31,34,40811,21.470105985781544,34.16835756045472,102.60157549875547,546.5326363746052,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,32,34,40811,20.936853154875067,34.431928202724556,102.47481712499412,549.6005900883426,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,33,34,40811,21.063338852488233,34.539395186726566,102.60150830263461,548.6546920250655,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,34,34,40811,21.12988379060593,34.6991281832195,102.07691654113282,547.0887363051562,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,35,34,40811,21.314250833293585,34.405071416593934,102.56107787922161,548.993438560603,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,36,34,40811,19.91309439826557,33.53142390644895,106.1966279342977,548.6066212511155,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,37,34,40811,21.40549994882697,35.40961731421412,103.5885536602901,549.9730180198292,23.0
