sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
4351,,BSF66F,,cal_static,4,success,100,4,4,15972716,15973669,0
4352,,BSF66F,,cal_static,4,pending,93,4,4,0,0,0
4353,,BSF66F,,cal_static,4,success,100,4,4,13974191,13975100,0
4354,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
4355,,BSF66F,,cal_static,4,success,100,4,4,3255548,3256577,0
4356,,BSF66F,,cal_static,4,pending,91,4,3,0,0,0
4357,,BSF66F,,cal_static,4,success,100,4,4,141251,142466,0
4358,,BSF66F,,cal_static,4,pending,92,4,4,0,0,0
4359,,BSF66F,,cal_static,4,success,100,4,4,6115460,6116431,0
4360,,BSF66F,,cal_static,4,pending,93,4,4,0,0,0
4361,,BSF66F,,cal_static,4,success,100,4,4,13128702,13129702,0
4362,,BSF66F,,cal_static,4,pending,91,4,3,0,0,0
4363,,BSF66F,,cal_static,4,success,100,4,4,24434891,24435798,0
4364,,BSF66F,,cal_static,4,pending,92,4,4,0,0,0
4365,,BSF66F,,cal_static,4,success,100,4,4,12371672,12372620,0
4366,,BSF66F,,cal_static,4,pending,93,4,4,0,0,0
1620,,BSDC91,,cal_roto,5,pending,92,4,2,0,0,0
1621,,BSDC91,,cal_roto,5,success,93,4,4,137,220,0
4401,,BS2DCE,,cal_roto,5,success,100,4,4,101,151,0
4367,,BSF66F,,cal_static,4,success,100,4,4,35028789,35029705,0
1622,,BSDC91,,cal_roto,5,success,93,4,4,44,68,0
4368,,BSF66F,,cal_static,4,pending,93,4,4,0,0,0
4402,,BS2DCE,,cal_roto,5,success,100,4,4,54,81,0
1623,,BSDC91,,cal_roto,5,success,94,4,4,1,1,0
4403,,BS2DCE,,cal_roto,5,success,100,4,4,43,64,0
4369,,BSF66F,,cal_static,4,success,100,4,4,22302301,22303216,0
1624,,BSDC91,,cal_roto,5,success,94,4,4,144,192,0
4404,,BS2DCE,,cal_roto,5,success,100,4,4,80,123,0
1625,,BSDC91,,cal_roto,5,success,94,4,4,15,19,0
4370,,BSF66F,,cal_static,4,pending,94,4,4,0,0,0
4405,,BS2DCE,,cal_roto,5,success,100,4,4,108,164,0
1626,,BSDC91,,cal_roto,5,success,95,4,4,47,58,0
4406,,BS2DCE,,cal_roto,5,success,100,4,4,136,203,0
4371,,BSF66F,,cal_static,4,success,100,4,4,31706970,31707877,0
1627,,BSDC91,,cal_roto,5,success,95,4,4,66,89,0
4372,,BSF66F,,cal_static,4,pending,94,4,4,0,0,0
4407,,BS2DCE,,cal_roto,5,success,100,4,4,117,168,0
1628,,BSDC91,,cal_roto,5,success,95,4,4,145,229,0
4408,,BS2DCE,,cal_roto,5,success,100,4,4,109,166,0
4373,,BSF66F,,cal_static,4,success,100,4,4,18402971,18403898,0
1629,,BSDC91,,cal_roto,5,success,95,4,4,174,262,0
4374,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
4409,,BS2DCE,,cal_roto,5,success,100,4,4,146,226,0
1630,,BSDC91,,cal_roto,5,success,95,4,4,96,145,0
4410,,BS2DCE,,cal_roto,5,success,100,4,4,163,231,0
4375,,BSF66F,,cal_static,4,success,100,4,4,10934474,10935421,0
1631,,BSDC91,,cal_roto,5,success,96,4,4,86,121,0
4376,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
4411,,BS2DCE,,cal_roto,5,success,100,4,4,157,242,0
1632,,BSDC91,,cal_roto,5,success,96,4,4,46,67,0
4412,,BS2DCE,,cal_roto,5,pending,98,4,3,0,0,0
1633,,BSDC91,,cal_roto,5,success,96,4,4,72,110,0
4413,,BS2DCE,,cal_roto,5,success,100,4,4,42,46,0
4414,,BS2DCE,,cal_roto,5,success,100,4,4,107,123,0
4377,,BSF66F,,cal_static,4,success,100,4,4,765811,766867,0
1634,,BSDC91,,cal_roto,5,success,96,4,4,74,115,0
4415,,BS2DCE,,cal_roto,5,success,100,4,4,79,93,0
4378,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
1635,,BSDC91,,cal_roto,5,success,96,4,4,99,151,0
4416,,BS2DCE,,cal_roto,5,success,100,4,4,86,104,0
4379,,BSF66F,,cal_static,4,success,100,4,4,17429196,17430125,0
1636,,BSDC91,,cal_roto,5,success,96,4,4,169,254,0
4380,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
4417,,BS2DCE,,cal_roto,5,success,100,4,4,65,77,0
1637,,BSDC91,,cal_roto,5,success,96,4,4,64,85,0
4418,,BS2DCE,,cal_roto,5,success,100,4,4,21,24,0
4381,,BSF66F,,cal_static,4,success,100,4,4,7124,8212,0
1638,,BSDC91,,cal_roto,5,success,96,4,4,60,95,0
4419,,BS2DCE,,cal_roto,5,success,100,4,4,230,265,0
4382,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
1639,,BSDC91,,cal_roto,5,success,98,4,4,121,196,0
4383,,BSF66F,,cal_static,4,success,100,4,4,33564667,33565572,0
4420,,BS2DCE,,cal_roto,5,pending,99,4,3,0,0,0
4421,,BS2DCE,,cal_roto,5,success,99,4,4,53,61,0
1640,,BSDC91,,cal_roto,5,success,98,4,4,142,225,0
4384,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
4422,,BS2DCE,,cal_roto,5,success,99,4,4,13,14,0
