a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,2276,100,2276,1,0
A,C,A,3611,100,3611,1,0
A,D,A,4173,100,4173,1,0
A,E,A,1432,100,1432,1,0
A,F,A,2713,100,2713,1,0
A,G,A,3862,100,3862,1,0
A,H,A,4183,100,4183,1,0
A,B,B,2286,100,2286,1,0
B,C,B,1499,100,1499,1,0
B,D,B,2436,100,2436,1,0
B,E,B,2599,100,2599,1,0
B,F,B,1369,100,1369,1,0
B,G,B,2139,100,2139,1,0
B,H,B,2723,100,2723,1,0
A,C,C,3683,100,3683,1,0
B,C,C,1474,100,1474,1,0
C,D,C,2629,100,2629,1,0
C,E,C,3815,100,3815,1,0
C,F,C,1959,100,1959,1,0
C,G,C,1652,100,1652,1,0
C,H,C,2993,100,2993,1,0
A,D,D,4170,100,4170,1,0
B,D,D,2436,100,2436,1,0
C,D,D,2606,100,2606,1,0
D,E,D,4191,100,4191,1,0
D,F,D,2656,100,2656,1,0
D,G,D,3072,100,3072,1,0
D,H,D,1287,100,1287,1,0
A,E,E,1470,100,1470,1,0
B,E,E,2619,100,2619,1,0
C,E,E,3795,100,3795,1,0
D,E,E,4183,100,4183,1,0
E,F,E,2156,100,2156,1,0
E,G,E,3409,100,3409,1,0
E,H,E,3809,100,3809,1,0
A,F,F,2669,100,2669,1,0
B,F,F,1362,100,1362,1,0
C,F,F,1941,100,1941,1,0
D,F,F,2686,100,2686,1,0
E,F,F,2193,100,2193,1,0
F,G,F,1338,100,1338,1,0
F,H,F,2263,100,2263,1,0
A,G,G,3785,100,3785,1,0
B,G,G,2159,100,2159,1,0
C,G,G,1618,100,1618,1,0
D,G,G,3068,100,3068,1,0
E,G,G,3374,100,3374,1,0
F,G,G,1346,100,1346,1,0
G,H,G,2619,100,2619,1,0
A,H,H,4218,100,4218,1,0
B,H,H,2748,100,2748,1,0
C,H,H,2988,100,2988,1,0
D,H,H,1401,100,1401,1,0
E,H,H,3811,100,3811,1,0
F,H,H,2237,100,2237,1,0
G,H,H,2622,100,2622,1,0
A,B,A,2242,100,2242,1,0
A,C,A,3668,100,3668,1,0
