sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
24056,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
24057,,BSF66F,,cal_static,4,success,100,4,4,32500009,32500997,0
24058,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
24059,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
24060,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
24061,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
24062,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
24063,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
24064,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
24065,,BSF66F,,cal_static,4,pending,97,4,3,0,0,0
24066,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
24067,,BSF66F,,cal_static,4,pending,95,4,3,0,0,0
24068,,BSF66F,,cal_static,4,pending,97,4,3,0,0,0
24069,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
24070,,BSF66F,,cal_static,4,pending,95,4,3,0,0,0
24071,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
24072,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
24073,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
24074,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
24075,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
24076,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
24077,,BSF66F,,cal_static,4,success,96,4,4,12166348,12167321,0
24078,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
24079,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
24080,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
24081,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
24082,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
24083,,BSF66F,,cal_static,4,success,97,4,4,9961516,9962494,0
24084,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
24085,,BSF66F,,cal_static,4,success,97,4,4,4873574,4874625,0
24086,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
24087,,BSF66F,,cal_static,4,success,97,4,4,920224,921328,0
24088,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
24089,,BSF66F,,cal_static,4,success,97,4,4,351480,352587,0
24090,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
24091,,BSF66F,,cal_static,4,success,97,4,4,2217904,2218921,0
24092,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
24093,,BSF66F,,cal_static,4,pending,96,4,3,0,0,0
24094,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
24095,,BSF66F,,cal_static,4,pending,95,4,3,0,0,0
24096,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
24097,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
24098,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
24099,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
