a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,3759,100,3759,1,0
A,C,A,3696,100,3696,1,0
A,D,A,3443,100,3443,1,0
A,E,A,1356,100,1356,1,0
A,F,A,4045,100,4045,1,0
A,G,A,4095,100,4095,1,0
A,H,A,3544,100,3544,1,0
A,B,B,3758,100,3758,1,0
B,C,B,3442,100,3442,1,0
B,D,B,5766,100,5766,1,0
B,E,B,4264,100,4264,1,0
B,F,B,1206,100,1206,1,0
B,G,B,3892,100,3892,1,0
B,H,B,5852,100,5852,1,0
A,C,C,3721,100,3721,1,0
B,C,C,3514,100,3514,1,0
C,D,C,3051,100,3051,1,0
C,E,C,4197,100,4197,1,0
C,F,C,3717,100,3717,1,0
C,G,C,1281,100,1281,1,0
C,H,C,3315,100,3315,1,0
A,D,D,3463,100,3463,1,0
B,D,D,5740,100,5740,1,0
C,D,D,3078,100,3078,1,0
D,E,D,3786,100,3786,1,0
D,F,D,5958,100,5958,1,0
D,G,D,3226,100,3226,1,0
D,H,D,1249,100,1249,1,0
A,E,E,1340,100,1340,1,0
B,E,E,4246,100,4246,1,0
C,E,E,4195,100,4195,1,0
D,E,E,3729,100,3729,1,0
E,F,E,4146,100,4146,1,0
E,G,E,4086,100,4086,1,0
E,H,E,3373,100,3373,1,0
A,F,F,4042,100,4042,1,0
B,F,F,1252,100,1252,1,0
C,F,F,3705,100,3705,1,0
D,F,F,5941,100,5941,1,0
E,F,F,4150,100,4150,1,0
F,G,F,3784,100,3784,1,0
F,H,F,5788,100,5788,1,0
A,G,G,4025,100,4025,1,0
B,G,G,3865,100,3865,1,0
C,G,G,1255,100,1255,1,0
D,G,G,3247,100,3247,1,0
E,G,G,4082,100,4082,1,0
F,G,G,3740,100,3740,1,0
G,H,G,3014,100,3014,1,0
A,H,H,3548,100,3548,1,0
B,H,H,5808,100,5808,1,0
C,H,H,3302,100,3302,1,0
D,H,H,1273,100,1273,1,0
E,H,H,3390,100,3390,1,0
F,H,H,5782,100,5782,1,0
G,H,H,2991,100,2991,1,0
A,B,A,3796,100,3796,1,0
A,C,A,3752,100,3752,1,0
A,D,A,3443,100,3443,1,0
A,E,A,1370,100,1370,1,0
A,F,A,4036,100,4036,1,0
A,G,A,4088,100,4088,1,0
A,H,A,3557,100,3557,1,0
A,B,B,3749,100,3749,1,0
B,C,B,3466,100,3466,1,0
B,D,B,5721,100,5721,1,0
B,E,B,4287,100,4287,1,0
B,F,B,1158,100,1158,1,0
B,G,B,3940,100,3940,1,0
B,H,B,5794,100,5794,1,0
A,C,C,3713,100,3713,1,0
B,C,C,3437,100,3437,1,0
C,D,C,3055,100,3055,1,0
C,E,C,4196,100,4196,1,0
C,F,C,3701,100,3701,1,0
C,G,C,1249,100,1249,1,0
C,H,C,3390,100,3390,1,0
A,D,D,3442,100,3442,1,0
B,D,D,5691,100,5691,1,0
C,D,D,3052,100,3052,1,0
D,E,D,3755,100,3755,1,0
D,F,D,5984,100,5984,1,0
D,G,D,3229,100,3229,1,0
D,H,D,1271,100,1271,1,0
A,E,E,1388,100,1388,1,0
B,E,E,4266,100,4266,1,0
C,E,E,4169,100,4169,1,0
D,E,E,3754,100,3754,1,0
E,F,E,4162,100,4162,1,0
E,G,E,4091,100,4091,1,0
E,H,E,3385,100,3385,1,0
A,F,F,3993,100,3993,1,0
B,F,F,1192,100,1192,1,0
C,F,F,3697,100,3697,1,0
D,F,F,5966,100,5966,1,0
E,F,F,4134,100,4134,1,0
F,G,F,3778,100,3778,1,0
F,H,F,5786,100,5786,1,0
A,G,G,4088,100,4088,1,0
B,G,G,3898,100,3898,1,0
C,G,G,1308,100,1308,1,0
D,G,G,3246,100,3246,1,0
E,G,G,4109,100,4109,1,0
F,G,G,3742,100,3742,1,0
G,H,G,3023,100,3023,1,0
A,H,H,3558,100,3558,1,0
B,H,H,5810,100,5810,1,0
C,H,H,3265,100,3265,1,0
D,H,H,1328,100,1328,1,0
E,H,H,3390,100,3390,1,0
F,H,H,5793,100,5793,1,0
G,H,H,2986,100,2986,1,0
A,B,A,3783,100,3783,1,0
A,C,A,3699,100,3699,1,0
A,D,A,3436,100,3436,1,0
A,E,A,1374,100,1374,1,0
A,F,A,4032,100,4032,1,0
A,G,A,4098,100,4098,1,0
A,H,A,3531,100,3531,1,0
A,B,B,3790,100,3790,1,0
B,C,B,3440,100,3440,1,0
B,D,B,5713,100,5713,1,0
B,E,B,4257,100,4257,1,0
B,F,B,1188,100,1188,1,0
B,G,B,3900,100,3900,1,0
B,H,B,5801,100,5801,1,0
A,C,C,3694,100,3694,1,0
B,C,C,3482,100,3482,1,0
C,D,C,3122,100,3122,1,0
C,E,C,4185,100,4185,1,0
C,F,C,3742,100,3742,1,0
C,G,C,1240,100,1240,1,0
C,H,C,3313,100,3313,1,0
A,D,D,3462,100,3462,1,0
B,D,D,5722,100,5722,1,0
C,D,D,3058,100,3058,1,0
D,E,D,3715,100,3715,1,0
D,F,D,5979,100,5979,1,0
D,G,D,3240,100,3240,1,0
D,H,D,1286,100,1286,1,0
A,E,E,1356,100,1356,1,0
B,E,E,4285,100,4285,1,0
C,E,E,4163,100,4163,1,0
D,E,E,3779,100,3779,1,0
E,F,E,4148,100,4148,1,0
E,G,E,4129,100,4129,1,0
E,H,E,3437,100,3437,1,0
A,F,F,4024,100,4024,1,0
B,F,F,1217,100,1217,1,0
C,F,F,3718,100,3718,1,0
D,F,F,5960,100,5960,1,0
E,F,F,4140,100,4140,1,0
F,G,F,3755,100,3755,1,0
F,H,F,5767,100,5767,1,0
A,G,G,4058,100,4058,1,0
B,G,G,3893,100,3893,1,0
C,G,G,1272,100,1272,1,0
D,G,G,3231,100,3231,1,0
E,G,G,4086,100,4086,1,0
F,G,G,3788,100,3788,1,0
G,H,G,2991,100,2991,1,0
A,H,H,3607,100,3607,1,0
B,H,H,5884,100,5884,1,0
C,H,H,3330,100,3330,1,0
D,H,H,1323,100,1323,1,0
E,H,H,3412,100,3412,1,0
F,H,H,5775,100,5775,1,0
G,H,H,3020,100,3020,1,0
A,B,A,3798,100,3798,1,0
A,C,A,3750,100,3750,1,0
A,D,A,3451,100,3451,1,0
A,E,A,1338,100,1338,1,0
A,F,A,4036,100,4036,1,0
A,G,A,4066,100,4066,1,0
A,H,A,3563,100,3563,1,0
A,B,B,3750,100,3750,1,0
B,C,B,3448,100,3448,1,0
B,D,B,5755,100,5755,1,0
B,E,B,4265,100,4265,1,0
B,F,B,1202,100,1202,1,0
B,G,B,3914,100,3914,1,0
B,H,B,5877,100,5877,1,0
A,C,C,3715,100,3715,1,0
B,C,C,3422,100,3422,1,0
C,D,C,3104,100,3104,1,0
C,E,C,4188,100,4188,1,0
C,F,C,3735,100,3735,1,0
C,G,C,1286,100,1286,1,0
C,H,C,3316,100,3316,1,0
A,D,D,3484,100,3484,1,0
B,D,D,5773,100,5773,1,0
C,D,D,3125,100,3125,1,0
D,E,D,3775,100,3775,1,0
D,F,D,5934,100,5934,1,0
D,G,D,3234,100,3234,1,0
D,H,D,1298,100,1298,1,0
A,E,E,1330,100,1330,1,0
B,E,E,4240,100,4240,1,0
C,E,E,4197,100,4197,1,0
D,E,E,3709,100,3709,1,0
E,F,E,4161,100,4161,1,0
E,G,E,4088,100,4088,1,0
E,H,E,3371,100,3371,1,0
A,F,F,4033,100,4033,1,0
B,F,F,1181,100,1181,1,0
C,F,F,3712,100,3712,1,0
D,F,F,5990,100,5990,1,0
E,F,F,4138,100,4138,1,0
F,G,F,3779,100,3779,1,0
F,H,F,5826,100,5826,1,0
A,G,G,4051,100,4051,1,0
B,G,G,3873,100,3873,1,0
C,G,G,1298,100,1298,1,0
D,G,G,3244,100,3244,1,0
E,G,G,4075,100,4075,1,0
F,G,G,3774,100,3774,1,0
G,H,G,2978,100,2978,1,0
A,H,H,3545,100,3545,1,0
B,H,H,5858,100,5858,1,0
C,H,H,3303,100,3303,1,0
D,H,H,1320,100,1320,1,0
E,H,H,3354,100,3354,1,0
F,H,H,5782,100,5782,1,0
G,H,H,2990,100,2990,1,0
A,B,A,3749,100,3749,1,0
A,C,A,3697,100,3697,1,0
A,D,A,3479,100,3479,1,0
A,E,A,1318,100,1318,1,0
A,F,A,4004,100,4004,1,0
A,G,A,4036,100,4036,1,0
A,H,A,3581,100,3581,1,0
A,B,B,3758,100,3758,1,0
B,C,B,3434,100,3434,1,0
B,D,B,5694,100,5694,1,0
B,E,B,4258,100,4258,1,0
B,F,B,1184,100,1184,1,0
B,G,B,3896,100,3896,1,0
B,H,B,5877,100,5877,1,0
A,C,C,3728,100,3728,1,0
B,C,C,3436,100,3436,1,0
C,D,C,3050,100,3050,1,0
C,E,C,4206,100,4206,1,0
C,F,C,3720,100,3720,1,0
C,G,C,1290,100,1290,1,0
C,H,C,3295,100,3295,1,0
A,D,D,3435,100,3435,1,0
B,D,D,5745,100,5745,1,0
C,D,D,3076,100,3076,1,0
D,E,D,3779,100,3779,1,0
D,F,D,5961,100,5961,1,0
D,G,D,3254,100,3254,1,0
D,H,D,1319,100,1319,1,0
A,E,E,1352,100,1352,1,0
B,E,E,4198,100,4198,1,0
C,E,E,4194,100,4194,1,0
D,E,E,3754,100,3754,1,0
E,F,E,4157,100,4157,1,0
E,G,E,4062,100,4062,1,0
E,H,E,3431,100,3431,1,0
A,F,F,4021,100,4021,1,0
B,F,F,1205,100,1205,1,0
C,F,F,3719,100,3719,1,0
