method,tag_method,layout,keep_k,repeat,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm
T1_CUDA_REPLAY,T1,v3-lite,8,0,24,26564,21.83518886566162,24.95224094390869,43.57012367248535,58.56135940551758,85.76604957580565,86.40637969970703,169.5644992828369
T1_CUDA_REPLAY,T1,v3-lite,7,0,24,28818,33.21986961364746,38.813398361206055,76.98856353759766,93.06725692749023,157.4967063903808,83.51030349731445,162.87450408935547
T1_CUDA_REPLAY,T1,v3-lite,7,1,24,28818,33.09646415710449,39.197349548339844,76.17377853393555,92.60194396972656,158.6067001342773,82.86188888549805,162.0096435546875
T1_CUDA_REPLAY,T1,v3-lite,7,2,24,28818,33.12010669708252,38.33159828186035,76.64079666137695,92.35116195678711,157.32023925781246,83.9302749633789,162.46034240722656
T1_CUDA_REPLAY,T1,v3-lite,7,3,24,28818,32.53459072113037,38.90548515319824,74.72681427001953,92.54568099975586,156.6609497070312,83.60152435302734,164.50647735595703
T1_CUDA_REPLAY,T1,v3-lite,7,4,24,28818,32.382025718688965,38.608163833618164,76.48262023925781,92.10441970825195,156.51140289306636,83.5919075012207,164.09276580810547
T1_CUDA_REPLAY,T1,v3-lite,7,5,24,28818,33.515390396118164,38.46858215332031,75.39148712158203,94.10937881469727,155.74201660156245,83.28486251831055,162.2647476196289
T1_CUDA_REPLAY,T1,v3-lite,7,6,24,28818,32.45804691314697,38.112958908081055,75.98807144165039,93.87803268432617,158.98179168701168,82.97808837890625,163.9649887084961
T1_CUDA_REPLAY,T1,v3-lite,7,7,24,28818,33.09758377075195,38.329559326171875,77.45544052124023,92.24266815185547,157.27696228027338,83.59438705444336,159.91580200195312
T1_CUDA_REPLAY,T1,v3-lite,7,8,24,28818,33.39717483520508,38.7286262512207,76.81453704833984,92.60648727416992,157.8253784179687,83.5683479309082,159.12561798095703
T1_CUDA_REPLAY,T1,v3-lite,7,9,24,28818,33.14979839324951,38.42866325378418,78.22294616699219,93.99718475341797,157.99924774169915,83.67791748046875,161.1926498413086
T1_CUDA_REPLAY,T1,v3-lite,7,10,24,28818,32.864848136901855,38.42011070251465,75.11946868896484,93.19461441040039,161.17492599487298,83.5352668762207,159.20594787597656
T1_CUDA_REPLAY,T1,v3-lite,7,11,24,28818,32.729827880859375,39.183889389038086,76.507080078125,94.05240631103516,154.2255592346191,83.84054946899414,162.9058380126953
T1_CUDA_REPLAY,T1,v3-lite,7,12,24,28818,33.679405212402344,38.94016456604004,76.91785430908203,92.3680534362793,159.09440307617183,83.63801574707031,163.7005615234375
T1_CUDA_REPLAY,T1,v3-lite,7,13,24,28818,32.98605823516846,39.16718673706055,75.96858978271484,94.02193069458008,157.3867370605468,83.21574401855469,161.94407653808594
T1_CUDA_REPLAY,T1,v3-lite,7,14,24,28818,33.16576290130615,39.046979904174805,74.38338470458984,91.70740509033203,157.2973022460937,83.0997200012207,159.47181701660156
T1_CUDA_REPLAY,T1,v3-lite,7,15,24,28818,33.589921951293945,38.08438301086426,76.3395881652832,93.69247817993164,158.23176956176752,84.02914428710938,162.6001968383789
T1_CUDA_REPLAY,T1,v3-lite,7,16,24,28818,32.42970657348633,39.10113525390625,76.24015045166016,90.69180297851562,157.50473022460932,83.86281967163086,163.78044891357422
T1_CUDA_REPLAY,T1,v3-lite,7,17,24,28818,33.334744453430176,38.64406967163086,77.01210403442383,94.26863098144531,159.59774475097652,84.1548843383789,161.30130004882812
T1_CUDA_REPLAY,T1,v3-lite,7,18,24,28818,33.15571117401123,38.43495750427246,75.27675247192383,91.56963729858398,156.77497787475582,83.478515625,162.23728942871094
T1_CUDA_REPLAY,T1,v3-lite,7,19,24,28818,33.5119686126709,38.249114990234375,76.79972457885742,94.0150146484375,157.37683105468744,84.22843933105469,163.00418090820312
T1_CUDA_REPLAY,T1,v3-lite,7,20,24,28818,33.595032691955566,38.9561824798584,76.25431823730469,93.15654754638672,160.10219268798824,83.58258438110352,162.8501434326172
T1_CUDA_REPLAY,T1,v3-lite,7,21,24,28818,32.6856803894043,38.852556228637695,75.46635055541992,93.70824813842773,159.4313987731933,83.85369110107422,162.9610824584961
T1_CUDA_REPLAY,T1,v3-lite,7,22,24,28818,32.3659610748291,38.33405113220215,76.65478897094727,94.64947891235352,156.83622360229487,83.52493286132812,164.654052734375
T1_CUDA_REPLAY,T1,v3-lite,7,23,24,28818,32.64103031158447,37.93313407897949,76.0658187866211,91.95132064819336,159.25791625976558,83.03313827514648,157.3798828125
T1_CUDA_REPLAY,T1,v3-lite,7,24,24,28818,32.71872329711914,38.27374267578125,75.58221435546875,91.70901489257812,157.2435180664062,83.81941986083984,158.24757385253906
T1_CUDA_REPLAY,T1,v3-lite,7,25,24,28818,32.84053039550781,38.944074630737305,74.75516128540039,92.80589294433594,158.45182342529293,83.58129119873047,162.44535064697266
T1_CUDA_REPLAY,T1,v3-lite,7,26,24,28818,32.30458927154541,38.22049903869629,74.88177871704102,91.95331954956055,156.0473739624023,83.44610595703125,163.31844329833984
T1_CUDA_REPLAY,T1,v3-lite,7,27,24,28818,33.62921714782715,38.347557067871094,76.68865585327148,94.93739318847656,156.93446502685543,83.88824081420898,162.07854461669922
T1_CUDA_REPLAY,T1,v3-lite,7,28,24,28818,33.19776153564453,38.80915641784668,75.4480972290039,92.61410903930664,156.46660842895503,83.53630447387695,162.0612564086914
T1_CUDA_REPLAY,T1,v3-lite,7,29,24,28818,33.608826637268066,38.81833839416504,76.07329559326172,93.01681518554688,160.04636535644525,83.87333297729492,162.02916717529297
T1_CUDA_REPLAY,T1,v3-lite,7,30,24,28818,33.47678470611572,39.72629928588867,75.20502853393555,93.25619888305664,157.1443252563476,83.09049987792969,163.68993377685547
T1_CUDA_REPLAY,T1,v3-lite,7,31,24,28818,33.58493614196777,39.15078353881836,76.31110000610352,91.7171630859375,159.44063034057612,83.66695785522461,162.87400817871094
T1_CUDA_REPLAY,T1,v3-lite,7,32,24,28818,32.82385063171387,38.519866943359375,76.12011337280273,93.7537727355957,158.40918960571284,83.06412506103516,162.41094207763672
T1_CUDA_REPLAY,T1,v3-lite,7,33,24,28818,32.62845230102539,39.00929069519043,75.87181854248047,92.66159439086914,159.84031677246088,82.9651107788086,162.3715362548828
T1_CUDA_REPLAY,T1,v3-lite,7,34,24,28818,33.06137943267822,38.789316177368164,75.66488647460938,93.92000579833984,158.34407119750972,83.56598281860352,162.42616271972656
T1_CUDA_REPLAY,T1,v3-lite,7,35,24,28818,32.89053821563721,38.617103576660156,76.35722351074219,91.93415069580078,155.56114349365228,83.74786376953125,161.07406616210938
T1_CUDA_REPLAY,T1,v3-lite,7,36,24,28818,33.15642070770264,38.29113960266113,76.22833251953125,93.86652755737305,160.160179901123,84.01348114013672,160.1121063232422
T1_CUDA_REPLAY,T1,v3-lite,7,37,24,28818,33.058897972106934,38.23460006713867,75.6379165649414,92.77087020874023,161.04822769165034,83.35367584228516,162.25599670410156
T1_CUDA_REPLAY,T1,v3-lite,7,38,24,28818,32.62095832824707,39.18331527709961,77.01857376098633,94.59480667114258,161.29692840576166,84.10883331298828,163.37187957763672
T1_CUDA_REPLAY,T1,v3-lite,7,39,24,28818,32.666765213012695,38.10529708862305,75.10354232788086,92.96534729003906,156.50304794311518,83.49353408813477,156.09567260742188
T1_CUDA_REPLAY,T1,v3-lite,7,40,24,28818,32.919715881347656,39.53361892700195,75.05671310424805,93.86968612670898,161.02547149658199,83.32344818115234,162.65785217285156
T1_CUDA_REPLAY,T1,v3-lite,7,41,24,28818,33.23774814605713,38.4123477935791,76.18823623657227,92.6651840209961,161.9458129882812,83.41942596435547,162.0074462890625
T1_CUDA_REPLAY,T1,v3-lite,7,42,24,28818,33.14278793334961,39.03629112243652,75.57292556762695,92.8923110961914,160.01654968261712,83.77898788452148,163.86746215820312
T1_CUDA_REPLAY,T1,v3-lite,7,43,24,28818,32.808335304260254,39.061058044433594,76.19990158081055,93.97794342041016,157.84000701904293,83.53260803222656,161.13956451416016
T1_CUDA_REPLAY,T1,v3-lite,7,44,24,28818,32.51914310455322,39.261037826538086,75.34829711914062,92.64884567260742,158.0228996276855,83.48531341552734,160.51386260986328
T1_CUDA_REPLAY,T1,v3-lite,7,45,24,28818,33.7157039642334,38.69855308532715,75.59114837646484,92.29896926879883,158.6110282897949,83.5210189819336,158.42281341552734
T1_CUDA_REPLAY,T1,v3-lite,7,46,24,28818,33.282114028930664,39.567691802978516,74.69923782348633,91.97608947753906,161.3150169372558,83.64215850830078,157.10637664794922
T1_CUDA_REPLAY,T1,v3-lite,7,47,24,28818,32.62342357635498,38.957027435302734,75.36638259887695,94.20311737060547,157.81998062133783,83.28595352172852,161.56842803955078
T1_CUDA_REPLAY,T1,v3-lite,7,48,24,28818,32.7008581161499,39.34136772155762,76.25944137573242,93.01649475097656,160.09483718872065,84.07946014404297,162.19803619384766
T1_CUDA_REPLAY,T1,v3-lite,7,49,24,28818,33.6857795715332,38.42745590209961,76.98660659790039,93.20572280883789,160.38249816894526,83.30465698242188,158.0702362060547
T1_CUDA_REPLAY,T1,v3-lite,7,50,24,28818,32.05401802062988,38.44092559814453,75.69136428833008,92.35493087768555,160.6365943908691,83.42257690429688,163.18207550048828
T1_CUDA_REPLAY,T1,v3-lite,7,51,24,28818,33.58305549621582,38.843292236328125,77.04545974731445,93.94595718383789,157.33602828979488,83.77987289428711,161.90975952148438
T1_CUDA_REPLAY,T1,v3-lite,7,52,24,28818,33.058311462402344,38.220802307128906,75.5757064819336,94.04068374633789,162.03359985351557,83.83853530883789,163.3443603515625
T1_CUDA_REPLAY,T1,v3-lite,7,53,24,28818,32.62775802612305,38.95363235473633,74.53007507324219,92.35881423950195,157.71309967041012,83.69306945800781,165.44647216796875
T1_CUDA_REPLAY,T1,v3-lite,7,54,24,28818,33.03776454925537,39.256303787231445,75.80563735961914,92.83360290527344,159.54333267211908,83.21045684814453,163.05181121826172
T1_CUDA_REPLAY,T1,v3-lite,7,55,24,28818,33.25835132598877,38.64886283874512,76.2800178527832,92.4552001953125,160.58927078247066,83.13354110717773,163.08533477783203
T1_CUDA_REPLAY,T1,v3-lite,7,56,24,28818,32.55539321899414,39.17961311340332,75.63456726074219,91.82115936279297,156.38657989501948,83.89540481567383,164.6906280517578
T1_CUDA_REPLAY,T1,v3-lite,7,57,24,28818,33.43911075592041,38.92878341674805,76.48008728027344,92.50772476196289,158.3104873657226,83.41777801513672,162.85284423828125
T1_CUDA_REPLAY,T1,v3-lite,7,58,24,28818,32.57473278045654,38.77342987060547,76.5357780456543,93.43955993652344,157.57124328613276,83.54266357421875,159.51671600341797
T1_CUDA_REPLAY,T1,v3-lite,7,59,24,28818,32.939842224121094,39.88800811767578,75.70343399047852,93.5937728881836,159.52458038330073,83.72575759887695,161.74921417236328
T1_CUDA_REPLAY,T1,v3-lite,7,60,24,28818,33.112196922302246,39.68873977661133,76.33516693115234,95.45164489746094,159.05600357055658,83.87854385375977,164.04375457763672
T1_CUDA_REPLAY,T1,v3-lite,7,61,24,28818,32.89718437194824,39.064849853515625,75.43130111694336,94.49795913696289,155.65742721557612,83.61368942260742,161.15912628173828
T1_CUDA_REPLAY,T1,v3-lite,7,62,24,28818,33.03332042694092,37.55060577392578,74.41070938110352,92.63374328613281,158.080435180664,83.51012802124023,160.3573455810547
T1_CUDA_REPLAY,T1,v3-lite,7,63,24,28818,32.73711109161377,38.39727973937988,76.71102523803711,93.93953704833984,158.97398376464838,83.77181625366211,161.16568756103516
T1_CUDA_REPLAY,T1,v3-lite,7,64,24,28818,32.730319023132324,38.786346435546875,75.93733596801758,94.5875244140625,160.48871612548822,83.69247817993164,163.95153045654297
T1_CUDA_REPLAY,T1,v3-lite,7,65,24,28818,32.491644859313965,38.36120414733887,77.28013610839844,94.40065383911133,156.81075210571285,83.9602279663086,161.65904998779297
T1_CUDA_REPLAY,T1,v3-lite,7,66,24,28818,33.0747127532959,39.36289596557617,75.24128723144531,92.20126342773438,155.2794395446777,83.54537963867188,161.10596466064453
T1_CUDA_REPLAY,T1,v3-lite,7,67,24,28818,31.59474468231201,38.96969413757324,74.67132949829102,90.44482040405273,158.96722030639643,83.33668899536133,164.46724700927734
T1_CUDA_REPLAY,T1,v3-lite,7,68,24,28818,33.307236671447754,39.29575538635254,75.69694900512695,92.77526092529297,158.61673202514643,83.8730583190918,162.66616821289062
T1_CUDA_REPLAY,T1,v3-lite,7,69,24,28818,33.440195083618164,39.03147506713867,77.15444946289062,93.9407844543457,158.80124664306635,83.39385986328125,161.17325592041016
T1_CUDA_REPLAY,T1,v3-lite,7,70,24,28818,32.72581768035889,39.1705379486084,76.57055282592773,94.32918167114258,158.28239746093746,83.99166107177734,162.68402862548828
T1_CUDA_REPLAY,T1,v3-lite,7,71,24,28818,33.198288917541504,39.091468811035156,75.45963668823242,92.95134353637695,158.10287628173822,83.68484497070312,162.24940490722656
T1_CUDA_REPLAY,T1,v3-lite,7,72,24,28818,33.22376346588135,38.68462371826172,77.22359085083008,94.78105926513672,156.78610687255855,83.48920822143555,159.0672607421875
T1_CUDA_REPLAY,T1,v3-lite,7,73,24,28818,33.25707244873047,38.942426681518555,74.59908676147461,91.62636947631836,155.64654846191402,83.13357543945312,158.42304229736328
T1_CUDA_REPLAY,T1,v3-lite,7,74,24,28818,32.805097579956055,38.43060493469238,75.27202987670898,92.55755996704102,157.916283416748,83.82613372802734,164.38237762451172
T1_CUDA_REPLAY,T1,v3-lite,7,75,24,28818,32.503543853759766,38.84726333618164,75.2981071472168,93.22342681884766,160.64547424316402,83.94194030761719,162.20503997802734
T1_CUDA_REPLAY,T1,v3-lite,7,76,24,28818,33.151695251464844,38.183237075805664,74.9367446899414,93.77492904663086,160.0380363464355,83.35389709472656,164.58028411865234
T1_CUDA_REPLAY,T1,v3-lite,7,77,24,28818,32.92206954956055,38.98531723022461,77.16628646850586,91.76660537719727,158.6531455993652,83.92852020263672,163.69495391845703
T1_CUDA_REPLAY,T1,v3-lite,7,78,24,28818,33.149681091308594,38.816741943359375,74.50929260253906,92.87954711914062,158.76333999633783,83.4384765625,161.87322998046875
T1_CUDA_REPLAY,T1,v3-lite,7,79,24,28818,33.04366397857666,39.11236763000488,76.29133987426758,93.34898376464844,158.56390991210932,83.69242095947266,153.8630599975586
T1_CUDA_REPLAY,T1,v3-lite,7,80,24,28818,33.43033695220947,39.37091255187988,75.34184646606445,92.69588088989258,158.3198707580566,83.97177505493164,161.92384338378906
T1_CUDA_REPLAY,T1,v3-lite,7,81,24,28818,32.68615436553955,38.12591743469238,75.8128776550293,93.9007339477539,159.15932312011714,83.48330688476562,158.7467803955078
T1_CUDA_REPLAY,T1,v3-lite,7,82,24,28818,32.543073654174805,38.62573432922363,76.39249801635742,92.33633041381836,154.3755149841308,83.66465759277344,163.6152801513672
T1_CUDA_REPLAY,T1,v3-lite,7,83,24,28818,32.7413854598999,38.93192672729492,75.94559478759766,92.63180541992188,158.02670135498042,83.57435989379883,160.09966278076172
T1_CUDA_REPLAY,T1,v3-lite,7,84,24,28818,32.617849349975586,38.56257247924805,77.2208251953125,93.28281784057617,158.09960784912104,83.98050308227539,155.2723617553711
T1_CUDA_REPLAY,T1,v3-lite,7,85,24,28818,33.381948471069336,38.84165000915527,75.28193283081055,92.64738845825195,158.4766189575195,84.08200454711914,162.61874389648438
T1_CUDA_REPLAY,T1,v3-lite,7,86,24,28818,33.54963684082031,38.76032638549805,76.18330764770508,93.16978454589844,158.291030883789,83.80681991577148,163.1128158569336
T1_CUDA_REPLAY,T1,v3-lite,7,87,24,28818,33.12362861633301,39.41819763183594,76.05805969238281,93.67583084106445,157.78587570190425,83.83256912231445,159.71961212158203
T1_CUDA_REPLAY,T1,v3-lite,7,88,24,28818,32.44569396972656,38.51521301269531,75.63471221923828,93.44123077392578,155.20613555908199,83.33713912963867,162.62301635742188
T1_CUDA_REPLAY,T1,v3-lite,7,89,24,28818,33.187912940979004,38.8931770324707,76.37369155883789,93.18927383422852,157.41982879638667,83.6549301147461,162.32543182373047
T1_CUDA_REPLAY,T1,v3-lite,7,90,24,28818,32.97748279571533,39.37366485595703,76.85311126708984,92.89451599121094,157.16165390014643,83.35127639770508,159.55197143554688
T1_CUDA_REPLAY,T1,v3-lite,7,91,24,28818,32.031012535095215,38.09139442443848,74.30987548828125,91.59671783447266,156.88020248413082,83.87916946411133,162.54224395751953
T1_CUDA_REPLAY,T1,v3-lite,7,92,24,28818,33.22379112243652,37.76506805419922,75.46786499023438,92.34950256347656,156.88742294311518,83.66791534423828,161.8762664794922
T1_CUDA_REPLAY,T1,v3-lite,7,93,24,28818,33.32063674926758,39.059837341308594,76.70801544189453,95.21272277832031,159.16156082153316,82.96271133422852,162.73888397216797
T1_CUDA_REPLAY,T1,v3-lite,7,94,24,28818,32.13204383850098,38.91436004638672,76.14078140258789,92.20300674438477,153.7805221557617,83.74654388427734,162.79595184326172
T1_CUDA_REPLAY,T1,v3-lite,7,95,24,28818,32.55261039733887,39.38942909240723,75.53479385375977,93.13664245605469,158.7426750183105,83.75008010864258,162.22003173828125
T1_CUDA_REPLAY,T1,v3-lite,7,96,24,28818,32.98855400085449,38.946533203125,76.20616149902344,91.58540344238281,156.45125274658199,83.02433776855469,160.8895034790039
T1_CUDA_REPLAY,T1,v3-lite,7,97,24,28818,32.93558120727539,39.02933883666992,76.24758911132812,92.87774276733398,157.68042297363277,83.13642883300781,161.1751708984375
T1_CUDA_REPLAY,T1,v3-lite,7,98,24,28818,33.80268669128418,39.37808799743652,76.5004653930664,94.53978729248047,160.06112442016595,83.24591445922852,161.46009826660156
T1_CUDA_REPLAY,T1,v3-lite,7,99,24,28818,32.747822761535645,38.92778205871582,76.31115341186523,94.0568962097168,158.49221191406247,83.99426651000977,159.08895111083984
T1_CUDA_REPLAY,T1,v3-lite,7,100,24,28818,33.45123481750488,38.68302345275879,75.715087890625,92.71959686279297,158.29848175048824,83.47069549560547,161.51526641845703
T1_CUDA_REPLAY,T1,v3-lite,7,101,24,28818,33.88940238952637,39.58269500732422,75.77764511108398,92.69721984863281,157.8662162780761,83.46615982055664,163.15447998046875
T1_CUDA_REPLAY,T1,v3-lite,7,102,24,28818,32.779343605041504,38.4245548248291,76.78975296020508,93.08671951293945,159.0107444763183,83.01019668579102,157.7380142211914
T1_CUDA_REPLAY,T1,v3-lite,7,103,24,28818,31.667784690856934,39.30838584899902,76.79946517944336,91.79956817626953,159.91635284423822,83.95579528808594,162.25363159179688
T1_CUDA_REPLAY,T1,v3-lite,7,104,24,28818,32.44152355194092,39.31909370422363,75.64566421508789,94.13257598876953,161.20699691772455,83.16378784179688,160.52582550048828
T1_CUDA_REPLAY,T1,v3-lite,7,105,24,28818,32.08949375152588,38.62503242492676,75.3520393371582,90.8463249206543,160.00466079711907,83.74531936645508,160.3686752319336
T1_CUDA_REPLAY,T1,v3-lite,7,106,24,28818,32.78188419342041,39.210832595825195,76.69124221801758,92.49762344360352,161.61788711547845,83.42761993408203,162.95221710205078
T1_CUDA_REPLAY,T1,v3-lite,7,107,24,28818,32.77321910858154,38.278656005859375,73.80036544799805,92.19730758666992,156.37465820312494,84.01913070678711,162.6571044921875
T1_CUDA_REPLAY,T1,v3-lite,7,108,24,28818,32.49626159667969,39.06300926208496,75.44719696044922,92.7312126159668,158.23634414672847,83.20240783691406,157.87805938720703
T1_CUDA_REPLAY,T1,v3-lite,7,109,24,28818,33.55182933807373,39.43359184265137,75.25641250610352,93.0288314819336,160.36009750366205,83.43579864501953,164.16175079345703
T1_CUDA_REPLAY,T1,v3-lite,7,110,24,28818,32.820075035095215,39.8317985534668,75.83991241455078,93.36853408813477,158.7959480285644,83.60113525390625,161.63495635986328
T1_CUDA_REPLAY,T1,v3-lite,7,111,24,28818,32.08198070526123,39.05413818359375,75.41033554077148,93.28241348266602,155.672280883789,83.67513656616211,158.97583770751953
T1_CUDA_REPLAY,T1,v3-lite,7,112,24,28818,33.33008289337158,39.30758857727051,75.82241439819336,93.15729141235352,157.4204040527343,82.92276382446289,163.00284576416016
T1_CUDA_REPLAY,T1,v3-lite,7,113,24,28818,32.12614917755127,38.80523109436035,75.87761688232422,92.76158905029297,156.58788604736324,84.47616958618164,160.44904327392578
T1_CUDA_REPLAY,T1,v3-lite,7,114,24,28818,33.644649505615234,38.90340042114258,76.0817985534668,92.10037612915039,160.4400886535644,84.07683181762695,162.84032440185547
