a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,1790,100,1790,1,0
A,C,A,3160,100,3160,1,0
A,D,A,4353,100,4353,1,0
A,E,A,1373,100,1373,1,0
A,F,A,2425,100,2425,1,0
A,G,A,3283,100,3283,1,0
A,H,A,4632,100,4632,1,0
A,B,B,1822,100,1822,1,0
B,C,B,2453,100,2453,1,0
B,D,B,2656,100,2656,1,0
B,E,B,2342,100,2342,1,0
B,F,B,1417,100,1417,1,0
B,G,B,2811,100,2811,1,0
B,H,B,2985,100,2985,1,0
A,C,C,3133,100,3133,1,0
B,C,C,2496,100,2496,1,0
C,D,C,4293,100,4293,1,0
C,E,C,3287,100,3287,1,0
C,F,C,3264,100,3264,1,0
C,G,C,1658,100,1658,1,0
C,H,C,4355,100,4355,1,0
A,D,D,4336,100,4336,1,0
B,D,D,2661,100,2661,1,0
C,D,D,4240,100,4240,1,0
D,E,D,4719,100,4719,1,0
D,F,D,2621,100,2621,1,0
D,G,D,4568,100,4568,1,0
D,H,D,1444,100,1444,1,0
A,E,E,1408,100,1408,1,0
B,E,E,2405,100,2405,1,0
C,E,E,3323,100,3323,1,0
D,E,E,4716,100,4716,1,0
E,F,E,2289,100,2289,1,0
E,G,E,2686,100,2686,1,0
E,H,E,4585,100,4585,1,0
A,F,F,2473,100,2473,1,0
B,F,F,1423,100,1423,1,0
C,F,F,3273,100,3273,1,0
D,F,F,2563,100,2563,1,0
E,F,F,2282,100,2282,1,0
F,G,F,2927,100,2927,1,0
F,H,F,2302,100,2302,1,0
A,G,G,3265,100,3265,1,0
B,G,G,2823,100,2823,1,0
C,G,G,1637,100,1637,1,0
D,G,G,4591,100,4591,1,0
E,G,G,2731,100,2731,1,0
F,G,G,2927,100,2927,1,0
G,H,G,4155,100,4155,1,0
A,H,H,4627,100,4627,1,0
B,H,H,3019,100,3019,1,0
C,H,H,4365,100,4365,1,0
D,H,H,1475,100,1475,1,0
E,H,H,4579,100,4579,1,0
F,H,H,2297,100,2297,1,0
G,H,H,4183,100,4183,1,0
A,B,A,1796,100,1796,1,0
A,C,A,3189,100,3189,1,0
A,D,A,4312,100,4312,1,0
A,E,A,1407,100,1407,1,0
A,F,A,2459,100,2459,1,0
A,G,A,3270,100,3270,1,0
A,H,A,4654,100,4654,1,0
A,B,B,1802,100,1802,1,0
B,C,B,2428,100,2428,1,0
B,D,B,2680,100,2680,1,0
B,E,B,2352,100,2352,1,0
B,F,B,1438,100,1438,1,0
B,G,B,2813,100,2813,1,0
B,H,B,3089,100,3089,1,0
A,C,C,3193,100,3193,1,0
B,C,C,2451,100,2451,1,0
C,D,C,4219,100,4219,1,0
C,E,C,3319,100,3319,1,0
C,F,C,3262,100,3262,1,0
C,G,C,1649,100,1649,1,0
C,H,C,4324,100,4324,1,0
A,D,D,4314,100,4314,1,0
B,D,D,2661,100,2661,1,0
C,D,D,4245,100,4245,1,0
D,E,D,4748,100,4748,1,0
D,F,D,2608,100,2608,1,0
D,G,D,4623,100,4623,1,0
D,H,D,1544,100,1544,1,0
A,E,E,1338,100,1338,1,0
B,E,E,2328,100,2328,1,0
C,E,E,3260,100,3260,1,0
D,E,E,4778,100,4778,1,0
E,F,E,2325,100,2325,1,0
E,G,E,2693,100,2693,1,0
E,H,E,4595,100,4595,1,0
A,F,F,2464,100,2464,1,0
B,F,F,1419,100,1419,1,0
C,F,F,3305,100,3305,1,0
D,F,F,2599,100,2599,1,0
E,F,F,2279,100,2279,1,0
F,G,F,2924,100,2924,1,0
F,H,F,2284,100,2284,1,0
A,G,G,3281,100,3281,1,0
B,G,G,2858,100,2858,1,0
C,G,G,1649,100,1649,1,0
D,G,G,4653,100,4653,1,0
E,G,G,2677,100,2677,1,0
F,G,G,2942,100,2942,1,0
G,H,G,4217,100,4217,1,0
A,H,H,4647,100,4647,1,0
B,H,H,3065,100,3065,1,0
C,H,H,4312,100,4312,1,0
D,H,H,1463,100,1463,1,0
E,H,H,4559,100,4559,1,0
F,H,H,2305,100,2305,1,0
G,H,H,4189,100,4189,1,0
A,B,A,1776,100,1776,1,0
A,C,A,3180,100,3180,1,0
A,D,A,4301,100,4301,1,0
A,E,A,1364,100,1364,1,0
A,F,A,2517,100,2517,1,0
A,G,A,3310,100,3310,1,0
A,H,A,4589,100,4589,1,0
A,B,B,1793,100,1793,1,0
B,C,B,2472,100,2472,1,0
B,D,B,2646,100,2646,1,0
B,E,B,2356,100,2356,1,0
B,F,B,1408,100,1408,1,0
B,G,B,2843,100,2843,1,0
B,H,B,3006,100,3006,1,0
A,C,C,3151,100,3151,1,0
B,C,C,2449,100,2449,1,0
C,D,C,4235,100,4235,1,0
C,E,C,3258,100,3258,1,0
C,F,C,3293,100,3293,1,0
C,G,C,1661,100,1661,1,0
C,H,C,4341,100,4341,1,0
A,D,D,4315,100,4315,1,0
B,D,D,2702,100,2702,1,0
C,D,D,4216,100,4216,1,0
D,E,D,4695,100,4695,1,0
D,F,D,2561,100,2561,1,0
D,G,D,4599,100,4599,1,0
D,H,D,1492,100,1492,1,0
A,E,E,1399,100,1399,1,0
B,E,E,2353,100,2353,1,0
C,E,E,3314,100,3314,1,0
D,E,E,4752,100,4752,1,0
E,F,E,2258,100,2258,1,0
E,G,E,2697,100,2697,1,0
E,H,E,4596,100,4596,1,0
A,F,F,2441,100,2441,1,0
B,F,F,1450,100,1450,1,0
C,F,F,3261,100,3261,1,0
D,F,F,2586,100,2586,1,0
E,F,F,2277,100,2277,1,0
F,G,F,2932,100,2932,1,0
F,H,F,2346,100,2346,1,0
A,G,G,3232,100,3232,1,0
B,G,G,2837,100,2837,1,0
C,G,G,1617,100,1617,1,0
D,G,G,4638,100,4638,1,0
E,G,G,2724,100,2724,1,0
F,G,G,2938,100,2938,1,0
G,H,G,4207,100,4207,1,0
A,H,H,4640,100,4640,1,0
B,H,H,3052,100,3052,1,0
C,H,H,4326,100,4326,1,0
D,H,H,1511,100,1511,1,0
E,H,H,4580,100,4580,1,0
F,H,H,2347,100,2347,1,0
G,H,H,4204,100,4204,1,0
A,B,A,1762,100,1762,1,0
A,C,A,3170,100,3170,1,0
A,D,A,4349,100,4349,1,0
A,E,A,1367,100,1367,1,0
A,F,A,2482,100,2482,1,0
A,G,A,3265,100,3265,1,0
A,H,A,4658,100,4658,1,0
A,B,B,1794,100,1794,1,0
B,C,B,2466,100,2466,1,0
B,D,B,2633,100,2633,1,0
B,E,B,2358,100,2358,1,0
B,F,B,1419,100,1419,1,0
B,G,B,2826,100,2826,1,0
B,H,B,3062,100,3062,1,0
A,C,C,3145,100,3145,1,0
B,C,C,2464,100,2464,1,0
C,D,C,4232,100,4232,1,0
C,E,C,3329,100,3329,1,0
C,F,C,3271,100,3271,1,0
C,G,C,1602,100,1602,1,0
C,H,C,4303,100,4303,1,0
A,D,D,4340,100,4340,1,0
B,D,D,2700,100,2700,1,0
C,D,D,4262,100,4262,1,0
D,E,D,4777,100,4777,1,0
D,F,D,2583,100,2583,1,0
D,G,D,4639,100,4639,1,0
D,H,D,1437,100,1437,1,0
A,E,E,1402,100,1402,1,0
B,E,E,2373,100,2373,1,0
C,E,E,3359,100,3359,1,0
D,E,E,4727,100,4727,1,0
E,F,E,2293,100,2293,1,0
E,G,E,2705,100,2705,1,0
E,H,E,4622,100,4622,1,0
A,F,F,2463,100,2463,1,0
B,F,F,1403,100,1403,1,0
C,F,F,3277,100,3277,1,0
D,F,F,2594,100,2594,1,0
E,F,F,2276,100,2276,1,0
F,G,F,2930,100,2930,1,0
F,H,F,2345,100,2345,1,0
A,G,G,3275,100,3275,1,0
B,G,G,2803,100,2803,1,0
C,G,G,1610,100,1610,1,0
D,G,G,4626,100,4626,1,0
E,G,G,2677,100,2677,1,0
F,G,G,2910,100,2910,1,0
G,H,G,4225,100,4225,1,0
A,H,H,4604,100,4604,1,0
B,H,H,3033,100,3033,1,0
C,H,H,4305,100,4305,1,0
D,H,H,1434,100,1434,1,0
E,H,H,4609,100,4609,1,0
F,H,H,2316,100,2316,1,0
G,H,H,4227,100,4227,1,0
A,B,A,1767,100,1767,1,0
A,C,A,3187,100,3187,1,0
A,D,A,4324,100,4324,1,0
A,E,A,1422,100,1422,1,0
A,F,A,2452,100,2452,1,0
A,G,A,3230,100,3230,1,0
A,H,A,4670,100,4670,1,0
A,B,B,1769,100,1769,1,0
B,C,B,2443,100,2443,1,0
B,D,B,2667,100,2667,1,0
B,E,B,2349,100,2349,1,0
B,F,B,1433,100,1433,1,0
B,G,B,2799,100,2799,1,0
B,H,B,3071,100,3071,1,0
A,C,C,3143,100,3143,1,0
B,C,C,2464,100,2464,1,0
C,D,C,4272,100,4272,1,0
C,E,C,3288,100,3288,1,0
C,F,C,3284,100,3284,1,0
C,G,C,1672,100,1672,1,0
C,H,C,4321,100,4321,1,0
A,D,D,4355,100,4355,1,0
B,D,D,2681,100,2681,1,0
C,D,D,4253,100,4253,1,0
D,E,D,4687,100,4687,1,0
D,F,D,2607,100,2607,1,0
D,G,D,4620,100,4620,1,0
D,H,D,1423,100,1423,1,0
A,E,E,1390,100,1390,1,0
B,E,E,2331,100,2331,1,0
C,E,E,3310,100,3310,1,0
D,E,E,4706,100,4706,1,0
E,F,E,2335,100,2335,1,0
E,G,E,2710,100,2710,1,0
E,H,E,4591,100,4591,1,0
A,F,F,2418,100,2418,1,0
B,F,F,1400,100,1400,1,0
C,F,F,3289,100,3289,1,0
D,F,F,2565,100,2565,1,0
E,F,F,2331,100,2331,1,0
F,G,F,2936,100,2936,1,0
F,H,F,2368,100,2368,1,0
A,G,G,3260,100,3260,1,0
B,G,G,2815,100,2815,1,0
C,G,G,1569,100,1569,1,0
D,G,G,4598,100,4598,1,0
E,G,G,2682,100,2682,1,0
F,G,G,2932,100,2932,1,0
G,H,G,4234,100,4234,1,0
A,H,H,4608,100,4608,1,0
B,H,H,3079,100,3079,1,0
C,H,H,4296,100,4296,1,0
D,H,H,1565,100,1565,1,0
E,H,H,4610,100,4610,1,0
F,H,H,2348,100,2348,1,0
G,H,H,4182,100,4182,1,0
A,B,A,1795,100,1795,1,0
A,C,A,3135,100,3135,1,0
A,D,A,4338,100,4338,1,0
A,E,A,1417,100,1417,1,0
A,F,A,2437,100,2437,1,0
A,G,A,3238,100,3238,1,0
A,H,A,4649,100,4649,1,0
A,B,B,1785,100,1785,1,0
B,C,B,2441,100,2441,1,0
B,D,B,2658,100,2658,1,0
B,E,B,2365,100,2365,1,0
B,F,B,1446,100,1446,1,0
B,G,B,2854,100,2854,1,0
B,H,B,3042,100,3042,1,0
A,C,C,3171,100,3171,1,0
B,C,C,2464,100,2464,1,0
C,D,C,4252,100,4252,1,0
C,E,C,3291,100,3291,1,0
C,F,C,3260,100,3260,1,0
C,G,C,1601,100,1601,1,0
C,H,C,4329,100,4329,1,0
A,D,D,4343,100,4343,1,0
B,D,D,2695,100,2695,1,0
C,D,D,4278,100,4278,1,0
D,E,D,4681,100,4681,1,0
D,F,D,2568,100,2568,1,0
D,G,D,4605,100,4605,1,0
D,H,D,1437,100,1437,1,0
A,E,E,1426,100,1426,1,0
B,E,E,2329,100,2329,1,0
C,E,E,3344,100,3344,1,0
D,E,E,4695,100,4695,1,0
E,F,E,2285,100,2285,1,0
E,G,E,2684,100,2684,1,0
E,H,E,4566,100,4566,1,0
A,F,F,2475,100,2475,1,0
B,F,F,1431,100,1431,1,0
C,F,F,3273,100,3273,1,0
D,F,F,2611,100,2611,1,0
