a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,5704,100,5704,1,0
A,C,A,9488,100,9488,1,0
A,D,A,10547,100,10547,1,0
A,E,A,1271,100,1271,1,0
A,F,A,5905,100,5905,1,0
A,G,A,9722,100,9722,1,0
A,H,A,10740,100,10740,1,0
A,B,B,5648,100,5648,1,0
B,C,B,5424,100,5424,1,0
B,D,B,5715,100,5715,1,0
B,E,B,5821,100,5821,1,0
B,F,B,1481,100,1481,1,0
B,G,B,5714,100,5714,1,0
B,H,B,6010,100,6010,1,0
A,C,C,9431,100,9431,1,0
B,C,C,5412,100,5412,1,0
C,D,C,8956,100,8956,1,0
C,E,C,9611,100,9611,1,0
C,F,C,5356,100,5356,1,0
C,G,C,1223,100,1223,1,0
C,H,C,9109,100,9109,1,0
A,D,D,10536,100,10536,1,0
B,D,D,5712,100,5712,1,0
C,D,D,8978,100,8978,1,0
D,E,D,10548,100,10548,1,0
D,F,D,6117,100,6117,1,0
D,G,D,9201,100,9201,1,0
D,H,D,1414,100,1414,1,0
A,E,E,1311,100,1311,1,0
B,E,E,5848,100,5848,1,0
C,E,E,9590,100,9590,1,0
D,E,E,10595,100,10595,1,0
E,F,E,5719,100,5719,1,0
E,G,E,9769,100,9769,1,0
E,H,E,10574,100,10574,1,0
A,F,F,5867,100,5867,1,0
B,F,F,1511,100,1511,1,0
C,F,F,5377,100,5377,1,0
D,F,F,6064,100,6064,1,0
E,F,F,5736,100,5736,1,0
F,G,F,5374,100,5374,1,0
F,H,F,6032,100,6032,1,0
A,G,G,9712,100,9712,1,0
B,G,G,5743,100,5743,1,0
C,G,G,1193,100,1193,1,0
D,G,G,9174,100,9174,1,0
E,G,G,9743,100,9743,1,0
F,G,G,5339,100,5339,1,0
G,H,G,9209,100,9209,1,0
A,H,H,10702,100,10702,1,0
B,H,H,5988,100,5988,1,0
C,H,H,9133,100,9133,1,0
D,H,H,1494,100,1494,1,0
E,H,H,10588,100,10588,1,0
F,H,H,6014,100,6014,1,0
G,H,H,9201,100,9201,1,0
A,B,A,5719,100,5719,1,0
A,C,A,9437,100,9437,1,0
A,D,A,10564,100,10564,1,0
A,E,A,1335,100,1335,1,0
A,F,A,5904,100,5904,1,0
A,G,A,9754,100,9754,1,0
A,H,A,10747,100,10747,1,0
