version,tag_method,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,point_estimator,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_fit_vertical_shift_mm,anchor_fit_method,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v4-io,T4,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,"0,1,4,2,3",54.12208743140742,29.051378695780997,1.5155498742221383,mean,1201,1201,1.0,ok,1351.6514987178002,1485.2231621850578,-15.917550083453724,1351.6514987178023,1485.223162185057,-15.917550083453706,1350.5846712574742,1484.5768715530662,-10.6434728026104,18.75321607839551,29.85136622598043,48.29578169155183,59.79355908489333,45.578646784307956,110.95004790203504,8.0,8.0,99.75020815986679,91.75686927560366,79.04918869053255,159.3557890681709,0,{},-458.8683230160161,-30.93941675012051,-384.3469299834228,-542.215344349341,182.54280058407934,-383.3240609304319,83.34702133332485,-213.48221733419985,-1.0228690529908704,83.35329763265082,213.48221733419985,229.17772436291406,0.9999999999999996,1.0,-15.021866666666787,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,889.8367413746068,37.13531528761927,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
v4-io,T4,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,mean,1201,1201,1.0,ok,1504.470441890054,1544.0046522858988,979.467750072545,1504.470441890055,1544.0046522858972,979.4677500725446,1504.4572328293996,1543.3128168815272,979.2676016360964,24.118603293087546,30.58386856121922,43.566214553623155,58.43881493931574,45.29899466366235,106.45443057978183,8.0,8.0,99.91673605328893,95.67027477102414,58.31895545765474,132.23078394866351,0,{},-526.939915350566,964.4458834058781,-235.43369589122176,-543.22998,1105.589,-259.92136,16.29006464943393,-141.1431165941218,24.487664108778233,29.411084641459293,141.1431165941218,144.1748634876723,0.9999999999999996,1.0,-15.021866666666787,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,461.6346339824702,19.265272924268757,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
v4-io,T4,all8,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,mean,1201,1201,1.0,ok,1463.9891563828912,1602.1719241387514,1722.221197033595,1463.989156382892,1602.1719241387507,1722.2211970335939,1471.151555537583,1603.7789226650189,1725.3932769532148,39.7145420800077,51.72365677545358,59.79124568938863,88.47358127677698,59.18409514637537,183.37510590715846,8.0,8.0,100.0,92.2564529558701,136.9787317404716,192.1138821677738,0,{},-582.506594607403,1707.1993303669283,-279.4167624905833,-554.00287,1625.5614500000001,-256.2951,-28.503724607403,81.63788036692813,-23.121662490583333,36.702501179389934,81.63788036692813,89.50875434072351,0.9999999999999996,1.0,-15.021866666666787,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,813.3092827400905,33.94161562068607,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
v4-io,T4,all8,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,mean,1201,1201,1.0,ok,2218.336473745293,1199.4857449971075,-148.18612877847957,2218.336473745295,1199.4857449971066,-148.18612877847963,2217.66969104028,1196.6336309590922,-146.51917883859807,18.873337796755617,24.69170515932308,46.90045462281342,56.26309471662545,35.25872727365599,118.77579867432952,8.0,8.0,100.0,93.83846794338052,79.1715929587363,108.64117551556743,0,{},-226.99072371526768,-163.20799544514637,498.2750142612058,-321.178815,182.16379,479.93381999999997,94.18809128473231,-345.3717854451464,18.34119426120583,95.95726104255142,345.3717854451464,358.4542734134391,0.9999999999999996,1.0,-15.021866666666787,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,1047.8906733259494,43.731337144835564,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
v4-io,T4,all8,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,mean,1200,1200,1.0,ok,2231.687982396658,1142.6541383879892,1021.1741166851543,2231.6879823966588,1142.6541383879892,1021.1741166851549,2233.9623795982147,1138.9257660387727,1026.4260812879606,26.136362466075433,39.38257217535328,55.05064991933079,72.5580491099761,42.80592082326055,143.54255106127056,8.0,8.0,99.75,91.5,159.32136791389286,224.8971516509783,0,{},-171.08815191269628,1006.1522500184875,515.097521770474,-184.9818897969324,1103.5866165595767,473.70402893394925,13.893737884236117,-97.43436654108916,41.393492836524786,43.66299579281392,97.43436654108916,106.77037503383886,0.9999999999999996,1.0,-15.021866666666787,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,705.9514108073571,29.461278680820897,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
v4-io,T4,all8,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,mean,1201,1201,1.0,ok,2185.101185651414,1203.3383012537702,1758.8745426946268,2185.101185651416,1203.3383012537686,1758.8745426946264,2184.7802722067195,1205.1781136059335,1762.3802709334027,32.99056516256647,45.738199032858574,44.73459473212941,71.98294385729713,47.65963557211316,154.7805632503621,8.0,8.0,99.83347210657784,92.83930058284763,96.75766515170774,180.62818735752253,0,{},-228.7913428512943,1743.8526760279601,464.86566923438977,-193.231255,1684.95255,476.52297999999996,-35.5600878512943,58.90012602796014,-11.657310765610191,37.42208896197244,58.90012602796014,69.78278862575905,0.9999999999999996,1.0,-15.021866666666787,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,1013.9317064581626,42.31413679465786,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
v4-io,T4,all8,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,mean,1201,1201,1.0,ok,1781.4281854701185,636.4868551176039,-1.2057149816562676,1781.4281854701164,636.4868551176038,-1.2057149816562693,1781.07342837551,638.1851999159495,-0.8784833442145582,17.868187773559935,26.372114737272973,79.49421392565792,85.63930533163702,73.73171471433344,148.76006350188334,8.0,8.0,100.0,90.84096586178185,80.02289283738357,185.4535192568526,0,{},361.8204188695722,-16.227581648323053,96.83007315840428,352.14755,211.565355,53.795866000000004,9.672868869572198,-227.79293664832306,43.03420715840427,44.10790607045853,227.79293664832306,232.02398446020038,0.9999999999999996,1.0,-15.021866666666787,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,906.6934696461826,37.83879255482639,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
v4-io,T4,all8,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,mean,1201,1201,1.0,ok,1582.7915202911167,558.1367551193025,1073.3843995587129,1582.7915202911165,558.1367551193025,1073.3843995587154,1583.5359030957695,561.4639225161995,1070.5310944330506,28.18297406597179,40.417275884219265,61.86322505995367,79.08789308056456,60.95389674161527,141.13289572798618,8.0,8.0,100.0,90.25811823480433,124.9718736898109,162.78859947298244,0,{},452.24226800004635,1058.3625328920461,-96.61023319734045,391.90054,1132.2804,-71.53192899999999,60.34172800004637,-73.91786710795395,-25.078304197340458,65.34558500347154,73.91786710795395,98.66051164085388,0.9999999999999996,1.0,-15.021866666666787,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,557.6228692802323,23.271123903379948,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
v4-io,T4,all8,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,mean,1201,1201,1.0,ok,1611.797849155252,579.0346133684994,1508.1774297750267,1611.7978491552494,579.0346133685009,1508.1774297750262,1616.3690537915338,578.9115378307654,1512.7112216617193,36.62800483151056,35.86582550523301,59.32790530956877,78.4077070544098,46.82922283209482,119.19598772460775,8.0,8.0,99.91673605328893,93.42214820982515,131.25773796772273,222.04384342037534,0,{},429.59952001654233,1493.15556310836,-68.94448619254376,408.80994,1568.1853500000002,-62.425788499999996,20.789580016542345,-75.02978689164024,-6.518697692543768,21.78761246376005,75.02978689164024,78.1291813465106,0.9999999999999996,1.0,-15.021866666666787,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,828.1828777899989,34.56233132723858,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
v4-io,T4,all8,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,1.700334281718746,1.700334281718746,mean,1201,1201,1.0,ok,719.2332935967155,955.5593818019984,63.91512195564783,719.233293596715,955.5593818019984,63.91512195564788,721.224205790908,954.4792886736872,64.66027624899736,22.464407621089535,20.282754872234374,35.65286060043392,46.767148982673575,34.252818541040746,86.54129377244465,8.0,8.0,99.91673605328893,90.75770191507078,61.7244608180965,120.65420129872524,0,{},108.6986506340802,48.89325528898104,-982.9822420390337,65.499245,238.64973,-938.19342,43.19940563408019,-189.75647471101897,-44.78882203903379,62.22722255397583,189.75647471101897,199.6991410135147,0.9999999999999996,1.0,-15.021866666666787,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,1028.888366883956,42.93831904600398,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check_US/v4-io/layout.json
