a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,6130,100,6130,1,0
A,C,A,9308,100,9308,1,0
A,D,A,10544,100,10544,1,0
A,E,A,1330,100,1330,1,0
A,F,A,6322,100,6322,1,0
A,G,A,9186,100,9186,1,0
A,H,A,10483,100,10483,1,0
A,B,B,6120,100,6120,1,0
B,C,B,9411,100,9411,1,0
B,D,B,13850,100,13850,1,0
B,E,B,6068,100,6068,1,0
B,F,B,1339,100,1339,1,0
B,G,B,9299,100,9299,1,0
B,H,B,13740,100,13740,1,0
A,C,C,9268,100,9268,1,0
B,C,C,9407,100,9407,1,0
C,D,C,6516,100,6516,1,0
C,E,C,9167,100,9167,1,0
C,F,C,9366,100,9366,1,0
C,G,C,1585,100,1585,1,0
C,H,C,6405,100,6405,1,0
A,D,D,10548,100,10548,1,0
B,D,D,13879,100,13879,1,0
C,D,D,6482,100,6482,1,0
D,E,D,10626,100,10626,1,0
D,F,D,13824,100,13824,1,0
D,G,D,6724,100,6724,1,0
D,H,D,1347,100,1347,1,0
A,E,E,1336,100,1336,1,0
B,E,E,6047,100,6047,1,0
C,E,E,9134,100,9134,1,0
D,E,E,10505,100,10505,1,0
E,F,E,5920,100,5920,1,0
E,G,E,8830,100,8830,1,0
E,H,E,10389,100,10389,1,0
A,F,F,6295,100,6295,1,0
B,F,F,1361,100,1361,1,0
C,F,F,9374,100,9374,1,0
D,F,F,13809,100,13809,1,0
E,F,F,5929,100,5929,1,0
F,G,F,9071,100,9071,1,0
F,H,F,13548,100,13548,1,0
A,G,G,9207,100,9207,1,0
B,G,G,9280,100,9280,1,0
C,G,G,1498,100,1498,1,0
D,G,G,6694,100,6694,1,0
E,G,G,8862,100,8862,1,0
F,G,G,9041,100,9041,1,0
G,H,G,6323,100,6323,1,0
A,H,H,10485,100,10485,1,0
B,H,H,13756,100,13756,1,0
C,H,H,6360,100,6360,1,0
D,H,H,1289,100,1289,1,0
E,H,H,10342,100,10342,1,0
F,H,H,13556,100,13556,1,0
G,H,H,6294,100,6294,1,0
A,B,A,6122,100,6122,1,0
A,C,A,9351,100,9351,1,0
A,D,A,10557,100,10557,1,0
A,E,A,1356,100,1356,1,0
A,F,A,6304,100,6304,1,0
A,G,A,9177,100,9177,1,0
A,H,A,10517,100,10517,1,0
A,B,B,6134,100,6134,1,0
B,C,B,9390,100,9390,1,0
B,D,B,13850,100,13850,1,0
B,E,B,6006,100,6006,1,0
B,F,B,1307,100,1307,1,0
B,G,B,9291,100,9291,1,0
B,H,B,13722,100,13722,1,0
A,C,C,9280,100,9280,1,0
B,C,C,9442,100,9442,1,0
C,D,C,6501,100,6501,1,0
C,E,C,9169,100,9169,1,0
C,F,C,9368,100,9368,1,0
C,G,C,1541,100,1541,1,0
C,H,C,6337,100,6337,1,0
A,D,D,10566,100,10566,1,0
B,D,D,13814,100,13814,1,0
C,D,D,6530,100,6530,1,0
D,E,D,10522,100,10522,1,0
D,F,D,13816,100,13816,1,0
D,G,D,6710,100,6710,1,0
D,H,D,1310,100,1310,1,0
