a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,8745,100,8745,1,0
A,C,A,11626,100,11626,1,0
A,D,A,8462,100,8462,1,0
A,E,A,1586,100,1586,1,0
A,F,A,8340,100,8340,1,0
A,G,A,11534,100,11534,1,0
A,H,A,8839,100,8839,1,0
A,B,B,8688,100,8688,1,0
B,C,B,8114,100,8114,1,0
B,D,B,12638,100,12638,1,0
B,E,B,8633,100,8633,1,0
B,F,B,1731,100,1731,1,0
B,G,B,8005,100,8005,1,0
B,H,B,13102,100,13102,1,0
A,C,C,11616,100,11616,1,0
B,C,C,8125,100,8125,1,0
C,D,C,9021,100,9021,1,0
C,E,C,11242,100,11242,1,0
C,F,C,8080,100,8080,1,0
C,G,C,1463,100,1463,1,0
C,H,C,9469,100,9469,1,0
A,D,D,8471,100,8471,1,0
B,D,D,12582,100,12582,1,0
C,D,D,9054,100,9054,1,0
D,E,D,8170,100,8170,1,0
D,F,D,12212,100,12212,1,0
D,G,D,9096,100,9096,1,0
D,H,D,1479,100,1479,1,0
A,E,E,1574,100,1574,1,0
B,E,E,8583,100,8583,1,0
C,E,E,11259,100,11259,1,0
D,E,E,8149,100,8149,1,0
E,F,E,7898,100,7898,1,0
E,G,E,10917,100,10917,1,0
E,H,E,8340,100,8340,1,0
A,F,F,8308,100,8308,1,0
B,F,F,1741,100,1741,1,0
C,F,F,8067,100,8067,1,0
D,F,F,12211,100,12211,1,0
E,F,F,7915,100,7915,1,0
F,G,F,7668,100,7668,1,0
F,H,F,12474,100,12474,1,0
A,G,G,11521,100,11521,1,0
B,G,G,8007,100,8007,1,0
C,G,G,1431,100,1431,1,0
D,G,G,9085,100,9085,1,0
E,G,G,10912,100,10912,1,0
F,G,G,7689,100,7689,1,0
G,H,G,9291,100,9291,1,0
A,H,H,8834,100,8834,1,0
B,H,H,13069,100,13069,1,0
C,H,H,9449,100,9449,1,0
D,H,H,1549,100,1549,1,0
E,H,H,8324,100,8324,1,0
F,H,H,12474,100,12474,1,0
G,H,H,9289,100,9289,1,0
A,B,A,8744,100,8744,1,0
A,C,A,11604,100,11604,1,0
A,D,A,8447,100,8447,1,0
A,E,A,1554,100,1554,1,0
A,F,A,8382,100,8382,1,0
A,G,A,11563,100,11563,1,0
A,H,A,8834,100,8834,1,0
A,B,B,8751,100,8751,1,0
B,C,B,8118,100,8118,1,0
B,D,B,12613,100,12613,1,0
B,E,B,8584,100,8584,1,0
B,F,B,1714,100,1714,1,0
B,G,B,8021,100,8021,1,0
B,H,B,13055,100,13055,1,0
A,C,C,11618,100,11618,1,0
B,C,C,8095,100,8095,1,0
C,D,C,9018,100,9018,1,0
C,E,C,11225,100,11225,1,0
C,F,C,8115,100,8115,1,0
C,G,C,1479,100,1479,1,0
C,H,C,9470,100,9470,1,0
A,D,D,8467,100,8467,1,0
B,D,D,12627,100,12627,1,0
C,D,D,9040,100,9040,1,0
D,E,D,8125,100,8125,1,0
D,F,D,12222,100,12222,1,0
D,G,D,9093,100,9093,1,0
D,H,D,1567,100,1567,1,0
A,E,E,1523,100,1523,1,0
B,E,E,8601,100,8601,1,0
C,E,E,11223,100,11223,1,0
D,E,E,8097,100,8097,1,0
E,F,E,7925,100,7925,1,0
E,G,E,10948,100,10948,1,0
E,H,E,8372,100,8372,1,0
A,F,F,8350,100,8350,1,0
B,F,F,1689,100,1689,1,0
C,F,F,8086,100,8086,1,0
D,F,F,12192,100,12192,1,0
E,F,F,7945,100,7945,1,0
F,G,F,7731,100,7731,1,0
F,H,F,12448,100,12448,1,0
A,G,G,11494,100,11494,1,0
B,G,G,8013,100,8013,1,0
C,G,G,1470,100,1470,1,0
D,G,G,9103,100,9103,1,0
E,G,G,10945,100,10945,1,0
F,G,G,7684,100,7684,1,0
G,H,G,9235,100,9235,1,0
A,H,H,8838,100,8838,1,0
B,H,H,13141,100,13141,1,0
C,H,H,9477,100,9477,1,0
D,H,H,1558,100,1558,1,0
E,H,H,8322,100,8322,1,0
F,H,H,12544,100,12544,1,0
G,H,H,9253,100,9253,1,0
A,B,A,8717,100,8717,1,0
A,C,A,11634,100,11634,1,0
A,D,A,8459,100,8459,1,0
A,E,A,1581,100,1581,1,0
A,F,A,8346,100,8346,1,0
A,G,A,11542,100,11542,1,0
A,H,A,8902,100,8902,1,0
A,B,B,8700,100,8700,1,0
B,C,B,8183,100,8183,1,0
B,D,B,12636,100,12636,1,0
B,E,B,8568,100,8568,1,0
B,F,B,1714,100,1714,1,0
B,G,B,8016,100,8016,1,0
B,H,B,13122,100,13122,1,0
A,C,C,11629,100,11629,1,0
B,C,C,8104,100,8104,1,0
C,D,C,9035,100,9035,1,0
C,E,C,11232,100,11232,1,0
C,F,C,8056,100,8056,1,0
C,G,C,1461,100,1461,1,0
C,H,C,9471,100,9471,1,0
