sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
500,,BSF66F,,cal_static,4,success,100,4,4,17493,18486,0
501,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
502,,BSF66F,,cal_static,4,success,100,4,4,4,4,0
503,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
504,,BSF66F,,cal_static,4,success,100,4,4,17,20,0
505,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
506,,BSF66F,,cal_static,4,success,100,4,4,12,15,0
507,,BSF66F,,cal_static,4,pending,96,4,2,0,0,0
508,,BSF66F,,cal_static,4,success,100,4,4,5,6,0
509,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
510,,BSF66F,,cal_static,4,success,100,4,4,3,4,0
511,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
512,,BSF66F,,cal_static,4,success,100,4,4,12,14,0
513,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
514,,BSF66F,,cal_static,4,pending,100,4,3,0,0,0
515,,BSF66F,,cal_static,4,pending,95,4,3,0,0,0
62000,,BSDC91,,cal_roto,5,success,89,4,4,115,176,0
516,,BSF66F,,cal_static,4,success,100,4,4,6,8,0
517,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
58381,,BS2DCE,,cal_roto,5,pending,85,4,2,0,0,0
62001,,BSDC91,,cal_roto,5,success,89,4,4,92,142,0
58382,,BS2DCE,,cal_roto,5,success,86,4,4,143,203,0
58383,,BS2DCE,,cal_roto,5,success,87,4,4,103,147,0
518,,BSF66F,,cal_static,4,success,100,4,4,8,10,0
62002,,BSDC91,,cal_roto,5,success,90,4,4,58,87,0
519,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
58384,,BS2DCE,,cal_roto,5,success,87,4,4,155,218,0
62003,,BSDC91,,cal_roto,5,success,91,4,4,22,32,0
58385,,BS2DCE,,cal_roto,5,success,88,4,4,110,158,0
520,,BSF66F,,cal_static,4,success,100,4,4,6,7,0
62004,,BSDC91,,cal_roto,5,success,91,4,4,60,91,0
58386,,BS2DCE,,cal_roto,5,pending,87,4,3,0,0,0
521,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
62005,,BSDC91,,cal_roto,5,success,91,4,4,69,106,0
58387,,BS2DCE,,cal_roto,5,success,88,4,4,64,91,0
58388,,BS2DCE,,cal_roto,5,pending,87,4,3,0,0,0
522,,BSF66F,,cal_static,4,success,100,4,4,3245,3995,0
62006,,BSDC91,,cal_roto,5,success,92,4,4,228,333,0
58389,,BS2DCE,,cal_roto,5,success,88,4,4,3,5,0
58390,,BS2DCE,,cal_roto,5,pending,88,4,3,0,0,0
523,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
62007,,BSDC91,,cal_roto,5,success,92,4,4,237,374,0
58391,,BS2DCE,,cal_roto,5,success,88,4,4,16,22,0
58392,,BS2DCE,,cal_roto,5,success,88,4,4,44,60,0
62008,,BSDC91,,cal_roto,5,success,93,4,4,177,203,0
524,,BSF66F,,cal_static,4,success,100,4,4,18,22,0
58393,,BS2DCE,,cal_roto,5,pending,88,4,3,0,0,0
525,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
58394,,BS2DCE,,cal_roto,5,success,88,4,4,116,166,0
62009,,BSDC91,,cal_roto,5,success,93,4,4,103,123,0
58395,,BS2DCE,,cal_roto,5,success,89,4,4,132,191,0
526,,BSF66F,,cal_static,4,success,100,4,4,18,21,0
62010,,BSDC91,,cal_roto,5,success,93,4,4,38,40,0
527,,BSF66F,,cal_static,4,pending,95,4,3,0,0,0
58396,,BS2DCE,,cal_roto,5,success,89,4,4,103,156,0
62011,,BSDC91,,cal_roto,5,success,93,4,4,49,58,0
528,,BSF66F,,cal_static,4,pending,98,4,3,0,0,0
58397,,BS2DCE,,cal_roto,5,success,89,4,4,81,125,0
62012,,BSDC91,,cal_roto,5,success,93,4,4,102,152,0
58398,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
529,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
62013,,BSDC91,,cal_roto,5,success,93,4,4,61,74,0
58399,,BS2DCE,,cal_roto,5,success,91,4,4,99,154,0
58400,,BS2DCE,,cal_roto,5,pending,90,4,3,0,0,0
530,,BSF66F,,cal_static,4,success,98,4,4,0,0,0
62014,,BSDC91,,cal_roto,5,success,94,4,4,40,52,0
58401,,BS2DCE,,cal_roto,5,success,91,4,4,112,183,0
531,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
62015,,BSDC91,,cal_roto,5,success,94,4,4,196,268,0
58402,,BS2DCE,,cal_roto,5,success,91,4,4,149,242,0
58403,,BS2DCE,,cal_roto,5,pending,90,4,3,0,0,0
532,,BSF66F,,cal_static,4,success,98,4,4,7,8,0
62016,,BSDC91,,cal_roto,5,success,95,4,4,75,97,0
58404,,BS2DCE,,cal_roto,5,success,91,4,4,184,290,0
533,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
58405,,BS2DCE,,cal_roto,5,success,91,4,4,176,286,0
62017,,BSDC91,,cal_roto,5,success,95,4,4,23,30,0
534,,BSF66F,,cal_static,4,pending,97,4,3,0,0,0
62018,,BSDC91,,cal_roto,5,success,95,4,4,14,15,0
58406,,BS2DCE,,cal_roto,5,success,92,4,4,125,179,0
535,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
58407,,BS2DCE,,cal_roto,5,success,92,4,4,127,184,0
62019,,BSDC91,,cal_roto,5,success,96,4,4,96,143,0
58408,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
536,,BSF66F,,cal_static,4,success,97,4,4,13,15,0
62020,,BSDC91,,cal_roto,5,success,96,4,4,84,124,0
58409,,BS2DCE,,cal_roto,5,success,91,4,4,142,225,0
537,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
58410,,BS2DCE,,cal_roto,5,success,92,4,4,167,243,0
62021,,BSDC91,,cal_roto,5,success,96,4,4,102,147,0
538,,BSF66F,,cal_static,4,pending,96,4,3,0,0,0
58411,,BS2DCE,,cal_roto,5,success,92,4,4,59,88,0
62022,,BSDC91,,cal_roto,5,success,96,4,4,79,124,0
539,,BSF66F,,cal_static,4,pending,95,4,3,0,0,0
58412,,BS2DCE,,cal_roto,5,success,92,4,4,107,157,0
62023,,BSDC91,,cal_roto,5,success,96,4,4,34,51,0
58413,,BS2DCE,,cal_roto,5,success,92,4,4,110,162,0
62024,,BSDC91,,cal_roto,5,success,97,4,4,67,104,0
540,,BSF66F,,cal_static,4,success,96,4,4,1792,2446,0
541,,BSF66F,,cal_static,4,pending,94,4,3,0,0,0
58414,,BS2DCE,,cal_roto,5,pending,91,4,2,0,0,0
62025,,BSDC91,,cal_roto,5,success,97,4,4,33,51,0
58415,,BS2DCE,,cal_roto,5,success,91,4,4,21,30,0
58416,,BS2DCE,,cal_roto,5,pending,89,4,2,0,0,0
542,,BSF66F,,cal_static,4,success,96,4,4,41731,42798,0
62026,,BSDC91,,cal_roto,5,success,97,4,4,178,261,0
58417,,BS2DCE,,cal_roto,5,success,90,4,4,6,8,0
58418,,BS2DCE,,cal_roto,5,pending,88,4,3,0,0,0
543,,BSF66F,,cal_static,4,pending,94,4,4,0,0,0
62027,,BSDC91,,cal_roto,5,success,97,4,4,170,192,0
58419,,BS2DCE,,cal_roto,5,success,89,4,4,10,14,0
544,,BSF66F,,cal_static,4,success,97,4,4,1,1,0
58420,,BS2DCE,,cal_roto,5,success,89,4,4,9,13,0
62028,,BSDC91,,cal_roto,5,success,97,4,4,219,304,0
58421,,BS2DCE,,cal_roto,5,pending,89,4,3,0,0,0
545,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
62029,,BSDC91,,cal_roto,5,success,97,4,4,22,25,0
58422,,BS2DCE,,cal_roto,5,success,90,4,4,121,178,0
546,,BSF66F,,cal_static,4,success,97,4,4,7,8,0
62030,,BSDC91,,cal_roto,5,success,97,4,4,44,51,0
58423,,BS2DCE,,cal_roto,5,success,90,4,4,94,143,0
547,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
58424,,BS2DCE,,cal_roto,5,success,90,4,4,118,184,0
62031,,BSDC91,,cal_roto,5,success,97,4,4,99,132,0
548,,BSF66F,,cal_static,4,success,97,4,4,4,4,0
58425,,BS2DCE,,cal_roto,5,success,90,4,4,104,160,0
62032,,BSDC91,,cal_roto,5,success,98,4,4,41,53,0
549,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
58426,,BS2DCE,,cal_roto,5,success,91,4,4,99,143,0
62033,,BSDC91,,cal_roto,5,success,98,4,4,74,98,0
58427,,BS2DCE,,cal_roto,5,pending,90,4,3,0,0,0
550,,BSF66F,,cal_static,4,success,97,4,4,126,203,0
62034,,BSDC91,,cal_roto,5,success,98,4,4,53,72,0
58428,,BS2DCE,,cal_roto,5,success,90,4,4,93,144,0
551,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
58429,,BS2DCE,,cal_roto,5,success,91,4,4,141,209,0
62035,,BSDC91,,cal_roto,5,success,98,4,4,100,137,0
58430,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
552,,BSF66F,,cal_static,4,success,97,4,4,4,5,0
62036,,BSDC91,,cal_roto,5,success,98,4,4,95,132,0
58431,,BS2DCE,,cal_roto,5,success,91,4,4,149,237,0
553,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
62037,,BSDC91,,cal_roto,5,success,98,4,4,47,70,0
58432,,BS2DCE,,cal_roto,5,success,91,4,4,168,268,0
58433,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
554,,BSF66F,,cal_static,4,success,97,4,4,19,24,0
62038,,BSDC91,,cal_roto,5,success,98,4,4,101,120,0
58434,,BS2DCE,,cal_roto,5,success,91,4,4,127,207,0
555,,BSF66F,,cal_static,4,pending,94,4,3,0,0,0
58435,,BS2DCE,,cal_roto,5,success,91,4,4,122,201,0
62039,,BSDC91,,cal_roto,5,success,98,4,4,70,80,0
58436,,BS2DCE,,cal_roto,5,pending,90,4,3,0,0,0
556,,BSF66F,,cal_static,4,pending,96,4,3,0,0,0
62040,,BSDC91,,cal_roto,5,success,99,4,4,115,169,0
58437,,BS2DCE,,cal_roto,5,success,91,4,4,173,258,0
557,,BSF66F,,cal_static,4,pending,94,4,4,0,0,0
58438,,BS2DCE,,cal_roto,5,success,92,4,4,105,163,0
62041,,BSDC91,,cal_roto,5,success,99,4,4,72,105,0
558,,BSF66F,,cal_static,4,success,96,4,4,2,3,0
58439,,BS2DCE,,cal_roto,5,success,92,4,4,100,150,0
62042,,BSDC91,,cal_roto,5,success,99,4,4,57,84,0
559,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
58440,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
62043,,BSDC91,,cal_roto,5,success,99,4,4,16,26,0
58441,,BS2DCE,,cal_roto,5,success,91,4,4,105,155,0
58442,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
560,,BSF66F,,cal_static,4,success,97,4,4,4,4,0
62044,,BSDC91,,cal_roto,5,success,99,4,4,53,83,0
58443,,BS2DCE,,cal_roto,5,success,91,4,4,47,69,0
561,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
58444,,BS2DCE,,cal_roto,5,success,91,4,4,13,19,0
62045,,BSDC91,,cal_roto,5,success,99,4,4,100,119,0
562,,BSF66F,,cal_static,4,success,98,4,4,16,18,0
58445,,BS2DCE,,cal_roto,5,success,91,4,4,12,17,0
62046,,BSDC91,,cal_roto,5,success,99,4,4,154,190,0
563,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
62047,,BSDC91,,cal_roto,5,success,99,4,4,126,141,0
58446,,BS2DCE,,cal_roto,5,success,94,4,4,48,70,0
58447,,BS2DCE,,cal_roto,5,success,94,4,4,90,132,0
62048,,BSDC91,,cal_roto,5,success,100,4,4,12,14,0
564,,BSF66F,,cal_static,4,success,98,4,4,13,15,0
565,,BSF66F,,cal_static,4,pending,96,4,3,0,0,0
58448,,BS2DCE,,cal_roto,5,pending,93,4,3,0,0,0
62049,,BSDC91,,cal_roto,5,success,100,4,4,37,44,0
58449,,BS2DCE,,cal_roto,5,success,93,4,4,124,191,0
58450,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
566,,BSF66F,,cal_static,4,success,98,4,4,2,2,0
62050,,BSDC91,,cal_roto,5,success,100,4,4,100,122,0
58451,,BS2DCE,,cal_roto,5,success,92,4,4,84,131,0
567,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
58452,,BS2DCE,,cal_roto,5,success,93,4,4,117,183,0
62051,,BSDC91,,cal_roto,5,success,100,4,4,33,42,0
58453,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
568,,BSF66F,,cal_static,4,success,98,4,4,17,20,0
62052,,BSDC91,,cal_roto,5,success,100,4,4,30,40,0
58454,,BS2DCE,,cal_roto,5,success,93,4,4,51,74,0
58455,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
569,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
62053,,BSDC91,,cal_roto,5,success,100,4,4,45,62,0
58456,,BS2DCE,,cal_roto,5,success,92,4,4,92,143,0
570,,BSF66F,,cal_static,4,pending,97,4,3,0,0,0
58457,,BS2DCE,,cal_roto,5,success,92,4,4,122,178,0
