sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
500,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
501,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
502,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
503,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
504,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
505,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
506,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
507,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,timeout,pending","100,100,85,0"
508,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
509,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,87,100"
510,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
511,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,88,100"
512,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
513,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,90,100"
514,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,pending","100,100,100,0"
515,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,timeout","100,100,90,90"
516,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
62000,,BSDC91,,cal_roto,5,89,"B,C,E,F","ok,ok,ok,ok","94,100,88,76"
517,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,91,90"
58381,,BS2DCE,,cal_roto,5,85,"A,C,F,G","reject,timeout,ok,ok","93,68,81,100"
62001,,BSDC91,,cal_roto,5,89,"B,C,E,F","ok,ok,ok,ok","94,100,88,77"
58382,,BS2DCE,,cal_roto,5,86,"C,A,F,G","ok,ok,ok,ok","70,94,82,100"
58383,,BS2DCE,,cal_roto,5,87,"C,A,F,G","ok,ok,ok,ok","72,94,83,100"
518,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
62002,,BSDC91,,cal_roto,5,90,"C,B,E,F","ok,ok,ok,ok","100,94,89,78"
519,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,92,91"
58384,,BS2DCE,,cal_roto,5,87,"A,C,F,G","ok,ok,ok,ok","94,73,84,100"
62003,,BSDC91,,cal_roto,5,91,"B,C,E,F","ok,ok,ok,ok","95,100,90,80"
58385,,BS2DCE,,cal_roto,5,88,"A,C,F,G","ok,ok,ok,ok","95,75,85,100"
520,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
62004,,BSDC91,,cal_roto,5,91,"B,C,E,F","ok,ok,ok,ok","95,100,90,80"
58386,,BS2DCE,,cal_roto,5,87,"A,C,F,G","timeout,ok,ok,ok","90,76,85,100"
521,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,92,92"
62005,,BSDC91,,cal_roto,5,91,"B,C,F,E","ok,ok,ok,ok","95,100,81,90"
58387,,BS2DCE,,cal_roto,5,88,"A,C,G,F","ok,ok,ok,ok","90,77,100,86"
58388,,BS2DCE,,cal_roto,5,87,"A,C,F,G","timeout,ok,ok,ok","86,78,86,100"
522,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
62006,,BSDC91,,cal_roto,5,92,"B,C,E,F","ok,ok,ok,ok","95,100,91,82"
58389,,BS2DCE,,cal_roto,5,88,"A,C,F,G","ok,ok,ok,ok","87,79,87,100"
58390,,BS2DCE,,cal_roto,5,88,"C,A,F,G","timeout,ok,ok,ok","76,88,88,100"
523,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,93,92"
62007,,BSDC91,,cal_roto,5,92,"B,C,E,F","ok,ok,ok,ok","95,100,91,83"
58391,,BS2DCE,,cal_roto,5,88,"C,A,F,G","ok,ok,ok,ok","76,88,88,100"
524,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
58392,,BS2DCE,,cal_roto,5,88,"A,C,F,G","ok,ok,ok,ok","88,77,88,100"
62008,,BSDC91,,cal_roto,5,93,"B,C,E,F","ok,ok,ok,ok","96,100,92,84"
58393,,BS2DCE,,cal_roto,5,88,"A,C,F,G","ok,timeout,ok,ok","89,75,89,100"
