sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
58366,,BS2DCE,,0,ok,2479,2479,100,2,0
58366,,BS2DCE,,1,ok,2418,2418,100,2,0
58366,,BS2DCE,,2,ok,3148,3148,100,2,0
58366,,BS2DCE,,3,ok,3018,3018,100,2,0
58366,,BS2DCE,,4,ok,2643,2643,100,2,0
58366,,BS2DCE,,5,ok,2540,2540,100,2,0
58366,,BS2DCE,,6,ok,3390,3390,100,2,0
58366,,BS2DCE,,7,ok,3270,3270,100,2,0
500,,BSF66F,,4,ok,3271,3271,100,4,0
500,,BSF66F,,5,ok,2427,2427,100,4,0
500,,BSF66F,,6,ok,2484,2484,100,4,0
501,,BSF66F,,0,ok,3180,3180,100,4,0
501,,BSF66F,,1,ok,2616,2616,100,4,0
61985,,BSDC91,,0,ok,3692,3692,100,3,0
61985,,BSDC91,,1,ok,2133,2133,100,3,0
61985,,BSDC91,,2,ok,2805,2805,100,3,0
61985,,BSDC91,,3,ok,3523,3523,100,3,0
61985,,BSDC91,,4,ok,2991,2991,66,2,1
61985,,BSDC91,,5,ok,1986,1986,100,3,0
502,,BSF66F,,4,ok,3181,3181,100,5,0
502,,BSF66F,,5,ok,2442,2442,100,5,0
502,,BSF66F,,6,ok,2482,2482,100,5,0
502,,BSF66F,,7,ok,3162,3162,100,5,0
503,,BSF66F,,0,ok,3225,3225,100,5,0
503,,BSF66F,,1,ok,2609,2609,100,5,0
503,,BSF66F,,2,ok,2496,2496,100,5,0
61986,,BSDC91,,0,reject,2803,3692,75,3,1
61986,,BSDC91,,1,ok,2284,2284,100,4,0
61986,,BSDC91,,2,ok,3121,3121,100,4,0
61986,,BSDC91,,3,reject,4052,3523,75,3,1
61986,,BSDC91,,4,ok,2923,2923,75,3,1
61986,,BSDC91,,5,ok,2345,2345,100,4,0
61986,,BSDC91,,6,reject,3142,2527,75,3,1
504,,BSF66F,,4,ok,3183,3183,100,6,0
504,,BSF66F,,5,ok,2403,2403,100,6,0
58367,,BS2DCE,,0,ok,2806,2806,100,3,0
58367,,BS2DCE,,1,ok,3745,3745,100,3,0
58367,,BS2DCE,,2,ok,2941,2941,100,3,0
58367,,BS2DCE,,3,ok,2905,2905,100,3,0
58367,,BS2DCE,,4,ok,2751,2751,100,3,0
58367,,BS2DCE,,5,ok,2901,2901,100,3,0
61987,,BSDC91,,0,reject,2582,3692,60,3,2
61987,,BSDC91,,1,ok,2348,2348,100,5,0
61987,,BSDC91,,2,ok,3007,3007,100,5,0
61987,,BSDC91,,3,ok,3324,3324,80,4,1
61987,,BSDC91,,4,ok,2746,2746,80,4,1
61987,,BSDC91,,5,ok,2497,2497,100,5,0
61987,,BSDC91,,6,reject,3231,2527,60,3,2
61987,,BSDC91,,7,ok,3675,3675,100,5,0
505,,BSF66F,,0,ok,3285,3285,100,6,0
505,,BSF66F,,1,ok,2674,2674,100,6,0
505,,BSF66F,,2,ok,2441,2441,100,6,0
505,,BSF66F,,3,ok,3140,3140,100,6,0
58368,,BS2DCE,,0,ok,3157,3157,100,4,0
58368,,BS2DCE,,1,timeout,0,3745,75,3,1
58368,,BS2DCE,,2,ok,2667,2667,100,4,0
58368,,BS2DCE,,3,timeout,0,2905,75,3,1
58368,,BS2DCE,,4,ok,3029,3029,100,4,0
58368,,BS2DCE,,5,ok,2544,2544,100,4,0
58368,,BS2DCE,,6,ok,2656,2656,100,4,0
61988,,BSDC91,,0,reject,2407,3692,50,3,3
61988,,BSDC91,,1,ok,2362,2362,100,6,0
61988,,BSDC91,,2,ok,3094,3094,100,6,0
61988,,BSDC91,,3,ok,3063,3063,83,5,1
61988,,BSDC91,,4,ok,2589,2589,83,5,1
61988,,BSDC91,,5,ok,2516,2516,100,6,0
