method,tag_method,layout,keep_k,repeat,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T1_CUDA_REPLAY,T1,v3-lite,8,0,34,38457,13.46800320557848,22.824250392398092,80.70719610916208,547.7136880628467,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,0,34,40811,20.656554061472455,33.95684585743882,106.23648903778312,547.6042770761958,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,1,34,40811,21.004059839875467,39.078638136818284,103.70480030449966,547.0386740686242,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,2,34,40811,20.484505749003812,36.92000244887896,102.2555687296397,546.9116509564769,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,3,34,40811,21.417871543042793,34.004382411478744,103.43212316357186,547.9486775120646,23.5
T1_CUDA_REPLAY,T1,v3-lite,7,4,34,40811,20.696027140061194,35.35181526457666,104.67386461969113,549.2865170978739,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,5,34,40811,21.026329336748617,35.779632313104514,104.12390654983835,546.6573695718034,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,6,34,40811,21.46274466029746,35.06614459509353,102.2070986603225,546.6914352330443,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,7,34,40811,19.9977003919212,34.95064243942218,102.38253849046316,548.4454005228224,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,8,34,40811,21.779185525355764,34.9096795090818,104.20686745050824,547.2684326541805,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,9,34,40811,20.549813896771166,35.744618085539244,102.22353079530602,548.1403403968663,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,10,34,40811,21.311458997315697,36.06708565083653,102.1556107434407,546.6940091363831,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,11,34,40811,20.053373232465514,34.97644031605516,102.13564801036628,548.2287989768366,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,12,34,40811,21.48055641603829,34.773597448748795,105.1416325831518,546.440066342242,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,13,34,40811,20.06476681048217,35.55172601183833,102.2885295723714,548.1308657943077,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,14,34,40811,21.86317104073943,33.97930470408009,104.2377326969872,549.7878974405253,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,15,34,40811,19.953897997708296,35.915750379937805,102.49602233091987,547.9344162398597,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,16,34,40811,19.674517766230046,34.66553268342953,102.43371538062385,546.7207239416621,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,17,34,40811,20.858564690528077,35.986779292336365,104.75970844632243,547.3936405466782,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,18,34,40811,20.609462670543344,35.59610536664591,102.45797234065155,547.2779011004504,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,19,34,40811,20.154033975566723,32.7091038515962,104.09820438018002,547.7466244918432,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,20,34,40811,20.857415913811025,36.54330219266606,102.88701813392603,546.7277468249489,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,21,34,40811,21.03025082881212,33.71497597563621,104.06107429700708,548.7172819210596,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,22,34,40811,21.294357846313638,35.439783436895816,104.03082250219543,548.7182906214002,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,23,34,40811,22.63472631288354,36.81801958154284,103.99410165777432,547.2717358319135,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,24,34,40811,21.747422059216348,34.914440014548504,104.67212561297573,546.2268300975959,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,25,34,40811,21.182044080672323,35.93136324714291,105.06035720206599,546.1121558574928,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,26,34,40811,19.514105389087312,34.22191867892858,103.61577207639593,549.0276362678501,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,27,34,40811,20.651368998919192,32.64454075944772,104.17467282181352,549.2236749939048,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,28,34,40811,20.81362239829039,34.01482814787647,102.62380235167649,548.9496156082064,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,29,34,40811,21.28902200728193,37.35410448721012,104.72218872494796,547.056835418134,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,30,34,40811,20.121859969285556,34.672376456390005,102.10480899648894,547.0150373867375,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,31,34,40811,21.491631889295952,34.08926417910263,102.67640191445983,546.5948913509494,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,32,34,40811,20.721705316389535,34.897862695205376,102.53038947948659,549.6604623494491,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,33,34,40811,20.975739444366496,34.057986002279534,102.70032670000587,548.7164421421656,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,34,34,40811,21.212813013948058,34.84389542033149,102.12396104896916,547.2090957754508,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,35,34,40811,21.27127268495498,33.83148352158992,102.66760082241743,549.0355398807683,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,36,34,40811,20.020897252074874,33.466922824838846,106.31501929174539,548.7674927728135,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,37,34,40811,21.242787086688253,34.983241368638964,103.69395694379538,549.991253688464,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,38,34,40811,20.558571318834325,33.489441417293854,103.72845435352164,547.9186523581498,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,39,34,40811,20.858773542724506,35.147570018579955,104.60053338463472,546.7323918076781,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,40,34,40811,21.082304916486567,35.41984522538957,103.30716721346002,547.5984491342053,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,41,34,40811,20.590004222829204,33.61505220284665,103.46324554350954,547.1591442028288,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,42,34,40811,20.728742904821296,32.433439669573495,104.28895481418179,547.5350586130901,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,43,34,40811,21.257911536560613,35.071330216009805,104.4417911008633,548.4279980335925,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,44,34,40811,20.608109661430248,34.36971814658091,104.29104978291824,548.9763851073733,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,45,34,40811,20.419754295605863,33.57784986197001,103.12118518436864,548.5328280432866,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,46,34,40811,20.662947849330557,35.13743743822526,104.69305396257573,547.4496854205883,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,47,34,40811,20.495174743720405,34.90528728877193,101.90386379530393,548.899690232657,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,48,34,40811,21.431403603146556,35.07019067388697,103.8027601029791,548.0785401395995,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,49,34,40811,19.537364140120246,33.41560349051814,102.36889359974128,546.770375595016,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,50,34,40811,20.227494671247804,32.18982534078823,101.8520737725839,546.3573070350085,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,51,34,40811,20.611647846698393,33.74923430359317,103.71450523960146,548.1198513139068,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,52,34,40811,21.636627793424505,36.421799361262785,104.40908346978601,549.1934171455231,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,53,34,40811,19.937921037346236,33.82982911200767,102.93489928796293,547.247456160624,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,54,34,40811,20.24438467322789,33.6978726886951,102.30716739034183,546.3048597487626,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,55,34,40811,19.93763826530446,33.30383636965591,105.14682127057053,548.4767942724061,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,56,34,40811,20.39922204591656,34.699305380710626,105.8239081596894,547.7874039271887,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,57,34,40811,21.523213753410793,33.69794514117345,103.63820086850322,548.6681525880181,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,58,34,40811,21.409388583689623,35.37427613565116,103.10230667199336,547.6364697061665,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,59,34,40811,20.35131779932088,33.91851395368242,105.62189648257086,547.2793880909169,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,60,34,40811,20.321739644910053,34.338971078366484,105.8167843419169,545.3595619201128,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,61,34,40811,19.796257239514034,32.351971144365976,102.48913162208956,548.8642210389684,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,62,34,40811,19.80659509075646,32.289280330921535,102.35130398743229,547.659978188334,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,63,34,40811,20.255406827821332,35.88734886065893,104.8114412730431,547.3671542953527,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,64,34,40811,20.097102518630287,33.5258653245324,103.29039158733958,548.1784302560916,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,65,34,40811,21.138352815565504,35.63028683859895,103.5736335020467,548.1377707449919,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,66,34,40811,20.02946786776968,34.51187697168808,103.41447366878239,547.0315004977316,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,67,34,40811,20.304727511990844,35.40217422173086,103.0002744059311,546.873660644243,23.5
T1_CUDA_REPLAY,T1,v3-lite,7,68,34,40811,20.73139587260094,35.36508953151733,102.48231036646905,548.7722594742513,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,69,34,40811,19.353859348447706,32.20235704803078,103.55703355617864,545.2786005237682,23.5
T1_CUDA_REPLAY,T1,v3-lite,7,70,34,40811,20.32738430820268,33.925214815190955,105.15045396060363,547.7721579838183,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,71,34,40811,21.067924472073344,37.41742199679818,102.12484329828683,546.7697220881134,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,72,34,40811,20.14383387113875,33.23752158205633,103.7386355829355,548.5448750785679,23.0
