method,tag_method,layout,keep_k,repeat,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T1_CUDA_REPLAY,T1,v1-old,8,0,34,38457,14.625223056214917,25.127666719553623,90.3661003085825,602.4320592656711,23.0
T1_CUDA_REPLAY,T1,v1-old,7,0,34,40811,24.75319127483059,40.67290122162369,124.75750496942126,601.5310374878804,23.0
T1_CUDA_REPLAY,T1,v1-old,7,1,34,40811,25.109062425047284,45.21646836404615,123.03610523162374,603.6803557432852,23.0
T1_CUDA_REPLAY,T1,v1-old,7,2,34,40811,24.95950357688379,42.227224835217086,121.41574872049955,603.3841269894688,23.5
T1_CUDA_REPLAY,T1,v1-old,7,3,34,40811,24.88700783161873,39.488608889176945,122.21200174153797,603.7602327839031,23.0
T1_CUDA_REPLAY,T1,v1-old,7,4,34,40811,24.570234971805093,39.196363254250564,123.68762852715105,605.1791543832662,23.0
T1_CUDA_REPLAY,T1,v1-old,7,5,34,40811,25.21222438049353,45.334022792077796,122.85321846488323,603.6659143418907,23.0
T1_CUDA_REPLAY,T1,v1-old,7,6,34,40811,23.63808968057087,38.9939805246902,122.32276369536163,603.042735705588,23.0
T1_CUDA_REPLAY,T1,v1-old,7,7,34,40811,23.30722585625594,38.339266281954025,121.84914372004465,603.9535163818105,23.0
T1_CUDA_REPLAY,T1,v1-old,7,8,34,40811,25.924422921641465,44.157028485031134,121.32452092006528,602.7005593962892,23.0
T1_CUDA_REPLAY,T1,v1-old,7,9,34,40811,25.936676556431973,43.55562876866543,121.76316904240451,605.560455068883,23.0
T1_CUDA_REPLAY,T1,v1-old,7,10,34,40811,23.50548696106585,41.51220087862802,119.98902855506762,601.8046732453674,23.0
T1_CUDA_REPLAY,T1,v1-old,7,11,34,40811,23.730555558435135,41.75006770422455,120.61795437421645,603.20036182024,23.0
T1_CUDA_REPLAY,T1,v1-old,7,12,34,40811,25.876549655781453,42.135815403617684,123.11843623821274,602.4597228306886,23.0
T1_CUDA_REPLAY,T1,v1-old,7,13,34,40811,24.713758351080703,41.11315911565002,121.3642326683013,602.5538138835088,23.0
T1_CUDA_REPLAY,T1,v1-old,7,14,34,40811,25.74607820301716,40.13073541407508,123.72296150079737,605.2570270840126,23.0
T1_CUDA_REPLAY,T1,v1-old,7,15,34,40811,24.012231868185584,40.873808735208456,121.29151133583852,602.2592038931307,23.0
T1_CUDA_REPLAY,T1,v1-old,7,16,34,40811,23.479306885194063,39.14991256082695,122.58675398578131,603.3561929883701,23.0
T1_CUDA_REPLAY,T1,v1-old,7,17,34,40811,24.398797667653263,41.72177800257904,124.1042311415689,602.5722581898374,23.0
T1_CUDA_REPLAY,T1,v1-old,7,18,34,40811,24.34808445771144,41.73144138896457,122.29679340300346,602.851107861824,23.0
T1_CUDA_REPLAY,T1,v1-old,7,19,34,40811,27.023985135392394,43.213989199166775,122.1263742685359,602.743132453087,23.0
T1_CUDA_REPLAY,T1,v1-old,7,20,34,40811,23.788162501604234,42.0175245496227,121.70762362123568,601.7450229535548,23.0
T1_CUDA_REPLAY,T1,v1-old,7,21,34,40811,24.80106311260843,40.48419978082171,121.55387695078065,604.5522221488754,23.0
T1_CUDA_REPLAY,T1,v1-old,7,22,34,40811,24.877202342581583,40.01935537034204,123.04508686214672,603.8249047448026,23.0
T1_CUDA_REPLAY,T1,v1-old,7,23,34,40811,24.896651485853795,42.069491767600795,123.28476371631498,603.1823515598477,23.0
T1_CUDA_REPLAY,T1,v1-old,7,24,34,40811,24.321586245976977,40.01394755583213,124.70220326416829,601.0871160176723,23.0
T1_CUDA_REPLAY,T1,v1-old,7,25,34,40811,24.308903307313773,41.090390220120504,125.4465208846139,602.7895799938432,23.0
T1_CUDA_REPLAY,T1,v1-old,7,26,34,40811,24.918085590317297,42.90462522951946,121.38959143568576,605.0917228167784,23.0
T1_CUDA_REPLAY,T1,v1-old,7,27,34,40811,24.778921533569033,43.111534624096635,123.10336516463644,604.697679760641,23.0
T1_CUDA_REPLAY,T1,v1-old,7,28,34,40811,23.983101706798934,38.39614381500238,120.3091744660631,603.056846674316,23.0
T1_CUDA_REPLAY,T1,v1-old,7,29,34,40811,24.79016572369457,43.41898875577598,123.50178282444774,602.6671777715632,23.0
T1_CUDA_REPLAY,T1,v1-old,7,30,34,40811,23.51052381862439,39.64138718817266,120.60871122638832,602.5098444887175,23.5
T1_CUDA_REPLAY,T1,v1-old,7,31,34,40811,24.24014674376936,41.10414054689039,120.11122165605056,602.123989702699,23.0
