a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,4490,100,4490,1,0
A,C,A,10058,100,10058,1,0
A,D,A,8104,100,8104,1,0
A,E,A,1362,100,1362,1,0
A,F,A,4824,100,4824,1,0
A,G,A,10261,100,10261,1,0
A,H,A,8289,100,8289,1,0
A,B,B,4513,100,4513,1,0
B,C,B,6489,100,6489,1,0
B,D,B,4757,100,4757,1,0
B,E,B,4931,100,4931,1,0
B,F,B,1520,100,1520,1,0
B,G,B,6830,100,6830,1,0
B,H,B,4850,100,4850,1,0
A,C,C,10096,100,10096,1,0
B,C,C,6528,100,6528,1,0
C,D,C,8906,100,8906,1,0
C,E,C,10357,100,10357,1,0
C,F,C,6930,100,6930,1,0
C,G,C,1195,100,1195,1,0
C,H,C,8809,100,8809,1,0
A,D,D,8103,100,8103,1,0
B,D,D,4741,100,4741,1,0
C,D,D,8902,100,8902,1,0
D,E,D,8425,100,8425,1,0
D,F,D,4500,100,4500,1,0
D,G,D,9332,100,9332,1,0
D,H,D,1304,100,1304,1,0
A,E,E,1326,100,1326,1,0
B,E,E,4890,100,4890,1,0
C,E,E,10308,100,10308,1,0
D,E,E,8447,100,8447,1,0
E,F,E,4920,100,4920,1,0
E,G,E,10394,100,10394,1,0
E,H,E,8400,100,8400,1,0
A,F,F,4856,100,4856,1,0
B,F,F,1526,100,1526,1,0
C,F,F,6947,100,6947,1,0
D,F,F,4515,100,4515,1,0
E,F,F,4867,100,4867,1,0
F,G,F,7068,100,7068,1,0
F,H,F,4202,100,4202,1,0
A,G,G,10264,100,10264,1,0
B,G,G,6829,100,6829,1,0
C,G,G,1191,100,1191,1,0
D,G,G,9324,100,9324,1,0
E,G,G,10401,100,10401,1,0
F,G,G,7083,100,7083,1,0
G,H,G,9005,100,9005,1,0
A,H,H,8248,100,8248,1,0
B,H,H,4818,100,4818,1,0
C,H,H,8776,100,8776,1,0
D,H,H,1264,100,1264,1,0
E,H,H,8399,100,8399,1,0
F,H,H,4190,100,4190,1,0
G,H,H,8997,100,8997,1,0
A,B,A,4500,100,4500,1,0
A,C,A,10080,100,10080,1,0
A,D,A,8101,100,8101,1,0
A,E,A,1330,100,1330,1,0
A,F,A,4856,100,4856,1,0
A,G,A,10251,100,10251,1,0
A,H,A,8258,100,8258,1,0
A,B,B,4498,100,4498,1,0
B,C,B,6510,100,6510,1,0
B,D,B,4692,100,4692,1,0
B,E,B,4899,100,4899,1,0
B,F,B,1540,100,1540,1,0
B,G,B,6810,100,6810,1,0
B,H,B,4788,100,4788,1,0
A,C,C,10054,100,10054,1,0
B,C,C,6516,100,6516,1,0
C,D,C,8919,100,8919,1,0
C,E,C,10344,100,10344,1,0
C,F,C,6961,100,6961,1,0
C,G,C,1189,100,1189,1,0
C,H,C,8788,100,8788,1,0
A,D,D,8102,100,8102,1,0
B,D,D,4695,100,4695,1,0
C,D,D,8928,100,8928,1,0
D,E,D,8495,100,8495,1,0
D,F,D,4547,100,4547,1,0
D,G,D,9310,100,9310,1,0
D,H,D,1288,100,1288,1,0
A,E,E,1364,100,1364,1,0
B,E,E,4884,100,4884,1,0
C,E,E,10282,100,10282,1,0
D,E,E,8422,100,8422,1,0
E,F,E,4898,100,4898,1,0
E,G,E,10382,100,10382,1,0
E,H,E,8423,100,8423,1,0
A,F,F,4860,100,4860,1,0
B,F,F,1545,100,1545,1,0
C,F,F,6969,100,6969,1,0
D,F,F,4496,100,4496,1,0
E,F,F,4884,100,4884,1,0
F,G,F,7042,100,7042,1,0
F,H,F,4172,100,4172,1,0
A,G,G,10256,100,10256,1,0
B,G,G,6847,100,6847,1,0
C,G,G,1176,100,1176,1,0
D,G,G,9319,100,9319,1,0
E,G,G,10353,100,10353,1,0
F,G,G,7044,100,7044,1,0
G,H,G,9048,100,9048,1,0
A,H,H,8290,100,8290,1,0
B,H,H,4842,100,4842,1,0
C,H,H,8768,100,8768,1,0
D,H,H,1256,100,1256,1,0
E,H,H,8453,100,8453,1,0
F,H,H,4179,100,4179,1,0
G,H,H,9004,100,9004,1,0
A,B,A,4462,100,4462,1,0
A,C,A,10121,100,10121,1,0
A,D,A,8122,100,8122,1,0
A,E,A,1371,100,1371,1,0
A,F,A,4802,100,4802,1,0
A,G,A,10282,100,10282,1,0
A,H,A,8249,100,8249,1,0
A,B,B,4479,100,4479,1,0
B,C,B,6508,100,6508,1,0
B,D,B,4740,100,4740,1,0
B,E,B,4918,100,4918,1,0
B,F,B,1554,100,1554,1,0
B,G,B,6866,100,6866,1,0
B,H,B,4875,100,4875,1,0
A,C,C,10098,100,10098,1,0
B,C,C,6537,100,6537,1,0
C,D,C,8940,100,8940,1,0
C,E,C,10324,100,10324,1,0
C,F,C,6978,100,6978,1,0
C,G,C,1234,100,1234,1,0
C,H,C,8773,100,8773,1,0
A,D,D,8128,100,8128,1,0
B,D,D,4710,100,4710,1,0
C,D,D,8926,100,8926,1,0
D,E,D,8491,100,8491,1,0
D,F,D,4515,100,4515,1,0
D,G,D,9335,100,9335,1,0
D,H,D,1300,100,1300,1,0
A,E,E,1286,100,1286,1,0
B,E,E,4931,100,4931,1,0
C,E,E,10351,100,10351,1,0
D,E,E,8435,100,8435,1,0
E,F,E,4927,100,4927,1,0
E,G,E,10370,100,10370,1,0
E,H,E,8423,100,8423,1,0
A,F,F,4852,100,4852,1,0
B,F,F,1564,100,1564,1,0
C,F,F,6936,100,6936,1,0
D,F,F,4485,100,4485,1,0
E,F,F,4868,100,4868,1,0
F,G,F,7064,100,7064,1,0
F,H,F,4214,100,4214,1,0
A,G,G,10305,100,10305,1,0
B,G,G,6820,100,6820,1,0
C,G,G,1168,100,1168,1,0
D,G,G,9286,100,9286,1,0
E,G,G,10400,100,10400,1,0
F,G,G,7062,100,7062,1,0
G,H,G,8985,100,8985,1,0
A,H,H,8226,100,8226,1,0
B,H,H,4835,100,4835,1,0
C,H,H,8823,100,8823,1,0
D,H,H,1272,100,1272,1,0
E,H,H,8429,100,8429,1,0
F,H,H,4216,100,4216,1,0
G,H,H,9012,100,9012,1,0
A,B,A,4459,100,4459,1,0
A,C,A,10026,100,10026,1,0
A,D,A,8129,100,8129,1,0
A,E,A,1320,100,1320,1,0
A,F,A,4850,100,4850,1,0
A,G,A,10297,100,10297,1,0
A,H,A,8241,100,8241,1,0
A,B,B,4513,100,4513,1,0
B,C,B,6507,100,6507,1,0
B,D,B,4706,100,4706,1,0
B,E,B,4928,100,4928,1,0
B,F,B,1561,100,1561,1,0
B,G,B,6831,100,6831,1,0
B,H,B,4832,100,4832,1,0
A,C,C,10143,100,10143,1,0
B,C,C,6506,100,6506,1,0
C,D,C,8867,100,8867,1,0
C,E,C,10329,100,10329,1,0
C,F,C,6991,100,6991,1,0
C,G,C,1181,100,1181,1,0
C,H,C,8786,100,8786,1,0
A,D,D,8122,100,8122,1,0
B,D,D,4684,100,4684,1,0
C,D,D,8900,100,8900,1,0
D,E,D,8491,100,8491,1,0
D,F,D,4489,100,4489,1,0
D,G,D,9326,100,9326,1,0
D,H,D,1306,100,1306,1,0
A,E,E,1348,100,1348,1,0
B,E,E,4886,100,4886,1,0
C,E,E,10279,100,10279,1,0
D,E,E,8440,100,8440,1,0
E,F,E,4876,100,4876,1,0
E,G,E,10387,100,10387,1,0
E,H,E,8441,100,8441,1,0
A,F,F,4824,100,4824,1,0
B,F,F,1577,100,1577,1,0
C,F,F,6974,100,6974,1,0
D,F,F,4505,100,4505,1,0
E,F,F,4872,100,4872,1,0
F,G,F,7037,100,7037,1,0
F,H,F,4170,100,4170,1,0
A,G,G,10320,100,10320,1,0
B,G,G,6830,100,6830,1,0
C,G,G,1160,100,1160,1,0
D,G,G,9338,100,9338,1,0
E,G,G,10385,100,10385,1,0
F,G,G,7059,100,7059,1,0
G,H,G,9015,100,9015,1,0
A,H,H,8212,100,8212,1,0
B,H,H,4854,100,4854,1,0
C,H,H,8780,100,8780,1,0
D,H,H,1322,100,1322,1,0
E,H,H,8432,100,8432,1,0
F,H,H,4194,100,4194,1,0
G,H,H,9030,100,9030,1,0
A,B,A,4517,100,4517,1,0
A,C,A,10101,100,10101,1,0
A,D,A,8089,100,8089,1,0
A,E,A,1298,100,1298,1,0
A,F,A,4837,100,4837,1,0
A,G,A,10249,100,10249,1,0
A,H,A,8259,100,8259,1,0
A,B,B,4506,100,4506,1,0
B,C,B,6478,100,6478,1,0
B,D,B,4737,100,4737,1,0
B,E,B,4919,100,4919,1,0
B,F,B,1546,100,1546,1,0
B,G,B,6854,100,6854,1,0
B,H,B,4807,100,4807,1,0
A,C,C,10079,100,10079,1,0
B,C,C,6509,100,6509,1,0
C,D,C,8913,100,8913,1,0
C,E,C,10301,100,10301,1,0
C,F,C,6960,100,6960,1,0
C,G,C,1224,100,1224,1,0
C,H,C,8794,100,8794,1,0
A,D,D,8111,100,8111,1,0
B,D,D,4700,100,4700,1,0
C,D,D,8908,100,8908,1,0
D,E,D,8452,100,8452,1,0
D,F,D,4512,100,4512,1,0
D,G,D,9314,100,9314,1,0
D,H,D,1319,100,1319,1,0
A,E,E,1300,100,1300,1,0
B,E,E,4886,100,4886,1,0
C,E,E,10316,100,10316,1,0
D,E,E,8480,100,8480,1,0
E,F,E,4872,100,4872,1,0
E,G,E,10413,100,10413,1,0
E,H,E,8494,100,8494,1,0
A,F,F,4861,100,4861,1,0
B,F,F,1521,100,1521,1,0
C,F,F,6943,100,6943,1,0
D,F,F,4507,100,4507,1,0
E,F,F,4885,100,4885,1,0
F,G,F,7036,100,7036,1,0
F,H,F,4222,100,4222,1,0
A,G,G,10308,100,10308,1,0
B,G,G,6882,100,6882,1,0
C,G,G,1180,100,1180,1,0
D,G,G,9293,100,9293,1,0
E,G,G,10428,100,10428,1,0
F,G,G,7076,100,7076,1,0
G,H,G,9020,100,9020,1,0
A,H,H,8231,100,8231,1,0
B,H,H,4802,100,4802,1,0
C,H,H,8808,100,8808,1,0
D,H,H,1305,100,1305,1,0
E,H,H,8454,100,8454,1,0
F,H,H,4232,100,4232,1,0
G,H,H,9029,100,9029,1,0
A,B,A,4489,100,4489,1,0
A,C,A,10083,100,10083,1,0
A,D,A,8108,100,8108,1,0
A,E,A,1281,100,1281,1,0
A,F,A,4867,100,4867,1,0
A,G,A,10259,100,10259,1,0
A,H,A,8278,100,8278,1,0
A,B,B,4497,100,4497,1,0
B,C,B,6525,100,6525,1,0
B,D,B,4733,100,4733,1,0
B,E,B,4912,100,4912,1,0
B,F,B,1532,100,1532,1,0
B,G,B,6853,100,6853,1,0
B,H,B,4809,100,4809,1,0
A,C,C,10078,100,10078,1,0
B,C,C,6505,100,6505,1,0
C,D,C,8939,100,8939,1,0
C,E,C,10342,100,10342,1,0
C,F,C,6950,100,6950,1,0
C,G,C,1189,100,1189,1,0
C,H,C,8790,100,8790,1,0
A,D,D,8083,100,8083,1,0
B,D,D,4750,100,4750,1,0
C,D,D,8969,100,8969,1,0
D,E,D,8503,100,8503,1,0
D,F,D,4490,100,4490,1,0
D,G,D,9274,100,9274,1,0
D,H,D,1375,100,1375,1,0
A,E,E,1285,100,1285,1,0
B,E,E,4920,100,4920,1,0
C,E,E,10299,100,10299,1,0
D,E,E,8520,100,8520,1,0
E,F,E,4879,100,4879,1,0
E,G,E,10386,100,10386,1,0
E,H,E,8426,100,8426,1,0
A,F,F,4857,100,4857,1,0
B,F,F,1548,100,1548,1,0
C,F,F,6972,100,6972,1,0
D,F,F,4509,100,4509,1,0
E,F,F,4863,100,4863,1,0
F,G,F,7068,100,7068,1,0
F,H,F,4221,100,4221,1,0
A,G,G,10241,100,10241,1,0
B,G,G,6812,100,6812,1,0
C,G,G,1136,100,1136,1,0
D,G,G,9296,100,9296,1,0
E,G,G,10397,100,10397,1,0
F,G,G,7070,100,7070,1,0
G,H,G,9032,100,9032,1,0
A,H,H,8202,100,8202,1,0
B,H,H,4805,100,4805,1,0
C,H,H,8778,100,8778,1,0
D,H,H,1324,100,1324,1,0
E,H,H,8412,100,8412,1,0
F,H,H,4161,100,4161,1,0
G,H,H,8994,100,8994,1,0
A,B,A,4506,100,4506,1,0
A,C,A,10081,100,10081,1,0
A,D,A,8135,100,8135,1,0
A,E,A,1345,100,1345,1,0
A,F,A,4867,100,4867,1,0
A,G,A,10314,100,10314,1,0
A,H,A,8230,100,8230,1,0
A,B,B,4464,100,4464,1,0
B,C,B,6500,100,6500,1,0
B,D,B,4738,100,4738,1,0
B,E,B,4921,100,4921,1,0
B,F,B,1513,100,1513,1,0
B,G,B,6807,100,6807,1,0
B,H,B,4836,100,4836,1,0
A,C,C,10050,100,10050,1,0
B,C,C,6459,100,6459,1,0
C,D,C,8890,100,8890,1,0
C,E,C,10362,100,10362,1,0
C,F,C,6967,100,6967,1,0
C,G,C,1207,100,1207,1,0
C,H,C,8775,100,8775,1,0
A,D,D,8122,100,8122,1,0
B,D,D,4762,100,4762,1,0
C,D,D,8932,100,8932,1,0
D,E,D,8429,100,8429,1,0
D,F,D,4525,100,4525,1,0
D,G,D,9334,100,9334,1,0
D,H,D,1316,100,1316,1,0
A,E,E,1355,100,1355,1,0
B,E,E,4938,100,4938,1,0
C,E,E,10357,100,10357,1,0
D,E,E,8469,100,8469,1,0
E,F,E,4888,100,4888,1,0
E,G,E,10393,100,10393,1,0
E,H,E,8456,100,8456,1,0
A,F,F,4889,100,4889,1,0
B,F,F,1558,100,1558,1,0
C,F,F,6950,100,6950,1,0
D,F,F,4547,100,4547,1,0
E,F,F,4855,100,4855,1,0
F,G,F,7050,100,7050,1,0
F,H,F,4204,100,4204,1,0
A,G,G,10297,100,10297,1,0
B,G,G,6807,100,6807,1,0
C,G,G,1190,100,1190,1,0
D,G,G,9299,100,9299,1,0
E,G,G,10397,100,10397,1,0
F,G,G,7075,100,7075,1,0
G,H,G,9015,100,9015,1,0
A,H,H,8248,100,8248,1,0
B,H,H,4804,100,4804,1,0
C,H,H,8786,100,8786,1,0
D,H,H,1261,100,1261,1,0
E,H,H,8434,100,8434,1,0
F,H,H,4204,100,4204,1,0
G,H,H,8994,100,8994,1,0
A,B,A,4489,100,4489,1,0
A,C,A,10081,100,10081,1,0
A,D,A,8111,100,8111,1,0
A,E,A,1358,100,1358,1,0
A,F,A,4824,100,4824,1,0
A,G,A,10270,100,10270,1,0
A,H,A,8259,100,8259,1,0
A,B,B,4470,100,4470,1,0
B,C,B,6457,100,6457,1,0
B,D,B,4739,100,4739,1,0
B,E,B,4915,100,4915,1,0
B,F,B,1532,100,1532,1,0
B,G,B,6838,100,6838,1,0
B,H,B,4885,100,4885,1,0
A,C,C,10063,100,10063,1,0
B,C,C,6493,100,6493,1,0
C,D,C,8908,100,8908,1,0
C,E,C,10314,100,10314,1,0
C,F,C,6957,100,6957,1,0
C,G,C,1209,100,1209,1,0
C,H,C,8807,100,8807,1,0
A,D,D,8135,100,8135,1,0
B,D,D,4739,100,4739,1,0
C,D,D,8935,100,8935,1,0
D,E,D,8430,100,8430,1,0
D,F,D,4530,100,4530,1,0
D,G,D,9291,100,9291,1,0
D,H,D,1328,100,1328,1,0
A,E,E,1296,100,1296,1,0
B,E,E,4862,100,4862,1,0
C,E,E,10317,100,10317,1,0
D,E,E,8524,100,8524,1,0
E,F,E,4854,100,4854,1,0
E,G,E,10385,100,10385,1,0
E,H,E,8422,100,8422,1,0
A,F,F,4874,100,4874,1,0
B,F,F,1572,100,1572,1,0
C,F,F,6955,100,6955,1,0
D,F,F,4481,100,4481,1,0
E,F,F,4943,100,4943,1,0
F,G,F,7062,100,7062,1,0
F,H,F,4240,100,4240,1,0
A,G,G,10288,100,10288,1,0
B,G,G,6820,100,6820,1,0
C,G,G,1215,100,1215,1,0
D,G,G,9325,100,9325,1,0
E,G,G,10386,100,10386,1,0
F,G,G,7031,100,7031,1,0
G,H,G,9008,100,9008,1,0
A,H,H,8292,100,8292,1,0
B,H,H,4848,100,4848,1,0
C,H,H,8744,100,8744,1,0
D,H,H,1286,100,1286,1,0
E,H,H,8428,100,8428,1,0
F,H,H,4201,100,4201,1,0
G,H,H,9024,100,9024,1,0
A,B,A,4479,100,4479,1,0
A,C,A,10045,100,10045,1,0
A,D,A,8114,100,8114,1,0
A,E,A,1346,100,1346,1,0
A,F,A,4817,100,4817,1,0
A,G,A,10233,100,10233,1,0
A,H,A,8240,100,8240,1,0
A,B,B,4497,100,4497,1,0
B,C,B,6544,100,6544,1,0
B,D,B,4711,100,4711,1,0
B,E,B,4903,100,4903,1,0
B,F,B,1522,100,1522,1,0
B,G,B,6829,100,6829,1,0
B,H,B,4757,100,4757,1,0
A,C,C,10063,100,10063,1,0
B,C,C,6484,100,6484,1,0
C,D,C,8934,100,8934,1,0
C,E,C,10338,100,10338,1,0
C,F,C,6953,100,6953,1,0
C,G,C,1194,100,1194,1,0
C,H,C,8807,100,8807,1,0
A,D,D,8115,100,8115,1,0
B,D,D,4743,100,4743,1,0
C,D,D,8938,100,8938,1,0
D,E,D,8461,100,8461,1,0
D,F,D,4532,100,4532,1,0
D,G,D,9307,100,9307,1,0
D,H,D,1355,100,1355,1,0
A,E,E,1277,100,1277,1,0
B,E,E,4869,100,4869,1,0
C,E,E,10329,100,10329,1,0
D,E,E,8513,100,8513,1,0
E,F,E,4900,100,4900,1,0
E,G,E,10406,100,10406,1,0
E,H,E,8448,100,8448,1,0
A,F,F,4851,100,4851,1,0
B,F,F,1542,100,1542,1,0
C,F,F,6951,100,6951,1,0
D,F,F,4508,100,4508,1,0
E,F,F,4888,100,4888,1,0
F,G,F,7040,100,7040,1,0
F,H,F,4182,100,4182,1,0
A,G,G,10284,100,10284,1,0
B,G,G,6819,100,6819,1,0
C,G,G,1245,100,1245,1,0
D,G,G,9308,100,9308,1,0
E,G,G,10349,100,10349,1,0
F,G,G,7070,100,7070,1,0
G,H,G,9037,100,9037,1,0
A,H,H,8259,100,8259,1,0
B,H,H,4820,100,4820,1,0
C,H,H,8776,100,8776,1,0
D,H,H,1303,100,1303,1,0
E,H,H,8421,100,8421,1,0
F,H,H,4202,100,4202,1,0
G,H,H,8980,100,8980,1,0
A,B,A,4478,100,4478,1,0
A,C,A,10055,100,10055,1,0
A,D,A,8129,100,8129,1,0
A,E,A,1302,100,1302,1,0
A,F,A,4824,100,4824,1,0
A,G,A,10279,100,10279,1,0
A,H,A,8248,100,8248,1,0
A,B,B,4507,100,4507,1,0
B,C,B,6476,100,6476,1,0
B,D,B,4780,100,4780,1,0
B,E,B,4847,100,4847,1,0
B,F,B,1529,100,1529,1,0
B,G,B,6827,100,6827,1,0
B,H,B,4800,100,4800,1,0
A,C,C,10109,100,10109,1,0
B,C,C,6511,100,6511,1,0
C,D,C,8929,100,8929,1,0
C,E,C,10335,100,10335,1,0
C,F,C,6970,100,6970,1,0
C,G,C,1229,100,1229,1,0
C,H,C,8776,100,8776,1,0
A,D,D,8128,100,8128,1,0
B,D,D,4695,100,4695,1,0
C,D,D,8945,100,8945,1,0
D,E,D,8486,100,8486,1,0
D,F,D,4527,100,4527,1,0
D,G,D,9313,100,9313,1,0
D,H,D,1262,100,1262,1,0
A,E,E,1392,100,1392,1,0
B,E,E,4923,100,4923,1,0
C,E,E,10299,100,10299,1,0
D,E,E,8461,100,8461,1,0
E,F,E,4888,100,4888,1,0
E,G,E,10362,100,10362,1,0
E,H,E,8400,100,8400,1,0
A,F,F,4837,100,4837,1,0
B,F,F,1536,100,1536,1,0
C,F,F,6945,100,6945,1,0
D,F,F,4508,100,4508,1,0
E,F,F,4863,100,4863,1,0
F,G,F,7065,100,7065,1,0
F,H,F,4160,100,4160,1,0
A,G,G,10276,100,10276,1,0
B,G,G,6903,100,6903,1,0
C,G,G,1252,100,1252,1,0
D,G,G,9317,100,9317,1,0
E,G,G,10397,100,10397,1,0
F,G,G,7051,100,7051,1,0
G,H,G,9007,100,9007,1,0
A,H,H,8256,100,8256,1,0
B,H,H,4808,100,4808,1,0
C,H,H,8813,100,8813,1,0
D,H,H,1235,100,1235,1,0
E,H,H,8402,100,8402,1,0
F,H,H,4167,100,4167,1,0
G,H,H,8981,100,8981,1,0
A,B,A,4494,100,4494,1,0
A,C,A,10060,100,10060,1,0
A,D,A,8125,100,8125,1,0
A,E,A,1321,100,1321,1,0
A,F,A,4885,100,4885,1,0
A,G,A,10283,100,10283,1,0
A,H,A,8277,100,8277,1,0
A,B,B,4467,100,4467,1,0
B,C,B,6472,100,6472,1,0
B,D,B,4698,100,4698,1,0
B,E,B,4869,100,4869,1,0
B,F,B,1527,100,1527,1,0
B,G,B,6786,100,6786,1,0
B,H,B,4792,100,4792,1,0
A,C,C,10034,100,10034,1,0
B,C,C,6515,100,6515,1,0
C,D,C,8930,100,8930,1,0
C,E,C,10307,100,10307,1,0
C,F,C,6956,100,6956,1,0
C,G,C,1182,100,1182,1,0
C,H,C,8740,100,8740,1,0
A,D,D,8123,100,8123,1,0
B,D,D,4710,100,4710,1,0
C,D,D,8925,100,8925,1,0
D,E,D,8454,100,8454,1,0
D,F,D,4535,100,4535,1,0
D,G,D,9318,100,9318,1,0
D,H,D,1328,100,1328,1,0
A,E,E,1270,100,1270,1,0
B,E,E,4956,100,4956,1,0
C,E,E,10366,100,10366,1,0
D,E,E,8501,100,8501,1,0
E,F,E,4879,100,4879,1,0
E,G,E,10397,100,10397,1,0
E,H,E,8429,100,8429,1,0
A,F,F,4835,100,4835,1,0
B,F,F,1567,100,1567,1,0
