a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,5799,100,5799,1,0
A,C,A,9627,100,9627,1,0
A,D,A,8351,100,8351,1,0
A,E,A,1105,100,1105,1,0
A,F,A,6029,100,6029,1,0
A,G,A,9219,100,9219,1,0
A,H,A,8868,100,8868,1,0
A,B,B,5796,100,5796,1,0
B,C,B,4838,100,4838,1,0
B,D,B,4472,100,4472,1,0
B,E,B,6151,100,6151,1,0
B,F,B,1498,100,1498,1,0
B,G,B,4754,100,4754,1,0
B,H,B,5179,100,5179,1,0
A,C,C,9657,100,9657,1,0
B,C,C,4856,100,4856,1,0
C,D,C,8075,100,8075,1,0
C,E,C,9879,100,9879,1,0
C,F,C,5213,100,5213,1,0
C,G,C,1582,100,1582,1,0
C,H,C,8785,100,8785,1,0
A,D,D,8383,100,8383,1,0
B,D,D,4414,100,4414,1,0
C,D,D,8101,100,8101,1,0
D,E,D,8585,100,8585,1,0
D,F,D,4422,100,4422,1,0
D,G,D,8143,100,8143,1,0
D,H,D,1616,100,1616,1,0
A,E,E,1138,100,1138,1,0
B,E,E,6120,100,6120,1,0
C,E,E,9972,100,9972,1,0
D,E,E,8626,100,8626,1,0
E,F,E,6045,100,6045,1,0
E,G,E,9397,100,9397,1,0
E,H,E,8802,100,8802,1,0
A,F,F,6007,100,6007,1,0
B,F,F,1463,100,1463,1,0
C,F,F,5246,100,5246,1,0
D,F,F,4450,100,4450,1,0
E,F,F,6058,100,6058,1,0
F,G,F,4702,100,4702,1,0
F,H,F,4711,100,4711,1,0
A,G,G,9244,100,9244,1,0
B,G,G,4770,100,4770,1,0
C,G,G,1589,100,1589,1,0
D,G,G,8203,100,8203,1,0
E,G,G,9398,100,9398,1,0
F,G,G,4735,100,4735,1,0
G,H,G,8568,100,8568,1,0
A,H,H,8810,100,8810,1,0
B,H,H,5181,100,5181,1,0
C,H,H,8775,100,8775,1,0
D,H,H,1633,100,1633,1,0
E,H,H,8854,100,8854,1,0
F,H,H,4770,100,4770,1,0
G,H,H,8532,100,8532,1,0
A,B,A,5799,100,5799,1,0
A,C,A,9516,100,9516,1,0
A,D,A,8351,100,8351,1,0
A,E,A,1168,100,1168,1,0
A,F,A,6012,100,6012,1,0
A,G,A,9210,100,9210,1,0
A,H,A,8863,100,8863,1,0
A,B,B,5805,100,5805,1,0
B,C,B,4840,100,4840,1,0
B,D,B,4413,100,4413,1,0
B,E,B,6118,100,6118,1,0
B,F,B,1484,100,1484,1,0
B,G,B,4750,100,4750,1,0
B,H,B,5208,100,5208,1,0
A,C,C,9588,100,9588,1,0
B,C,C,4844,100,4844,1,0
C,D,C,8102,100,8102,1,0
C,E,C,9906,100,9906,1,0
C,F,C,5255,100,5255,1,0
C,G,C,1547,100,1547,1,0
C,H,C,8828,100,8828,1,0
A,D,D,8358,100,8358,1,0
B,D,D,4440,100,4440,1,0
C,D,D,8100,100,8100,1,0
D,E,D,8571,100,8571,1,0
D,F,D,4415,100,4415,1,0
D,G,D,8156,100,8156,1,0
D,H,D,1617,100,1617,1,0
A,E,E,1133,100,1133,1,0
B,E,E,6103,100,6103,1,0
C,E,E,9916,100,9916,1,0
D,E,E,8533,100,8533,1,0
E,F,E,6058,100,6058,1,0
E,G,E,9392,100,9392,1,0
E,H,E,8851,100,8851,1,0
A,F,F,6028,100,6028,1,0
B,F,F,1496,100,1496,1,0
C,F,F,5217,100,5217,1,0
D,F,F,4465,100,4465,1,0
E,F,F,6045,100,6045,1,0
F,G,F,4722,100,4722,1,0
F,H,F,4729,100,4729,1,0
A,G,G,9175,100,9175,1,0
B,G,G,4774,100,4774,1,0
C,G,G,1590,100,1590,1,0
D,G,G,8160,100,8160,1,0
E,G,G,9411,100,9411,1,0
F,G,G,4711,100,4711,1,0
G,H,G,8550,100,8550,1,0
A,H,H,8834,100,8834,1,0
B,H,H,5204,100,5204,1,0
C,H,H,8804,100,8804,1,0
D,H,H,1593,100,1593,1,0
E,H,H,8855,100,8855,1,0
F,H,H,4728,100,4728,1,0
G,H,H,8550,100,8550,1,0
A,B,A,5801,100,5801,1,0
A,C,A,9563,100,9563,1,0
A,D,A,8330,100,8330,1,0
A,E,A,1099,100,1099,1,0
A,F,A,5991,100,5991,1,0
A,G,A,9245,100,9245,1,0
A,H,A,8827,100,8827,1,0
A,B,B,5816,100,5816,1,0
B,C,B,4826,100,4826,1,0
B,D,B,4427,100,4427,1,0
B,E,B,6123,100,6123,1,0
B,F,B,1492,100,1492,1,0
B,G,B,4765,100,4765,1,0
B,H,B,5168,100,5168,1,0
A,C,C,9602,100,9602,1,0
B,C,C,4852,100,4852,1,0
C,D,C,8093,100,8093,1,0
C,E,C,9879,100,9879,1,0
C,F,C,5253,100,5253,1,0
C,G,C,1562,100,1562,1,0
C,H,C,8802,100,8802,1,0
A,D,D,8365,100,8365,1,0
B,D,D,4398,100,4398,1,0
C,D,D,8109,100,8109,1,0
D,E,D,8577,100,8577,1,0
D,F,D,4459,100,4459,1,0
D,G,D,8163,100,8163,1,0
D,H,D,1590,100,1590,1,0
A,E,E,1199,100,1199,1,0
B,E,E,6102,100,6102,1,0
C,E,E,9903,100,9903,1,0
D,E,E,8547,100,8547,1,0
E,F,E,6072,100,6072,1,0
E,G,E,9400,100,9400,1,0
E,H,E,8845,100,8845,1,0
A,F,F,6003,100,6003,1,0
B,F,F,1487,100,1487,1,0
C,F,F,5251,100,5251,1,0
D,F,F,4451,100,4451,1,0
E,F,F,6063,100,6063,1,0
F,G,F,4708,100,4708,1,0
F,H,F,4757,100,4757,1,0
A,G,G,9243,100,9243,1,0
B,G,G,4747,100,4747,1,0
C,G,G,1597,100,1597,1,0
D,G,G,8109,100,8109,1,0
E,G,G,9417,100,9417,1,0
F,G,G,4697,100,4697,1,0
G,H,G,8575,100,8575,1,0
A,H,H,8840,100,8840,1,0
B,H,H,5203,100,5203,1,0
C,H,H,8739,100,8739,1,0
D,H,H,1634,100,1634,1,0
E,H,H,8827,100,8827,1,0
F,H,H,4755,100,4755,1,0
G,H,H,8599,100,8599,1,0
A,B,A,5801,100,5801,1,0
A,C,A,9561,100,9561,1,0
A,D,A,8360,100,8360,1,0
A,E,A,1139,100,1139,1,0
A,F,A,5939,100,5939,1,0
A,G,A,9198,100,9198,1,0
A,H,A,8848,100,8848,1,0
A,B,B,5799,100,5799,1,0
B,C,B,4830,100,4830,1,0
B,D,B,4412,100,4412,1,0
B,E,B,6146,100,6146,1,0
B,F,B,1454,100,1454,1,0
B,G,B,4757,100,4757,1,0
B,H,B,5153,100,5153,1,0
A,C,C,9508,100,9508,1,0
B,C,C,4856,100,4856,1,0
C,D,C,8108,100,8108,1,0
C,E,C,9937,100,9937,1,0
C,F,C,5218,100,5218,1,0
C,G,C,1605,100,1605,1,0
C,H,C,8773,100,8773,1,0
A,D,D,8371,100,8371,1,0
B,D,D,4467,100,4467,1,0
C,D,D,8083,100,8083,1,0
D,E,D,8600,100,8600,1,0
D,F,D,4478,100,4478,1,0
D,G,D,8185,100,8185,1,0
D,H,D,1606,100,1606,1,0
A,E,E,1157,100,1157,1,0
B,E,E,6154,100,6154,1,0
C,E,E,9937,100,9937,1,0
D,E,E,8519,100,8519,1,0
E,F,E,6036,100,6036,1,0
E,G,E,9402,100,9402,1,0
E,H,E,8854,100,8854,1,0
A,F,F,5973,100,5973,1,0
B,F,F,1504,100,1504,1,0
C,F,F,5218,100,5218,1,0
D,F,F,4457,100,4457,1,0
E,F,F,6043,100,6043,1,0
F,G,F,4708,100,4708,1,0
F,H,F,4759,100,4759,1,0
A,G,G,9235,100,9235,1,0
B,G,G,4768,100,4768,1,0
C,G,G,1563,100,1563,1,0
D,G,G,8176,100,8176,1,0
E,G,G,9403,100,9403,1,0
F,G,G,4693,100,4693,1,0
G,H,G,8566,100,8566,1,0
A,H,H,8849,100,8849,1,0
B,H,H,5257,100,5257,1,0
C,H,H,8791,100,8791,1,0
D,H,H,1596,100,1596,1,0
E,H,H,8815,100,8815,1,0
F,H,H,4755,100,4755,1,0
G,H,H,8534,100,8534,1,0
A,B,A,5763,100,5763,1,0
A,C,A,9567,100,9567,1,0
A,D,A,8345,100,8345,1,0
A,E,A,1170,100,1170,1,0
A,F,A,5964,100,5964,1,0
A,G,A,9164,100,9164,1,0
A,H,A,8869,100,8869,1,0
A,B,B,5841,100,5841,1,0
B,C,B,4834,100,4834,1,0
B,D,B,4435,100,4435,1,0
B,E,B,6155,100,6155,1,0
B,F,B,1483,100,1483,1,0
B,G,B,4750,100,4750,1,0
B,H,B,5237,100,5237,1,0
A,C,C,9511,100,9511,1,0
B,C,C,4835,100,4835,1,0
C,D,C,8117,100,8117,1,0
C,E,C,9922,100,9922,1,0
C,F,C,5212,100,5212,1,0
C,G,C,1629,100,1629,1,0
C,H,C,8743,100,8743,1,0
A,D,D,8384,100,8384,1,0
B,D,D,4423,100,4423,1,0
C,D,D,8119,100,8119,1,0
D,E,D,8578,100,8578,1,0
D,F,D,4415,100,4415,1,0
D,G,D,8159,100,8159,1,0
D,H,D,1602,100,1602,1,0
A,E,E,1141,100,1141,1,0
B,E,E,6115,100,6115,1,0
C,E,E,9914,100,9914,1,0
D,E,E,8536,100,8536,1,0
E,F,E,6081,100,6081,1,0
E,G,E,9395,100,9395,1,0
E,H,E,8839,100,8839,1,0
A,F,F,5985,100,5985,1,0
B,F,F,1471,100,1471,1,0
C,F,F,5236,100,5236,1,0
D,F,F,4417,100,4417,1,0
E,F,F,6047,100,6047,1,0
F,G,F,4691,100,4691,1,0
F,H,F,4725,100,4725,1,0
A,G,G,9237,100,9237,1,0
B,G,G,4758,100,4758,1,0
C,G,G,1624,100,1624,1,0
D,G,G,8149,100,8149,1,0
E,G,G,9389,100,9389,1,0
F,G,G,4710,100,4710,1,0
G,H,G,8591,100,8591,1,0
A,H,H,8849,100,8849,1,0
