a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,1692,100,1692,1,0
A,C,A,3325,100,3325,1,0
A,D,A,2615,100,2615,1,0
A,E,A,1515,100,1515,1,0
A,F,A,2439,100,2439,1,0
A,G,A,3843,100,3843,1,0
A,H,A,3000,100,3000,1,0
A,B,B,1739,100,1739,1,0
B,C,B,1763,100,1763,1,0
B,D,B,2089,100,2089,1,0
B,E,B,2286,100,2286,1,0
B,F,B,1432,100,1432,1,0
B,G,B,2429,100,2429,1,0
B,H,B,2644,100,2644,1,0
A,C,C,3326,100,3326,1,0
B,C,C,1756,100,1756,1,0
C,D,C,3453,100,3453,1,0
C,E,C,3748,100,3748,1,0
C,F,C,2020,100,2020,1,0
C,G,C,1492,100,1492,1,0
C,H,C,3989,100,3989,1,0
A,D,D,2621,100,2621,1,0
B,D,D,2088,100,2088,1,0
C,D,D,3444,100,3444,1,0
D,E,D,3034,100,3034,1,0
D,F,D,2865,100,2865,1,0
D,G,D,3969,100,3969,1,0
D,H,D,1406,100,1406,1,0
A,E,E,1477,100,1477,1,0
B,E,E,2250,100,2250,1,0
C,E,E,3714,100,3714,1,0
D,E,E,3070,100,3070,1,0
E,F,E,2113,100,2113,1,0
E,G,E,3626,100,3626,1,0
E,H,E,2736,100,2736,1,0
A,F,F,2482,100,2482,1,0
B,F,F,1432,100,1432,1,0
C,F,F,2022,100,2022,1,0
D,F,F,2821,100,2821,1,0
E,F,F,2097,100,2097,1,0
F,G,F,1602,100,1602,1,0
F,H,F,2691,100,2691,1,0
A,G,G,3834,100,3834,1,0
B,G,G,2410,100,2410,1,0
C,G,G,1555,100,1555,1,0
D,G,G,3969,100,3969,1,0
E,G,G,3661,100,3661,1,0
F,G,G,1619,100,1619,1,0
G,H,G,3923,100,3923,1,0
A,H,H,3003,100,3003,1,0
B,H,H,2656,100,2656,1,0
C,H,H,3958,100,3958,1,0
D,H,H,1407,100,1407,1,0
E,H,H,2706,100,2706,1,0
F,H,H,2678,100,2678,1,0
G,H,H,3967,100,3967,1,0
A,B,A,1722,100,1722,1,0
A,C,A,3336,100,3336,1,0
A,D,A,2606,100,2606,1,0
A,E,A,1492,100,1492,1,0
A,F,A,2494,100,2494,1,0
A,G,A,3862,100,3862,1,0
A,H,A,3021,100,3021,1,0
A,B,B,1734,100,1734,1,0
B,C,B,1742,100,1742,1,0
B,D,B,2086,100,2086,1,0
B,E,B,2291,100,2291,1,0
B,F,B,1438,100,1438,1,0
B,G,B,2456,100,2456,1,0
B,H,B,2657,100,2657,1,0
A,C,C,3310,100,3310,1,0
B,C,C,1765,100,1765,1,0
C,D,C,3402,100,3402,1,0
C,E,C,3718,100,3718,1,0
C,F,C,2025,100,2025,1,0
C,G,C,1564,100,1564,1,0
C,H,C,3955,100,3955,1,0
A,D,D,2631,100,2631,1,0
B,D,D,2114,100,2114,1,0
C,D,D,3447,100,3447,1,0
D,E,D,3054,100,3054,1,0
D,F,D,2827,100,2827,1,0
D,G,D,3998,100,3998,1,0
D,H,D,1342,100,1342,1,0
A,E,E,1490,100,1490,1,0
B,E,E,2256,100,2256,1,0
C,E,E,3738,100,3738,1,0
D,E,E,3029,100,3029,1,0
E,F,E,2099,100,2099,1,0
E,G,E,3615,100,3615,1,0
E,H,E,2690,100,2690,1,0
A,F,F,2471,100,2471,1,0
B,F,F,1448,100,1448,1,0
C,F,F,2016,100,2016,1,0
D,F,F,2838,100,2838,1,0
E,F,F,2089,100,2089,1,0
F,G,F,1608,100,1608,1,0
F,H,F,2697,100,2697,1,0
A,G,G,3798,100,3798,1,0
B,G,G,2435,100,2435,1,0
C,G,G,1467,100,1467,1,0
D,G,G,3978,100,3978,1,0
E,G,G,3615,100,3615,1,0
F,G,G,1599,100,1599,1,0
G,H,G,3967,100,3967,1,0
A,H,H,3032,100,3032,1,0
B,H,H,2629,100,2629,1,0
C,H,H,3956,100,3956,1,0
D,H,H,1379,100,1379,1,0
E,H,H,2717,100,2717,1,0
F,H,H,2672,100,2672,1,0
G,H,H,3925,100,3925,1,0
A,B,A,1697,100,1697,1,0
A,C,A,3351,100,3351,1,0
A,D,A,2609,100,2609,1,0
A,E,A,1459,100,1459,1,0
A,F,A,2512,100,2512,1,0
A,G,A,3829,100,3829,1,0
A,H,A,2987,100,2987,1,0
A,B,B,1722,100,1722,1,0
B,C,B,1721,100,1721,1,0
B,D,B,2128,100,2128,1,0
B,E,B,2230,100,2230,1,0
B,F,B,1450,100,1450,1,0
B,G,B,2398,100,2398,1,0
B,H,B,2663,100,2663,1,0
A,C,C,3325,100,3325,1,0
B,C,C,1755,100,1755,1,0
C,D,C,3454,100,3454,1,0
C,E,C,3712,100,3712,1,0
C,F,C,2031,100,2031,1,0
C,G,C,1517,100,1517,1,0
C,H,C,3949,100,3949,1,0
A,D,D,2613,100,2613,1,0
B,D,D,2125,100,2125,1,0
C,D,D,3436,100,3436,1,0
D,E,D,3074,100,3074,1,0
D,F,D,2829,100,2829,1,0
D,G,D,3961,100,3961,1,0
D,H,D,1385,100,1385,1,0
A,E,E,1452,100,1452,1,0
B,E,E,2266,100,2266,1,0
C,E,E,3724,100,3724,1,0
D,E,E,2980,100,2980,1,0
E,F,E,2060,100,2060,1,0
E,G,E,3630,100,3630,1,0
E,H,E,2698,100,2698,1,0
A,F,F,2496,100,2496,1,0
B,F,F,1454,100,1454,1,0
C,F,F,2024,100,2024,1,0
D,F,F,2840,100,2840,1,0
E,F,F,2132,100,2132,1,0
F,G,F,1593,100,1593,1,0
F,H,F,2624,100,2624,1,0
A,G,G,3801,100,3801,1,0
B,G,G,2400,100,2400,1,0
C,G,G,1490,100,1490,1,0
D,G,G,3959,100,3959,1,0
E,G,G,3631,100,3631,1,0
F,G,G,1584,100,1584,1,0
G,H,G,3963,100,3963,1,0
A,H,H,3059,100,3059,1,0
B,H,H,2619,100,2619,1,0
C,H,H,3921,100,3921,1,0
D,H,H,1329,100,1329,1,0
E,H,H,2706,100,2706,1,0
F,H,H,2649,100,2649,1,0
G,H,H,3943,100,3943,1,0
A,B,A,1725,100,1725,1,0
A,C,A,3323,100,3323,1,0
A,D,A,2603,100,2603,1,0
A,E,A,1453,100,1453,1,0
A,F,A,2463,100,2463,1,0
A,G,A,3837,100,3837,1,0
A,H,A,2986,100,2986,1,0
A,B,B,1694,100,1694,1,0
B,C,B,1757,100,1757,1,0
B,D,B,2112,100,2112,1,0
B,E,B,2270,100,2270,1,0
B,F,B,1403,100,1403,1,0
B,G,B,2424,100,2424,1,0
B,H,B,2669,100,2669,1,0
A,C,C,3330,100,3330,1,0
B,C,C,1739,100,1739,1,0
C,D,C,3431,100,3431,1,0
C,E,C,3753,100,3753,1,0
C,F,C,2020,100,2020,1,0
C,G,C,1488,100,1488,1,0
C,H,C,3950,100,3950,1,0
A,D,D,2642,100,2642,1,0
B,D,D,2084,100,2084,1,0
C,D,D,3450,100,3450,1,0
D,E,D,2987,100,2987,1,0
D,F,D,2864,100,2864,1,0
D,G,D,3957,100,3957,1,0
D,H,D,1302,100,1302,1,0
A,E,E,1453,100,1453,1,0
B,E,E,2296,100,2296,1,0
C,E,E,3759,100,3759,1,0
D,E,E,3053,100,3053,1,0
E,F,E,2096,100,2096,1,0
E,G,E,3614,100,3614,1,0
E,H,E,2738,100,2738,1,0
A,F,F,2536,100,2536,1,0
B,F,F,1462,100,1462,1,0
C,F,F,2027,100,2027,1,0
D,F,F,2841,100,2841,1,0
E,F,F,2127,100,2127,1,0
F,G,F,1606,100,1606,1,0
F,H,F,2646,100,2646,1,0
A,G,G,3824,100,3824,1,0
B,G,G,2396,100,2396,1,0
C,G,G,1498,100,1498,1,0
D,G,G,3947,100,3947,1,0
E,G,G,3617,100,3617,1,0
F,G,G,1608,100,1608,1,0
G,H,G,3915,100,3915,1,0
A,H,H,2981,100,2981,1,0
B,H,H,2697,100,2697,1,0
C,H,H,3922,100,3922,1,0
D,H,H,1350,100,1350,1,0
E,H,H,2696,100,2696,1,0
F,H,H,2653,100,2653,1,0
G,H,H,3960,100,3960,1,0
A,B,A,1665,100,1665,1,0
A,C,A,3308,100,3308,1,0
A,D,A,2611,100,2611,1,0
A,E,A,1504,100,1504,1,0
A,F,A,2509,100,2509,1,0
A,G,A,3841,100,3841,1,0
A,H,A,2982,100,2982,1,0
A,B,B,1712,100,1712,1,0
B,C,B,1741,100,1741,1,0
B,D,B,2135,100,2135,1,0
B,E,B,2289,100,2289,1,0
B,F,B,1465,100,1465,1,0
B,G,B,2449,100,2449,1,0
B,H,B,2616,100,2616,1,0
A,C,C,3324,100,3324,1,0
B,C,C,1765,100,1765,1,0
C,D,C,3407,100,3407,1,0
C,E,C,3708,100,3708,1,0
C,F,C,2004,100,2004,1,0
C,G,C,1483,100,1483,1,0
C,H,C,3953,100,3953,1,0
A,D,D,2627,100,2627,1,0
B,D,D,2096,100,2096,1,0
C,D,D,3423,100,3423,1,0
D,E,D,3075,100,3075,1,0
D,F,D,2862,100,2862,1,0
D,G,D,3989,100,3989,1,0
D,H,D,1338,100,1338,1,0
A,E,E,1497,100,1497,1,0
B,E,E,2276,100,2276,1,0
C,E,E,3768,100,3768,1,0
D,E,E,3060,100,3060,1,0
E,F,E,2063,100,2063,1,0
E,G,E,3632,100,3632,1,0
E,H,E,2703,100,2703,1,0
A,F,F,2471,100,2471,1,0
B,F,F,1460,100,1460,1,0
C,F,F,2032,100,2032,1,0
D,F,F,2864,100,2864,1,0
E,F,F,2101,100,2101,1,0
F,G,F,1606,100,1606,1,0
F,H,F,2615,100,2615,1,0
A,G,G,3857,100,3857,1,0
B,G,G,2470,100,2470,1,0
C,G,G,1510,100,1510,1,0
D,G,G,3939,100,3939,1,0
E,G,G,3645,100,3645,1,0
F,G,G,1616,100,1616,1,0
G,H,G,3953,100,3953,1,0
A,H,H,2942,100,2942,1,0
B,H,H,2680,100,2680,1,0
C,H,H,3935,100,3935,1,0
D,H,H,1386,100,1386,1,0
E,H,H,2688,100,2688,1,0
F,H,H,2650,100,2650,1,0
G,H,H,3947,100,3947,1,0
A,B,A,1707,100,1707,1,0
A,C,A,3385,100,3385,1,0
A,D,A,2621,100,2621,1,0
A,E,A,1470,100,1470,1,0
A,F,A,2534,100,2534,1,0
A,G,A,3799,100,3799,1,0
A,H,A,3032,100,3032,1,0
A,B,B,1720,100,1720,1,0
B,C,B,1769,100,1769,1,0
B,D,B,2095,100,2095,1,0
B,E,B,2273,100,2273,1,0
B,F,B,1434,100,1434,1,0
B,G,B,2414,100,2414,1,0
B,H,B,2617,100,2617,1,0
A,C,C,3342,100,3342,1,0
B,C,C,1776,100,1776,1,0
C,D,C,3466,100,3466,1,0
C,E,C,3731,100,3731,1,0
C,F,C,2025,100,2025,1,0
C,G,C,1519,100,1519,1,0
C,H,C,3905,100,3905,1,0
A,D,D,2602,100,2602,1,0
B,D,D,2105,100,2105,1,0
C,D,D,3428,100,3428,1,0
D,E,D,3015,100,3015,1,0
D,F,D,2835,100,2835,1,0
D,G,D,3954,100,3954,1,0
D,H,D,1355,100,1355,1,0
A,E,E,1474,100,1474,1,0
B,E,E,2265,100,2265,1,0
C,E,E,3702,100,3702,1,0
D,E,E,3076,100,3076,1,0
