a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,8466,100,8466,1,0
A,C,A,11522,100,11522,1,0
A,D,A,8719,100,8719,1,0
A,E,A,1473,100,1473,1,0
A,F,A,8487,100,8487,1,0
A,G,A,11638,100,11638,1,0
A,H,A,8581,100,8581,1,0
A,B,B,8447,100,8447,1,0
B,C,B,8716,100,8716,1,0
B,D,B,12572,100,12572,1,0
B,E,B,9114,100,9114,1,0
B,F,B,1352,100,1352,1,0
B,G,B,8917,100,8917,1,0
B,H,B,12522,100,12522,1,0
A,C,C,11488,100,11488,1,0
B,C,C,8693,100,8693,1,0
C,D,C,8213,100,8213,1,0
C,E,C,11635,100,11635,1,0
C,F,C,9132,100,9132,1,0
C,G,C,1382,100,1382,1,0
C,H,C,8357,100,8357,1,0
A,D,D,8700,100,8700,1,0
B,D,D,12564,100,12564,1,0
C,D,D,8157,100,8157,1,0
D,E,D,8341,100,8341,1,0
D,F,D,12797,100,12797,1,0
D,G,D,8353,100,8353,1,0
D,H,D,1280,100,1280,1,0
A,E,E,1450,100,1450,1,0
B,E,E,9101,100,9101,1,0
C,E,E,11582,100,11582,1,0
D,E,E,8382,100,8382,1,0
E,F,E,8935,100,8935,1,0
E,G,E,11589,100,11589,1,0
E,H,E,8008,100,8008,1,0
A,F,F,8431,100,8431,1,0
B,F,F,1381,100,1381,1,0
C,F,F,9129,100,9129,1,0
D,F,F,12836,100,12836,1,0
E,F,F,8944,100,8944,1,0
F,G,F,9098,100,9098,1,0
F,H,F,12560,100,12560,1,0
A,G,G,11658,100,11658,1,0
B,G,G,8883,100,8883,1,0
C,G,G,1400,100,1400,1,0
D,G,G,8288,100,8288,1,0
E,G,G,11563,100,11563,1,0
F,G,G,9066,100,9066,1,0
G,H,G,8233,100,8233,1,0
A,H,H,8576,100,8576,1,0
B,H,H,12473,100,12473,1,0
C,H,H,8289,100,8289,1,0
D,H,H,1296,100,1296,1,0
E,H,H,8024,100,8024,1,0
F,H,H,12543,100,12543,1,0
G,H,H,8175,100,8175,1,0
A,B,A,8487,100,8487,1,0
A,C,A,11568,100,11568,1,0
A,D,A,8732,100,8732,1,0
A,E,A,1447,100,1447,1,0
A,F,A,8491,100,8491,1,0
A,G,A,11631,100,11631,1,0
A,H,A,8539,100,8539,1,0
A,B,B,8472,100,8472,1,0
B,C,B,8754,100,8754,1,0
B,D,B,12584,100,12584,1,0
B,E,B,9071,100,9071,1,0
B,F,B,1369,100,1369,1,0
B,G,B,8864,100,8864,1,0
B,H,B,12449,100,12449,1,0
A,C,C,11524,100,11524,1,0
B,C,C,8728,100,8728,1,0
C,D,C,8209,100,8209,1,0
C,E,C,11629,100,11629,1,0
C,F,C,9118,100,9118,1,0
C,G,C,1359,100,1359,1,0
C,H,C,8288,100,8288,1,0
A,D,D,8699,100,8699,1,0
B,D,D,12539,100,12539,1,0
C,D,D,8172,100,8172,1,0
D,E,D,8368,100,8368,1,0
D,F,D,12755,100,12755,1,0
D,G,D,8295,100,8295,1,0
D,H,D,1234,100,1234,1,0
A,E,E,1414,100,1414,1,0
B,E,E,9089,100,9089,1,0
C,E,E,11627,100,11627,1,0
D,E,E,8385,100,8385,1,0
E,F,E,8942,100,8942,1,0
E,G,E,11599,100,11599,1,0
E,H,E,8009,100,8009,1,0
A,F,F,8493,100,8493,1,0
B,F,F,1358,100,1358,1,0
C,F,F,9122,100,9122,1,0
D,F,F,12757,100,12757,1,0
E,F,F,8942,100,8942,1,0
F,G,F,9087,100,9087,1,0
F,H,F,12554,100,12554,1,0
A,G,G,11626,100,11626,1,0
B,G,G,8872,100,8872,1,0
C,G,G,1392,100,1392,1,0
D,G,G,8280,100,8280,1,0
E,G,G,11567,100,11567,1,0
F,G,G,9097,100,9097,1,0
G,H,G,8185,100,8185,1,0
A,H,H,8519,100,8519,1,0
B,H,H,12528,100,12528,1,0
C,H,H,8332,100,8332,1,0
D,H,H,1287,100,1287,1,0
E,H,H,8029,100,8029,1,0
F,H,H,12594,100,12594,1,0
G,H,H,8216,100,8216,1,0
A,B,A,8448,100,8448,1,0
A,C,A,11513,100,11513,1,0
A,D,A,8710,100,8710,1,0
A,E,A,1474,100,1474,1,0
A,F,A,8462,100,8462,1,0
A,G,A,11656,100,11656,1,0
A,H,A,8553,100,8553,1,0
A,B,B,8505,100,8505,1,0
B,C,B,8724,100,8724,1,0
B,D,B,12534,100,12534,1,0
B,E,B,9043,100,9043,1,0
