a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,4474,100,4474,1,0
A,C,A,5174,100,5174,1,0
A,D,A,2147,100,2147,1,0
A,E,A,1188,100,1188,1,0
A,F,A,4660,100,4660,1,0
A,G,A,5513,100,5513,1,0
A,H,A,2704,100,2704,1,0
A,B,B,4429,100,4429,1,0
B,C,B,2329,100,2329,1,0
B,D,B,5100,100,5100,1,0
B,E,B,4442,100,4442,1,0
B,F,B,1249,100,1249,1,0
B,G,B,2784,100,2784,1,0
B,H,B,4807,100,4807,1,0
A,C,C,5138,100,5138,1,0
B,C,C,2313,100,2313,1,0
C,D,C,4774,100,4774,1,0
C,E,C,5132,100,5132,1,0
C,F,C,2803,100,2803,1,0
C,G,C,1375,100,1375,1,0
C,H,C,4305,100,4305,1,0
A,D,D,2162,100,2162,1,0
B,D,D,5078,100,5078,1,0
C,D,D,4751,100,4751,1,0
D,E,D,2540,100,2540,1,0
D,F,D,5425,100,5425,1,0
D,G,D,5147,100,5147,1,0
D,H,D,1337,100,1337,1,0
A,E,E,1246,100,1246,1,0
B,E,E,4406,100,4406,1,0
C,E,E,5120,100,5120,1,0
D,E,E,2564,100,2564,1,0
E,F,E,4298,100,4298,1,0
E,G,E,5259,100,5259,1,0
E,H,E,2475,100,2475,1,0
A,F,F,4655,100,4655,1,0
B,F,F,1233,100,1233,1,0
C,F,F,2800,100,2800,1,0
D,F,F,5343,100,5343,1,0
E,F,F,4317,100,4317,1,0
F,G,F,2635,100,2635,1,0
F,H,F,4787,100,4787,1,0
A,G,G,5558,100,5558,1,0
B,G,G,2798,100,2798,1,0
C,G,G,1342,100,1342,1,0
D,G,G,5183,100,5183,1,0
E,G,G,5229,100,5229,1,0
F,G,G,2623,100,2623,1,0
G,H,G,4331,100,4331,1,0
A,H,H,2658,100,2658,1,0
B,H,H,4782,100,4782,1,0
C,H,H,4247,100,4247,1,0
D,H,H,1391,100,1391,1,0
E,H,H,2503,100,2503,1,0
F,H,H,4739,100,4739,1,0
G,H,H,4328,100,4328,1,0
A,B,A,4448,100,4448,1,0
A,C,A,5095,100,5095,1,0
A,D,A,2134,100,2134,1,0
A,E,A,1240,100,1240,1,0
A,F,A,4674,100,4674,1,0
A,G,A,5573,100,5573,1,0
A,H,A,2706,100,2706,1,0
A,B,B,4442,100,4442,1,0
B,C,B,2306,100,2306,1,0
B,D,B,5103,100,5103,1,0
B,E,B,4477,100,4477,1,0
B,F,B,1225,100,1225,1,0
B,G,B,2792,100,2792,1,0
B,H,B,4787,100,4787,1,0
A,C,C,5113,100,5113,1,0
B,C,C,2309,100,2309,1,0
C,D,C,4767,100,4767,1,0
C,E,C,5152,100,5152,1,0
C,F,C,2817,100,2817,1,0
C,G,C,1373,100,1373,1,0
C,H,C,4253,100,4253,1,0
A,D,D,2164,100,2164,1,0
B,D,D,5115,100,5115,1,0
C,D,D,4754,100,4754,1,0
D,E,D,2616,100,2616,1,0
D,F,D,5366,100,5366,1,0
D,G,D,5194,100,5194,1,0
D,H,D,1375,100,1375,1,0
A,E,E,1182,100,1182,1,0
B,E,E,4436,100,4436,1,0
C,E,E,5188,100,5188,1,0
D,E,E,2509,100,2509,1,0
E,F,E,4302,100,4302,1,0
E,G,E,5236,100,5236,1,0
E,H,E,2452,100,2452,1,0
A,F,F,4673,100,4673,1,0
B,F,F,1266,100,1266,1,0
C,F,F,2819,100,2819,1,0
D,F,F,5372,100,5372,1,0
E,F,F,4319,100,4319,1,0
F,G,F,2659,100,2659,1,0
F,H,F,4793,100,4793,1,0
A,G,G,5541,100,5541,1,0
B,G,G,2773,100,2773,1,0
C,G,G,1383,100,1383,1,0
D,G,G,5182,100,5182,1,0
E,G,G,5272,100,5272,1,0
F,G,G,2677,100,2677,1,0
G,H,G,4311,100,4311,1,0
A,H,H,2702,100,2702,1,0
B,H,H,4759,100,4759,1,0
C,H,H,4274,100,4274,1,0
D,H,H,1327,100,1327,1,0
E,H,H,2473,100,2473,1,0
F,H,H,4752,100,4752,1,0
