a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,1290,100,1290,1,0
A,C,A,2529,100,2529,1,0
A,D,A,2501,100,2501,1,0
A,E,A,1464,100,1464,1,0
A,F,A,1978,100,1978,1,0
A,G,A,2980,100,2980,1,0
A,H,A,2862,100,2862,1,0
A,B,B,1291,100,1291,1,0
B,C,B,1432,100,1432,1,0
B,D,B,1440,100,1440,1,0
B,E,B,2005,100,2005,1,0
B,F,B,1537,100,1537,1,0
B,G,B,2066,100,2066,1,0
B,H,B,1975,100,1975,1,0
A,C,C,2447,100,2447,1,0
B,C,C,1402,100,1402,1,0
C,D,C,2003,100,2003,1,0
C,E,C,2954,100,2954,1,0
C,F,C,2084,100,2084,1,0
C,G,C,1395,100,1395,1,0
C,H,C,2385,100,2385,1,0
A,D,D,2514,100,2514,1,0
B,D,D,1403,100,1403,1,0
C,D,D,2030,100,2030,1,0
D,E,D,2995,100,2995,1,0
D,F,D,2219,100,2219,1,0
D,G,D,2411,100,2411,1,0
D,H,D,1526,100,1526,1,0
A,E,E,1415,100,1415,1,0
B,E,E,1942,100,1942,1,0
C,E,E,2922,100,2922,1,0
D,E,E,3047,100,3047,1,0
E,F,E,1344,100,1344,1,0
E,G,E,2751,100,2751,1,0
E,H,E,2623,100,2623,1,0
A,F,F,1958,100,1958,1,0
B,F,F,1527,100,1527,1,0
C,F,F,2069,100,2069,1,0
D,F,F,2184,100,2184,1,0
E,F,F,1372,100,1372,1,0
F,G,F,1531,100,1531,1,0
F,H,F,1514,100,1514,1,0
A,G,G,2975,100,2975,1,0
B,G,G,2050,100,2050,1,0
C,G,G,1451,100,1451,1,0
D,G,G,2456,100,2456,1,0
E,G,G,2764,100,2764,1,0
F,G,G,1478,100,1478,1,0
G,H,G,1870,100,1870,1,0
A,H,H,2854,100,2854,1,0
B,H,H,1994,100,1994,1,0
C,H,H,2402,100,2402,1,0
D,H,H,1426,100,1426,1,0
E,H,H,2678,100,2678,1,0
F,H,H,1508,100,1508,1,0
G,H,H,1874,100,1874,1,0
A,B,A,1309,100,1309,1,0
A,C,A,2471,100,2471,1,0
A,D,A,2524,100,2524,1,0
A,E,A,1451,100,1451,1,0
A,F,A,1941,100,1941,1,0
