method,tag_method,layout,keep_k,repeat,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm
T2_CUDA_REPLAY,T2,v3-lite,8,0,24,26564,21.993807792663574,25.01913547515869,43.46457862854004,58.57261276245117,87.00823593139648,86.49402236938477,170.17127342224114
T2_CUDA_REPLAY,T2,v3-lite,7,0,24,28818,33.218278884887695,39.137611389160156,77.06952285766602,93.46169662475586,157.58549118041987,83.54204559326172,162.87450408935547
T2_CUDA_REPLAY,T2,v3-lite,7,1,24,28818,33.061692237854004,39.389381408691406,76.21215438842773,92.82460021972656,157.9977630615234,82.98484420776367,161.87398529052734
T2_CUDA_REPLAY,T2,v3-lite,7,2,24,28818,33.036173820495605,38.42160415649414,76.74258041381836,92.63078308105469,156.54885635375973,83.9302749633789,162.3506088256836
T2_CUDA_REPLAY,T2,v3-lite,7,3,24,28818,32.588603019714355,39.087568283081055,74.9573974609375,93.0135269165039,156.32486953735346,83.56132507324219,164.7330551147461
T2_CUDA_REPLAY,T2,v3-lite,7,4,24,28818,32.43601894378662,38.726736068725586,76.58664321899414,92.40485382080078,156.6509483337402,83.60052108764648,165.64791870117188
T2_CUDA_REPLAY,T2,v3-lite,7,5,24,28818,33.53707695007324,38.70936393737793,75.4201545715332,94.28390121459961,155.159846496582,83.17834091186523,162.99364471435547
T2_CUDA_REPLAY,T2,v3-lite,7,6,24,28818,32.75311756134033,38.20740509033203,75.87950897216797,93.96963500976562,158.5882575988769,83.01955032348633,163.95742797851562
T2_CUDA_REPLAY,T2,v3-lite,7,7,24,28818,33.107051849365234,38.445491790771484,77.44842147827148,92.4085578918457,156.76852493286128,83.59162902832031,159.8534164428711
T2_CUDA_REPLAY,T2,v3-lite,7,8,24,28818,33.26953601837158,38.75749206542969,77.0540771484375,92.6945915222168,157.18463745117182,83.52372360229492,159.70486450195312
T2_CUDA_REPLAY,T2,v3-lite,7,9,24,28818,33.06052112579346,38.52335739135742,78.34676361083984,94.49036026000977,157.6981567382812,83.62125396728516,161.64299774169922
T2_CUDA_REPLAY,T2,v3-lite,7,10,24,28818,32.9346284866333,38.27114677429199,75.30107498168945,93.3859748840332,160.21324081420892,83.41384506225586,159.20430755615234
T2_CUDA_REPLAY,T2,v3-lite,7,11,24,28818,32.67414474487305,39.49051856994629,76.47061920166016,94.16544342041016,153.99723205566403,83.84052276611328,162.82357025146484
T2_CUDA_REPLAY,T2,v3-lite,7,12,24,28818,33.61294364929199,39.17464828491211,76.77439498901367,92.72951126098633,158.59495239257808,83.64439392089844,163.96197509765625
T2_CUDA_REPLAY,T2,v3-lite,7,13,24,28818,32.93723106384277,39.29662322998047,76.03570556640625,94.14825820922852,157.1555473327636,83.18869018554688,161.95368194580078
T2_CUDA_REPLAY,T2,v3-lite,7,14,24,28818,33.217835426330566,39.27946853637695,74.21902847290039,91.8216667175293,156.66737594604487,83.1143569946289,160.39747619628906
T2_CUDA_REPLAY,T2,v3-lite,7,15,24,28818,33.51137924194336,38.356000900268555,76.40219497680664,93.83456802368164,158.24473266601558,84.02410507202148,162.6001968383789
T2_CUDA_REPLAY,T2,v3-lite,7,16,24,28818,32.52465343475342,39.53291130065918,76.24154663085938,90.89625930786133,155.99578170776363,83.99709701538086,163.78044891357422
T2_CUDA_REPLAY,T2,v3-lite,7,17,24,28818,33.281928062438965,38.861074447631836,77.00070571899414,94.3651008605957,159.26947250366206,84.13296508789062,161.54055786132812
T2_CUDA_REPLAY,T2,v3-lite,7,18,24,28818,33.15353012084961,38.828125,75.29638671875,91.7371711730957,156.96293792724606,83.44977188110352,163.14637756347656
T2_CUDA_REPLAY,T2,v3-lite,7,19,24,28818,33.383721351623535,38.4720458984375,76.82140731811523,94.08254623413086,157.69686431884762,84.14905548095703,163.1029510498047
T2_CUDA_REPLAY,T2,v3-lite,7,20,24,28818,33.66981887817383,39.28557586669922,76.43617630004883,93.35004043579102,159.44260025024408,83.47963333129883,162.8574981689453
T2_CUDA_REPLAY,T2,v3-lite,7,21,24,28818,32.77013874053955,39.044233322143555,75.47106170654297,93.76044464111328,158.57114257812495,83.7047348022461,162.9610824584961
T2_CUDA_REPLAY,T2,v3-lite,7,22,24,28818,32.31394672393799,38.48415756225586,76.51806640625,94.85054016113281,155.8951667785644,83.6229362487793,164.8153076171875
T2_CUDA_REPLAY,T2,v3-lite,7,23,24,28818,32.58503437042236,38.07653999328613,76.15125274658203,92.20162200927734,158.83186492919918,83.06456756591797,157.3798828125
T2_CUDA_REPLAY,T2,v3-lite,7,24,24,28818,32.734344482421875,38.35800743103027,75.72787857055664,92.05402374267578,155.9791526794433,83.86075592041016,158.25860595703125
T2_CUDA_REPLAY,T2,v3-lite,7,25,24,28818,32.821075439453125,39.10894203186035,75.07798767089844,93.25658416748047,157.93174362182612,83.49567794799805,162.76242065429688
T2_CUDA_REPLAY,T2,v3-lite,7,26,24,28818,32.64676284790039,38.40512275695801,74.88179397583008,92.24361419677734,155.1962005615234,83.39112854003906,163.3409881591797
T2_CUDA_REPLAY,T2,v3-lite,7,27,24,28818,33.59017562866211,38.416913986206055,76.71115493774414,95.08005905151367,156.15266952514645,83.85073471069336,162.54501342773438
T2_CUDA_REPLAY,T2,v3-lite,7,28,24,28818,33.16542148590088,39.17265510559082,75.29917526245117,92.71332931518555,156.09798355102535,83.5068359375,162.2586441040039
T2_CUDA_REPLAY,T2,v3-lite,7,29,24,28818,33.56585121154785,38.916133880615234,76.25176239013672,93.20951080322266,159.2161109924316,83.773193359375,162.29334259033203
T2_CUDA_REPLAY,T2,v3-lite,7,30,24,28818,33.41786193847656,39.853620529174805,75.25334930419922,93.2983512878418,155.68701858520504,83.02690124511719,164.24645233154297
T2_CUDA_REPLAY,T2,v3-lite,7,31,24,28818,33.53030014038086,39.097076416015625,76.41915893554688,91.88916015625,158.55038833618158,83.59923934936523,163.1998519897461
T2_CUDA_REPLAY,T2,v3-lite,7,32,24,28818,32.76804065704346,38.56428527832031,76.19671249389648,94.08242416381836,157.62172164916987,83.00009155273438,162.15545654296875
T2_CUDA_REPLAY,T2,v3-lite,7,33,24,28818,32.67110824584961,39.040771484375,76.00180435180664,93.0205192565918,159.3783958435058,82.9632453918457,162.30937957763672
T2_CUDA_REPLAY,T2,v3-lite,7,34,24,28818,32.98630714416504,39.02178382873535,75.74791717529297,94.3332290649414,157.3826065063476,83.51370239257812,163.8275375366211
T2_CUDA_REPLAY,T2,v3-lite,7,35,24,28818,32.85312366485596,38.91655921936035,76.34931182861328,92.10696029663086,155.10697937011713,83.56319427490234,161.54733276367188
T2_CUDA_REPLAY,T2,v3-lite,7,36,24,28818,33.085859298706055,38.50089645385742,76.30270767211914,94.25458526611328,159.36844253540033,83.98246002197266,160.1121063232422
T2_CUDA_REPLAY,T2,v3-lite,7,37,24,28818,32.90801429748535,38.53134727478027,75.85296630859375,93.16148376464844,160.05416564941402,83.41983413696289,162.77071380615234
T2_CUDA_REPLAY,T2,v3-lite,7,38,24,28818,32.62565040588379,39.11264419555664,77.16049575805664,94.91468048095703,160.36327743530268,84.16672897338867,163.1107635498047
T2_CUDA_REPLAY,T2,v3-lite,7,39,24,28818,32.59938430786133,38.44813537597656,75.35523223876953,93.47198486328125,156.26996154785152,83.34387588500977,156.00762176513672
T2_CUDA_REPLAY,T2,v3-lite,7,40,24,28818,32.97161102294922,39.37962341308594,75.07349395751953,93.84468078613281,159.76358718872066,83.2604866027832,163.55438995361328
T2_CUDA_REPLAY,T2,v3-lite,7,41,24,28818,33.16627502441406,38.6429557800293,76.33765411376953,92.9326400756836,161.56274185180658,83.36745834350586,162.0074462890625
T2_CUDA_REPLAY,T2,v3-lite,7,42,24,28818,33.15350914001465,39.12036895751953,75.5208969116211,93.26072311401367,159.48903503417964,83.6038818359375,163.8423080444336
T2_CUDA_REPLAY,T2,v3-lite,7,43,24,28818,32.720285415649414,39.27361297607422,76.05812072753906,94.21498489379883,157.0412506103515,83.4944076538086,161.20785522460938
T2_CUDA_REPLAY,T2,v3-lite,7,44,24,28818,32.52528667449951,39.29270935058594,75.52985382080078,93.06620025634766,157.10549850463863,83.4730339050293,160.72531127929688
T2_CUDA_REPLAY,T2,v3-lite,7,45,24,28818,33.59483337402344,38.76140213012695,75.59696197509766,92.33440399169922,157.95088500976559,83.41968154907227,158.42532348632812
T2_CUDA_REPLAY,T2,v3-lite,7,46,24,28818,33.51333045959473,39.80807685852051,74.90411758422852,92.1587142944336,160.6883827209472,83.61813735961914,157.91091918945312
T2_CUDA_REPLAY,T2,v3-lite,7,47,24,28818,32.558369636535645,39.26704216003418,75.39220428466797,94.36003112792969,157.24271011352533,83.37006759643555,161.57289123535156
T2_CUDA_REPLAY,T2,v3-lite,7,48,24,28818,32.732542991638184,39.560049057006836,76.12437057495117,93.10483932495117,160.05160064697262,84.01200103759766,163.60401153564453
T2_CUDA_REPLAY,T2,v3-lite,7,49,24,28818,33.58536720275879,38.79917907714844,77.07890319824219,93.27680206298828,159.67432556152337,83.30819320678711,158.38534545898438
T2_CUDA_REPLAY,T2,v3-lite,7,50,24,28818,32.15204048156738,38.19578742980957,75.80854797363281,92.52206039428711,159.6498069763183,83.40373229980469,162.67346954345703
T2_CUDA_REPLAY,T2,v3-lite,7,51,24,28818,33.630916595458984,39.152610778808594,77.19228744506836,94.16873168945312,156.80613250732418,83.58154678344727,161.90806579589844
T2_CUDA_REPLAY,T2,v3-lite,7,52,24,28818,33.52683639526367,38.3187141418457,75.6991195678711,94.32865142822266,161.4345176696777,83.66640090942383,163.3443603515625
T2_CUDA_REPLAY,T2,v3-lite,7,53,24,28818,33.105913162231445,39.00678634643555,74.79376983642578,92.87638092041016,157.53515090942378,83.6522331237793,165.44647216796875
T2_CUDA_REPLAY,T2,v3-lite,7,54,24,28818,32.99721717834473,39.25856971740723,75.8619155883789,93.10015869140625,158.69706192016596,83.15525436401367,163.214599609375
T2_CUDA_REPLAY,T2,v3-lite,7,55,24,28818,33.304086685180664,38.75338935852051,76.28990936279297,92.67339324951172,159.77547607421872,83.09659194946289,163.0834732055664
T2_CUDA_REPLAY,T2,v3-lite,7,56,24,28818,32.7960786819458,39.11155891418457,75.80239486694336,92.18461990356445,155.84455108642572,83.82691955566406,164.6906280517578
T2_CUDA_REPLAY,T2,v3-lite,7,57,24,28818,33.373969078063965,39.07174491882324,76.45405960083008,92.67745971679688,157.55472640991206,83.42223358154297,162.74442291259766
T2_CUDA_REPLAY,T2,v3-lite,7,58,24,28818,32.443002700805664,39.07123947143555,76.65757751464844,93.62104415893555,156.3551116943359,83.47926712036133,159.52935791015625
T2_CUDA_REPLAY,T2,v3-lite,7,59,24,28818,32.93260955810547,40.245506286621094,75.63233184814453,93.79585266113281,158.82379379272456,83.7369155883789,161.8867645263672
T2_CUDA_REPLAY,T2,v3-lite,7,60,24,28818,33.08015251159668,39.6153507232666,76.36846923828125,95.32550048828125,158.0350807189941,83.79242706298828,164.0001220703125
T2_CUDA_REPLAY,T2,v3-lite,7,61,24,28818,32.83208084106445,39.179256439208984,75.45946502685547,94.56624221801758,154.72352066040034,83.44759750366211,161.14639282226562
T2_CUDA_REPLAY,T2,v3-lite,7,62,24,28818,32.990729331970215,37.763410568237305,74.58282852172852,92.84106826782227,157.20683593749996,83.47130966186523,160.39249420166016
