a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,2522,100,2522,1,0
A,C,A,3401,100,3401,1,0
A,D,A,4459,100,4459,1,0
A,E,A,1325,100,1325,1,0
A,F,A,3232,100,3232,1,0
A,G,A,3941,100,3941,1,0
A,H,A,4546,100,4546,1,0
A,B,B,2527,100,2527,1,0
B,C,B,3413,100,3413,1,0
B,D,B,5215,100,5215,1,0
B,E,B,2653,100,2653,1,0
B,F,B,1326,100,1326,1,0
B,G,B,3968,100,3968,1,0
B,H,B,5395,100,5395,1,0
A,C,C,3353,100,3353,1,0
B,C,C,3433,100,3433,1,0
C,D,C,1912,100,1912,1,0
C,E,C,3409,100,3409,1,0
C,F,C,3802,100,3802,1,0
C,G,C,1507,100,1507,1,0
C,H,C,2358,100,2358,1,0
A,D,D,4480,100,4480,1,0
B,D,D,5232,100,5232,1,0
C,D,D,1890,100,1890,1,0
D,E,D,4539,100,4539,1,0
D,F,D,5561,100,5561,1,0
D,G,D,2353,100,2353,1,0
D,H,D,1418,100,1418,1,0
A,E,E,1337,100,1337,1,0
B,E,E,2626,100,2626,1,0
C,E,E,3444,100,3444,1,0
D,E,E,4614,100,4614,1,0
E,F,E,2742,100,2742,1,0
E,G,E,3525,100,3525,1,0
E,H,E,4253,100,4253,1,0
A,F,F,3242,100,3242,1,0
B,F,F,1383,100,1383,1,0
C,F,F,3774,100,3774,1,0
D,F,F,5558,100,5558,1,0
E,F,F,2742,100,2742,1,0
F,G,F,3773,100,3773,1,0
F,H,F,5388,100,5388,1,0
A,G,G,3998,100,3998,1,0
B,G,G,3965,100,3965,1,0
C,G,G,1517,100,1517,1,0
D,G,G,2398,100,2398,1,0
E,G,G,3517,100,3517,1,0
F,G,G,3766,100,3766,1,0
G,H,G,1845,100,1845,1,0
A,H,H,4491,100,4491,1,0
B,H,H,5414,100,5414,1,0
C,H,H,2342,100,2342,1,0
D,H,H,1416,100,1416,1,0
E,H,H,4235,100,4235,1,0
F,H,H,5392,100,5392,1,0
G,H,H,1868,100,1868,1,0
A,B,A,2553,100,2553,1,0
A,C,A,3305,100,3305,1,0
A,D,A,4460,100,4460,1,0
A,E,A,1320,100,1320,1,0
A,F,A,3239,100,3239,1,0
A,G,A,3967,100,3967,1,0
A,H,A,4595,100,4595,1,0
A,B,B,2494,100,2494,1,0
B,C,B,3422,100,3422,1,0
B,D,B,5213,100,5213,1,0
B,E,B,2647,100,2647,1,0
B,F,B,1413,100,1413,1,0
B,G,B,3960,100,3960,1,0
B,H,B,5348,100,5348,1,0
A,C,C,3355,100,3355,1,0
B,C,C,3480,100,3480,1,0
C,D,C,1864,100,1864,1,0
C,E,C,3456,100,3456,1,0
C,F,C,3806,100,3806,1,0
C,G,C,1497,100,1497,1,0
C,H,C,2355,100,2355,1,0
A,D,D,4447,100,4447,1,0
B,D,D,5261,100,5261,1,0
C,D,D,1864,100,1864,1,0
D,E,D,4600,100,4600,1,0
D,F,D,5551,100,5551,1,0
D,G,D,2356,100,2356,1,0
D,H,D,1427,100,1427,1,0
A,E,E,1338,100,1338,1,0
B,E,E,2657,100,2657,1,0
C,E,E,3415,100,3415,1,0
D,E,E,4547,100,4547,1,0
E,F,E,2745,100,2745,1,0
E,G,E,3540,100,3540,1,0
E,H,E,4262,100,4262,1,0
A,F,F,3211,100,3211,1,0
B,F,F,1385,100,1385,1,0
C,F,F,3794,100,3794,1,0
D,F,F,5553,100,5553,1,0
E,F,F,2749,100,2749,1,0
F,G,F,3773,100,3773,1,0
F,H,F,5385,100,5385,1,0
A,G,G,3973,100,3973,1,0
B,G,G,3956,100,3956,1,0
C,G,G,1522,100,1522,1,0
D,G,G,2380,100,2380,1,0
E,G,G,3576,100,3576,1,0
F,G,G,3796,100,3796,1,0
G,H,G,1892,100,1892,1,0
A,H,H,4546,100,4546,1,0
B,H,H,5398,100,5398,1,0
C,H,H,2363,100,2363,1,0
D,H,H,1424,100,1424,1,0
E,H,H,4246,100,4246,1,0
F,H,H,5420,100,5420,1,0
G,H,H,1912,100,1912,1,0
A,B,A,2568,100,2568,1,0
A,C,A,3376,100,3376,1,0
A,D,A,4452,100,4452,1,0
A,E,A,1296,100,1296,1,0
A,F,A,3190,100,3190,1,0
A,G,A,3986,100,3986,1,0
A,H,A,4517,100,4517,1,0
A,B,B,2567,100,2567,1,0
B,C,B,3445,100,3445,1,0
B,D,B,5158,100,5158,1,0
B,E,B,2635,100,2635,1,0
B,F,B,1400,100,1400,1,0
B,G,B,3951,100,3951,1,0
B,H,B,5392,100,5392,1,0
A,C,C,3343,100,3343,1,0
B,C,C,3440,100,3440,1,0
C,D,C,1891,100,1891,1,0
C,E,C,3392,100,3392,1,0
C,F,C,3764,100,3764,1,0
C,G,C,1508,100,1508,1,0
C,H,C,2399,100,2399,1,0
A,D,D,4458,100,4458,1,0
B,D,D,5185,100,5185,1,0
C,D,D,1924,100,1924,1,0
D,E,D,4530,100,4530,1,0
D,F,D,5585,100,5585,1,0
D,G,D,2343,100,2343,1,0
D,H,D,1390,100,1390,1,0
A,E,E,1299,100,1299,1,0
B,E,E,2614,100,2614,1,0
C,E,E,3452,100,3452,1,0
D,E,E,4602,100,4602,1,0
E,F,E,2688,100,2688,1,0
E,G,E,3544,100,3544,1,0
E,H,E,4234,100,4234,1,0
A,F,F,3240,100,3240,1,0
B,F,F,1370,100,1370,1,0
C,F,F,3782,100,3782,1,0
D,F,F,5528,100,5528,1,0
E,F,F,2751,100,2751,1,0
F,G,F,3781,100,3781,1,0
F,H,F,5396,100,5396,1,0
A,G,G,3955,100,3955,1,0
B,G,G,3970,100,3970,1,0
C,G,G,1510,100,1510,1,0
D,G,G,2348,100,2348,1,0
E,G,G,3525,100,3525,1,0
F,G,G,3814,100,3814,1,0
G,H,G,1873,100,1873,1,0
A,H,H,4509,100,4509,1,0
B,H,H,5429,100,5429,1,0
C,H,H,2341,100,2341,1,0
D,H,H,1450,100,1450,1,0
E,H,H,4224,100,4224,1,0
F,H,H,5415,100,5415,1,0
G,H,H,1881,100,1881,1,0
A,B,A,2572,100,2572,1,0
A,C,A,3379,100,3379,1,0
A,D,A,4449,100,4449,1,0
A,E,A,1326,100,1326,1,0
A,F,A,3260,100,3260,1,0
A,G,A,3942,100,3942,1,0
A,H,A,4518,100,4518,1,0
A,B,B,2555,100,2555,1,0
B,C,B,3417,100,3417,1,0
B,D,B,5222,100,5222,1,0
B,E,B,2626,100,2626,1,0
B,F,B,1402,100,1402,1,0
B,G,B,3956,100,3956,1,0
B,H,B,5376,100,5376,1,0
A,C,C,3346,100,3346,1,0
B,C,C,3436,100,3436,1,0
C,D,C,1883,100,1883,1,0
C,E,C,3454,100,3454,1,0
C,F,C,3814,100,3814,1,0
C,G,C,1484,100,1484,1,0
C,H,C,2328,100,2328,1,0
