a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,1890,100,1890,1,0
A,C,A,3625,100,3625,1,0
A,D,A,3602,100,3602,1,0
A,E,A,1740,100,1740,1,0
A,F,A,2513,100,2513,1,0
A,G,A,4064,100,4064,1,0
A,H,A,3871,100,3871,1,0
A,B,B,1893,100,1893,1,0
B,C,B,2028,100,2028,1,0
B,D,B,1673,100,1673,1,0
B,E,B,2633,100,2633,1,0
B,F,B,1481,100,1481,1,0
B,G,B,2757,100,2757,1,0
B,H,B,2308,100,2308,1,0
A,C,C,3570,100,3570,1,0
B,C,C,2017,100,2017,1,0
C,D,C,1847,100,1847,1,0
C,E,C,3834,100,3834,1,0
C,F,C,2217,100,2217,1,0
C,G,C,1468,100,1468,1,0
C,H,C,2245,100,2245,1,0
A,D,D,3589,100,3589,1,0
B,D,D,1700,100,1700,1,0
C,D,D,1875,100,1875,1,0
D,E,D,3996,100,3996,1,0
D,F,D,2126,100,2126,1,0
D,G,D,2531,100,2531,1,0
D,H,D,1428,100,1428,1,0
A,E,E,1751,100,1751,1,0
B,E,E,2658,100,2658,1,0
C,E,E,3837,100,3837,1,0
D,E,E,4055,100,4055,1,0
E,F,E,2145,100,2145,1,0
E,G,E,3700,100,3700,1,0
E,H,E,3654,100,3654,1,0
A,F,F,2474,100,2474,1,0
B,F,F,1499,100,1499,1,0
C,F,F,2225,100,2225,1,0
D,F,F,2125,100,2125,1,0
E,F,F,2123,100,2123,1,0
F,G,F,1969,100,1969,1,0
F,H,F,1526,100,1526,1,0
A,G,G,4079,100,4079,1,0
B,G,G,2723,100,2723,1,0
C,G,G,1464,100,1464,1,0
D,G,G,2521,100,2521,1,0
E,G,G,3694,100,3694,1,0
F,G,G,1960,100,1960,1,0
G,H,G,1914,100,1914,1,0
A,H,H,3828,100,3828,1,0
B,H,H,2271,100,2271,1,0
C,H,H,2236,100,2236,1,0
D,H,H,1410,100,1410,1,0
E,H,H,3671,100,3671,1,0
F,H,H,1548,100,1548,1,0
G,H,H,1899,100,1899,1,0
A,B,A,1881,100,1881,1,0
A,C,A,3574,100,3574,1,0
A,D,A,3585,100,3585,1,0
A,E,A,1702,100,1702,1,0
A,F,A,2509,100,2509,1,0
A,G,A,4093,100,4093,1,0
A,H,A,3847,100,3847,1,0
A,B,B,1915,100,1915,1,0
B,C,B,2011,100,2011,1,0
B,D,B,1736,100,1736,1,0
B,E,B,2641,100,2641,1,0
B,F,B,1489,100,1489,1,0
B,G,B,2780,100,2780,1,0
B,H,B,2302,100,2302,1,0
A,C,C,3607,100,3607,1,0
B,C,C,2031,100,2031,1,0
C,D,C,1881,100,1881,1,0
C,E,C,3841,100,3841,1,0
C,F,C,2204,100,2204,1,0
C,G,C,1531,100,1531,1,0
C,H,C,2277,100,2277,1,0
A,D,D,3551,100,3551,1,0
B,D,D,1701,100,1701,1,0
C,D,D,1852,100,1852,1,0
D,E,D,3971,100,3971,1,0
D,F,D,2122,100,2122,1,0
D,G,D,2502,100,2502,1,0
D,H,D,1449,100,1449,1,0
A,E,E,1675,100,1675,1,0
B,E,E,2585,100,2585,1,0
C,E,E,3826,100,3826,1,0
D,E,E,4038,100,4038,1,0
E,F,E,2147,100,2147,1,0
E,G,E,3723,100,3723,1,0
E,H,E,3640,100,3640,1,0
A,F,F,2485,100,2485,1,0
B,F,F,1504,100,1504,1,0
C,F,F,2229,100,2229,1,0
D,F,F,2120,100,2120,1,0
E,F,F,2112,100,2112,1,0
F,G,F,1986,100,1986,1,0
F,H,F,1594,100,1594,1,0
A,G,G,4088,100,4088,1,0
B,G,G,2769,100,2769,1,0
C,G,G,1526,100,1526,1,0
D,G,G,2521,100,2521,1,0
E,G,G,3713,100,3713,1,0
F,G,G,1979,100,1979,1,0
G,H,G,1948,100,1948,1,0
A,H,H,3798,100,3798,1,0
B,H,H,2300,100,2300,1,0
C,H,H,2224,100,2224,1,0
D,H,H,1459,100,1459,1,0
E,H,H,3671,100,3671,1,0
F,H,H,1546,100,1546,1,0
G,H,H,1940,100,1940,1,0
A,B,A,1909,100,1909,1,0
A,C,A,3540,100,3540,1,0
A,D,A,3576,100,3576,1,0
A,E,A,1730,100,1730,1,0
A,F,A,2495,100,2495,1,0
A,G,A,4069,100,4069,1,0
A,H,A,3859,100,3859,1,0
A,B,B,1917,100,1917,1,0
B,C,B,2008,100,2008,1,0
B,D,B,1686,100,1686,1,0
B,E,B,2591,100,2591,1,0
B,F,B,1518,100,1518,1,0
B,G,B,2764,100,2764,1,0
B,H,B,2285,100,2285,1,0
A,C,C,3561,100,3561,1,0
B,C,C,2022,100,2022,1,0
C,D,C,1901,100,1901,1,0
C,E,C,3851,100,3851,1,0
C,F,C,2207,100,2207,1,0
C,G,C,1517,100,1517,1,0
C,H,C,2285,100,2285,1,0
A,D,D,3564,100,3564,1,0
B,D,D,1706,100,1706,1,0
C,D,D,1902,100,1902,1,0
D,E,D,3996,100,3996,1,0
D,F,D,2136,100,2136,1,0
D,G,D,2520,100,2520,1,0
D,H,D,1447,100,1447,1,0
A,E,E,1621,100,1621,1,0
B,E,E,2627,100,2627,1,0
C,E,E,3870,100,3870,1,0
D,E,E,4019,100,4019,1,0
E,F,E,2174,100,2174,1,0
E,G,E,3707,100,3707,1,0
E,H,E,3650,100,3650,1,0
A,F,F,2467,100,2467,1,0
B,F,F,1498,100,1498,1,0
C,F,F,2216,100,2216,1,0
D,F,F,2110,100,2110,1,0
E,F,F,2129,100,2129,1,0
F,G,F,1969,100,1969,1,0
F,H,F,1546,100,1546,1,0
A,G,G,4100,100,4100,1,0
B,G,G,2815,100,2815,1,0
C,G,G,1469,100,1469,1,0
D,G,G,2533,100,2533,1,0
E,G,G,3714,100,3714,1,0
F,G,G,1990,100,1990,1,0
G,H,G,1946,100,1946,1,0
A,H,H,3850,100,3850,1,0
B,H,H,2295,100,2295,1,0
C,H,H,2313,100,2313,1,0
D,H,H,1450,100,1450,1,0
E,H,H,3620,100,3620,1,0
F,H,H,1550,100,1550,1,0
G,H,H,1898,100,1898,1,0
A,B,A,1843,100,1843,1,0
A,C,A,3558,100,3558,1,0
A,D,A,3551,100,3551,1,0
A,E,A,1674,100,1674,1,0
A,F,A,2493,100,2493,1,0
A,G,A,4047,100,4047,1,0
A,H,A,3881,100,3881,1,0
A,B,B,1891,100,1891,1,0
B,C,B,2019,100,2019,1,0
B,D,B,1682,100,1682,1,0
B,E,B,2618,100,2618,1,0
B,F,B,1479,100,1479,1,0
B,G,B,2754,100,2754,1,0
B,H,B,2237,100,2237,1,0
A,C,C,3559,100,3559,1,0
B,C,C,2051,100,2051,1,0
C,D,C,1865,100,1865,1,0
C,E,C,3837,100,3837,1,0
C,F,C,2221,100,2221,1,0
C,G,C,1516,100,1516,1,0
C,H,C,2308,100,2308,1,0
A,D,D,3571,100,3571,1,0
B,D,D,1706,100,1706,1,0
C,D,D,1908,100,1908,1,0
D,E,D,4008,100,4008,1,0
D,F,D,2153,100,2153,1,0
D,G,D,2541,100,2541,1,0
D,H,D,1493,100,1493,1,0
A,E,E,1652,100,1652,1,0
B,E,E,2589,100,2589,1,0
C,E,E,3821,100,3821,1,0
D,E,E,3995,100,3995,1,0
E,F,E,2122,100,2122,1,0
E,G,E,3667,100,3667,1,0
E,H,E,3683,100,3683,1,0
A,F,F,2497,100,2497,1,0
