a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,7109,100,7109,1,0
A,C,A,12087,100,12087,1,0
A,D,A,9035,100,9035,1,0
A,E,A,1433,100,1433,1,0
A,F,A,7137,100,7137,1,0
A,G,A,12342,100,12342,1,0
A,H,A,9095,100,9095,1,0
A,B,B,7132,100,7132,1,0
B,C,B,8225,100,8225,1,0
B,D,B,9415,100,9415,1,0
B,E,B,7121,100,7121,1,0
B,F,B,1432,100,1432,1,0
B,G,B,8365,100,8365,1,0
B,H,B,9542,100,9542,1,0
A,C,C,12061,100,12061,1,0
B,C,C,8216,100,8216,1,0
C,D,C,6091,100,6091,1,0
C,E,C,11871,100,11871,1,0
C,F,C,8379,100,8379,1,0
C,G,C,1350,100,1350,1,0
C,H,C,6212,100,6212,1,0
A,D,D,9021,100,9021,1,0
B,D,D,9466,100,9466,1,0
C,D,D,6085,100,6085,1,0
D,E,D,8872,100,8872,1,0
D,F,D,9498,100,9498,1,0
D,G,D,6453,100,6453,1,0
D,H,D,1445,100,1445,1,0
A,E,E,1480,100,1480,1,0
B,E,E,7145,100,7145,1,0
C,E,E,11918,100,11918,1,0
D,E,E,8808,100,8808,1,0
E,F,E,6887,100,6887,1,0
E,G,E,12000,100,12000,1,0
E,H,E,8754,100,8754,1,0
A,F,F,7138,100,7138,1,0
B,F,F,1410,100,1410,1,0
C,F,F,8350,100,8350,1,0
D,F,F,9543,100,9543,1,0
E,F,F,6871,100,6871,1,0
F,G,F,8306,100,8306,1,0
F,H,F,9368,100,9368,1,0
A,G,G,12332,100,12332,1,0
B,G,G,8366,100,8366,1,0
C,G,G,1338,100,1338,1,0
D,G,G,6423,100,6423,1,0
E,G,G,11954,100,11954,1,0
F,G,G,8300,100,8300,1,0
G,H,G,6306,100,6306,1,0
A,H,H,9144,100,9144,1,0
B,H,H,9576,100,9576,1,0
C,H,H,6213,100,6213,1,0
D,H,H,1408,100,1408,1,0
E,H,H,8770,100,8770,1,0
F,H,H,9402,100,9402,1,0
G,H,H,6287,100,6287,1,0
A,B,A,7107,100,7107,1,0
A,C,A,12029,100,12029,1,0
A,D,A,9039,100,9039,1,0
A,E,A,1483,100,1483,1,0
A,F,A,7145,100,7145,1,0
A,G,A,12287,100,12287,1,0
A,H,A,9119,100,9119,1,0
A,B,B,7056,100,7056,1,0
