a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,3657,100,3657,1,0
A,C,A,9794,100,9794,1,0
A,D,A,8296,100,8296,1,0
A,E,A,1294,100,1294,1,0
A,F,A,3913,100,3913,1,0
A,G,A,9660,100,9660,1,0
A,H,A,8957,100,8957,1,0
A,B,B,3667,100,3667,1,0
B,C,B,6893,100,6893,1,0
B,D,B,5232,100,5232,1,0
B,E,B,4202,100,4202,1,0
B,F,B,1462,100,1462,1,0
B,G,B,6825,100,6825,1,0
B,H,B,5983,100,5983,1,0
A,C,C,9787,100,9787,1,0
B,C,C,6903,100,6903,1,0
C,D,C,8524,100,8524,1,0
C,E,C,10313,100,10313,1,0
C,F,C,6877,100,6877,1,0
C,G,C,1244,100,1244,1,0
C,H,C,8848,100,8848,1,0
A,D,D,8331,100,8331,1,0
B,D,D,5258,100,5258,1,0
C,D,D,8542,100,8542,1,0
D,E,D,8649,100,8649,1,0
D,F,D,5616,100,5616,1,0
D,G,D,8468,100,8468,1,0
D,H,D,1411,100,1411,1,0
A,E,E,1317,100,1317,1,0
B,E,E,4185,100,4185,1,0
C,E,E,10354,100,10354,1,0
D,E,E,8651,100,8651,1,0
E,F,E,4008,100,4008,1,0
E,G,E,10007,100,10007,1,0
E,H,E,9101,100,9101,1,0
A,F,F,3889,100,3889,1,0
B,F,F,1495,100,1495,1,0
C,F,F,6883,100,6883,1,0
D,F,F,5638,100,5638,1,0
E,F,F,4001,100,4001,1,0
F,G,F,6508,100,6508,1,0
F,H,F,6014,100,6014,1,0
A,G,G,9655,100,9655,1,0
B,G,G,6800,100,6800,1,0
C,G,G,1283,100,1283,1,0
D,G,G,8472,100,8472,1,0
E,G,G,9984,100,9984,1,0
F,G,G,6521,100,6521,1,0
G,H,G,8624,100,8624,1,0
A,H,H,8980,100,8980,1,0
B,H,H,5932,100,5932,1,0
C,H,H,8826,100,8826,1,0
D,H,H,1425,100,1425,1,0
E,H,H,9132,100,9132,1,0
F,H,H,6024,100,6024,1,0
G,H,H,8649,100,8649,1,0
A,B,A,3633,100,3633,1,0
A,C,A,9836,100,9836,1,0
A,D,A,8326,100,8326,1,0
A,E,A,1343,100,1343,1,0
A,F,A,3881,100,3881,1,0
A,G,A,9674,100,9674,1,0
A,H,A,8992,100,8992,1,0
A,B,B,3651,100,3651,1,0
B,C,B,6918,100,6918,1,0
B,D,B,5255,100,5255,1,0
B,E,B,4216,100,4216,1,0
B,F,B,1451,100,1451,1,0
B,G,B,6812,100,6812,1,0
B,H,B,5953,100,5953,1,0
A,C,C,9837,100,9837,1,0
B,C,C,6904,100,6904,1,0
C,D,C,8542,100,8542,1,0
C,E,C,10305,100,10305,1,0
C,F,C,6895,100,6895,1,0
C,G,C,1243,100,1243,1,0
C,H,C,8927,100,8927,1,0
A,D,D,8307,100,8307,1,0
B,D,D,5240,100,5240,1,0
C,D,D,8536,100,8536,1,0
D,E,D,8664,100,8664,1,0
D,F,D,5640,100,5640,1,0
D,G,D,8503,100,8503,1,0
D,H,D,1407,100,1407,1,0
A,E,E,1269,100,1269,1,0
B,E,E,4219,100,4219,1,0
C,E,E,10343,100,10343,1,0
D,E,E,8588,100,8588,1,0
E,F,E,4018,100,4018,1,0
E,G,E,10038,100,10038,1,0
E,H,E,9104,100,9104,1,0
A,F,F,3878,100,3878,1,0
B,F,F,1454,100,1454,1,0
C,F,F,6909,100,6909,1,0
D,F,F,5601,100,5601,1,0
E,F,F,4012,100,4012,1,0
F,G,F,6503,100,6503,1,0
F,H,F,5958,100,5958,1,0
A,G,G,9675,100,9675,1,0
B,G,G,6797,100,6797,1,0
C,G,G,1277,100,1277,1,0
D,G,G,8494,100,8494,1,0
E,G,G,10018,100,10018,1,0
F,G,G,6473,100,6473,1,0
G,H,G,8612,100,8612,1,0
A,H,H,8999,100,8999,1,0
B,H,H,5995,100,5995,1,0
C,H,H,8849,100,8849,1,0
D,H,H,1443,100,1443,1,0
E,H,H,9135,100,9135,1,0
F,H,H,5979,100,5979,1,0
G,H,H,8640,100,8640,1,0
A,B,A,3614,100,3614,1,0
A,C,A,9854,100,9854,1,0
A,D,A,8317,100,8317,1,0
A,E,A,1314,100,1314,1,0
A,F,A,3902,100,3902,1,0
A,G,A,9625,100,9625,1,0
A,H,A,9035,100,9035,1,0
A,B,B,3626,100,3626,1,0
B,C,B,6925,100,6925,1,0
B,D,B,5281,100,5281,1,0
B,E,B,4189,100,4189,1,0
B,F,B,1449,100,1449,1,0
B,G,B,6827,100,6827,1,0
B,H,B,6011,100,6011,1,0
A,C,C,9806,100,9806,1,0
B,C,C,6920,100,6920,1,0
C,D,C,8528,100,8528,1,0
C,E,C,10313,100,10313,1,0
C,F,C,6891,100,6891,1,0
C,G,C,1242,100,1242,1,0
C,H,C,8899,100,8899,1,0
A,D,D,8324,100,8324,1,0
B,D,D,5190,100,5190,1,0
C,D,D,8524,100,8524,1,0
D,E,D,8613,100,8613,1,0
D,F,D,5624,100,5624,1,0
D,G,D,8481,100,8481,1,0
D,H,D,1434,100,1434,1,0
A,E,E,1303,100,1303,1,0
B,E,E,4198,100,4198,1,0
C,E,E,10327,100,10327,1,0
D,E,E,8598,100,8598,1,0
E,F,E,4019,100,4019,1,0
E,G,E,9999,100,9999,1,0
E,H,E,9077,100,9077,1,0
A,F,F,3896,100,3896,1,0
B,F,F,1483,100,1483,1,0
C,F,F,6884,100,6884,1,0
D,F,F,5642,100,5642,1,0
E,F,F,4012,100,4012,1,0
F,G,F,6521,100,6521,1,0
F,H,F,5990,100,5990,1,0
A,G,G,9671,100,9671,1,0
B,G,G,6806,100,6806,1,0
C,G,G,1270,100,1270,1,0
D,G,G,8472,100,8472,1,0
E,G,G,10032,100,10032,1,0
F,G,G,6495,100,6495,1,0
G,H,G,8669,100,8669,1,0
A,H,H,8990,100,8990,1,0
B,H,H,5977,100,5977,1,0
C,H,H,8850,100,8850,1,0
D,H,H,1383,100,1383,1,0
E,H,H,9086,100,9086,1,0
F,H,H,5985,100,5985,1,0
G,H,H,8668,100,8668,1,0
A,B,A,3651,100,3651,1,0
A,C,A,9809,100,9809,1,0
A,D,A,8345,100,8345,1,0
A,E,A,1334,100,1334,1,0
A,F,A,3920,100,3920,1,0
A,G,A,9641,100,9641,1,0
A,H,A,8983,100,8983,1,0
A,B,B,3642,100,3642,1,0
B,C,B,6914,100,6914,1,0
B,D,B,5222,100,5222,1,0
B,E,B,4181,100,4181,1,0
B,F,B,1490,100,1490,1,0
B,G,B,6809,100,6809,1,0
B,H,B,5956,100,5956,1,0
A,C,C,9790,100,9790,1,0
B,C,C,6890,100,6890,1,0
C,D,C,8526,100,8526,1,0
C,E,C,10311,100,10311,1,0
C,F,C,6850,100,6850,1,0
C,G,C,1287,100,1287,1,0
C,H,C,8857,100,8857,1,0
A,D,D,8301,100,8301,1,0
B,D,D,5242,100,5242,1,0
C,D,D,8543,100,8543,1,0
D,E,D,8615,100,8615,1,0
D,F,D,5658,100,5658,1,0
