a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,8490,100,8490,1,0
A,C,A,13120,100,13120,1,0
A,D,A,9673,100,9673,1,0
A,E,A,1361,100,1361,1,0
A,F,A,8494,100,8494,1,0
A,G,A,12992,100,12992,1,0
A,H,A,9606,100,9606,1,0
A,B,B,8499,100,8499,1,0
B,C,B,9234,100,9234,1,0
B,D,B,11780,100,11780,1,0
B,E,B,8312,100,8312,1,0
B,F,B,1565,100,1565,1,0
B,G,B,9359,100,9359,1,0
B,H,B,11648,100,11648,1,0
A,C,C,13169,100,13169,1,0
B,C,C,9254,100,9254,1,0
C,D,C,7660,100,7660,1,0
C,E,C,12938,100,12938,1,0
C,F,C,9448,100,9448,1,0
C,G,C,1300,100,1300,1,0
C,H,C,7847,100,7847,1,0
A,D,D,9696,100,9696,1,0
B,D,D,11720,100,11720,1,0
C,D,D,7675,100,7675,1,0
D,E,D,9724,100,9724,1,0
D,F,D,11859,100,11859,1,0
D,G,D,7562,100,7562,1,0
D,H,D,1469,100,1469,1,0
A,E,E,1345,100,1345,1,0
B,E,E,8302,100,8302,1,0
C,E,E,12918,100,12918,1,0
D,E,E,9665,100,9665,1,0
E,F,E,8036,100,8036,1,0
E,G,E,12717,100,12717,1,0
E,H,E,9461,100,9461,1,0
A,F,F,8525,100,8525,1,0
B,F,F,1606,100,1606,1,0
C,F,F,9465,100,9465,1,0
D,F,F,11827,100,11827,1,0
E,F,F,8071,100,8071,1,0
F,G,F,9321,100,9321,1,0
F,H,F,11594,100,11594,1,0
A,G,G,13007,100,13007,1,0
B,G,G,9345,100,9345,1,0
C,G,G,1332,100,1332,1,0
D,G,G,7545,100,7545,1,0
E,G,G,12741,100,12741,1,0
F,G,G,9348,100,9348,1,0
G,H,G,7478,100,7478,1,0
A,H,H,9575,100,9575,1,0
B,H,H,11708,100,11708,1,0
C,H,H,7823,100,7823,1,0
D,H,H,1394,100,1394,1,0
E,H,H,9401,100,9401,1,0
F,H,H,11603,100,11603,1,0
G,H,H,7466,100,7466,1,0
A,B,A,8473,100,8473,1,0
A,C,A,13175,100,13175,1,0
A,D,A,9672,100,9672,1,0
A,E,A,1410,100,1410,1,0
A,F,A,8561,100,8561,1,0
A,G,A,13033,100,13033,1,0
A,H,A,9588,100,9588,1,0
A,B,B,8483,100,8483,1,0
B,C,B,9256,100,9256,1,0
B,D,B,11690,100,11690,1,0
B,E,B,8317,100,8317,1,0
B,F,B,1617,100,1617,1,0
B,G,B,9348,100,9348,1,0
B,H,B,11680,100,11680,1,0
A,C,C,13146,100,13146,1,0
B,C,C,9268,100,9268,1,0
C,D,C,7671,100,7671,1,0
C,E,C,12976,100,12976,1,0
C,F,C,9431,100,9431,1,0
C,G,C,1350,100,1350,1,0
C,H,C,7854,100,7854,1,0
A,D,D,9685,100,9685,1,0
B,D,D,11724,100,11724,1,0
C,D,D,7675,100,7675,1,0
D,E,D,9696,100,9696,1,0
D,F,D,11799,100,11799,1,0
D,G,D,7564,100,7564,1,0
D,H,D,1430,100,1430,1,0
A,E,E,1373,100,1373,1,0
B,E,E,8353,100,8353,1,0
C,E,E,12953,100,12953,1,0
D,E,E,9657,100,9657,1,0
E,F,E,8116,100,8116,1,0
E,G,E,12702,100,12702,1,0
E,H,E,9421,100,9421,1,0
A,F,F,8500,100,8500,1,0
B,F,F,1618,100,1618,1,0
C,F,F,9462,100,9462,1,0
D,F,F,11812,100,11812,1,0
E,F,F,8102,100,8102,1,0
F,G,F,9337,100,9337,1,0
F,H,F,11555,100,11555,1,0
A,G,G,13033,100,13033,1,0
B,G,G,9338,100,9338,1,0
C,G,G,1305,100,1305,1,0
D,G,G,7567,100,7567,1,0
E,G,G,12704,100,12704,1,0
F,G,G,9293,100,9293,1,0
G,H,G,7448,100,7448,1,0
A,H,H,9618,100,9618,1,0
B,H,H,11708,100,11708,1,0
C,H,H,7854,100,7854,1,0
D,H,H,1424,100,1424,1,0
E,H,H,9414,100,9414,1,0
F,H,H,11571,100,11571,1,0
G,H,H,7468,100,7468,1,0
A,B,A,8509,100,8509,1,0
A,C,A,13128,100,13128,1,0
A,D,A,9700,100,9700,1,0
A,E,A,1323,100,1323,1,0
A,F,A,8511,100,8511,1,0
A,G,A,13056,100,13056,1,0
A,H,A,9573,100,9573,1,0
A,B,B,8509,100,8509,1,0
B,C,B,9258,100,9258,1,0
B,D,B,11720,100,11720,1,0
B,E,B,8280,100,8280,1,0
B,F,B,1620,100,1620,1,0
B,G,B,9352,100,9352,1,0
B,H,B,11701,100,11701,1,0
A,C,C,13158,100,13158,1,0
B,C,C,9295,100,9295,1,0
C,D,C,7683,100,7683,1,0
C,E,C,12944,100,12944,1,0
C,F,C,9477,100,9477,1,0
C,G,C,1320,100,1320,1,0
C,H,C,7860,100,7860,1,0
A,D,D,9709,100,9709,1,0
B,D,D,11742,100,11742,1,0
C,D,D,7684,100,7684,1,0
D,E,D,9643,100,9643,1,0
D,F,D,11791,100,11791,1,0
D,G,D,7552,100,7552,1,0
D,H,D,1400,100,1400,1,0
A,E,E,1357,100,1357,1,0
B,E,E,8333,100,8333,1,0
C,E,E,12990,100,12990,1,0
D,E,E,9743,100,9743,1,0
E,F,E,8077,100,8077,1,0
E,G,E,12717,100,12717,1,0
E,H,E,9417,100,9417,1,0
A,F,F,8551,100,8551,1,0
B,F,F,1619,100,1619,1,0
C,F,F,9494,100,9494,1,0
D,F,F,11789,100,11789,1,0
E,F,F,8086,100,8086,1,0
F,G,F,9307,100,9307,1,0
F,H,F,11596,100,11596,1,0
A,G,G,13021,100,13021,1,0
B,G,G,9386,100,9386,1,0
C,G,G,1363,100,1363,1,0
D,G,G,7533,100,7533,1,0
E,G,G,12717,100,12717,1,0
F,G,G,9318,100,9318,1,0
G,H,G,7472,100,7472,1,0
A,H,H,9624,100,9624,1,0
B,H,H,11710,100,11710,1,0
C,H,H,7853,100,7853,1,0
D,H,H,1420,100,1420,1,0
E,H,H,9433,100,9433,1,0
F,H,H,11552,100,11552,1,0
G,H,H,7500,100,7500,1,0
A,B,A,8536,100,8536,1,0
A,C,A,13171,100,13171,1,0
A,D,A,9675,100,9675,1,0
A,E,A,1385,100,1385,1,0
A,F,A,8493,100,8493,1,0
A,G,A,13066,100,13066,1,0
A,H,A,9593,100,9593,1,0
A,B,B,8549,100,8549,1,0
B,C,B,9244,100,9244,1,0
B,D,B,11774,100,11774,1,0
B,E,B,8329,100,8329,1,0
B,F,B,1589,100,1589,1,0
B,G,B,9372,100,9372,1,0
B,H,B,11708,100,11708,1,0
A,C,C,13094,100,13094,1,0
B,C,C,9243,100,9243,1,0
C,D,C,7726,100,7726,1,0
C,E,C,12976,100,12976,1,0
C,F,C,9469,100,9469,1,0
C,G,C,1382,100,1382,1,0
C,H,C,7821,100,7821,1,0
A,D,D,9661,100,9661,1,0
B,D,D,11742,100,11742,1,0
C,D,D,7649,100,7649,1,0
D,E,D,9697,100,9697,1,0
D,F,D,11827,100,11827,1,0
D,G,D,7522,100,7522,1,0
D,H,D,1454,100,1454,1,0
A,E,E,1376,100,1376,1,0
B,E,E,8295,100,8295,1,0
C,E,E,12940,100,12940,1,0
D,E,E,9705,100,9705,1,0
E,F,E,8065,100,8065,1,0
E,G,E,12714,100,12714,1,0
E,H,E,9417,100,9417,1,0
A,F,F,8532,100,8532,1,0
B,F,F,1617,100,1617,1,0
C,F,F,9469,100,9469,1,0
D,F,F,11804,100,11804,1,0
E,F,F,8061,100,8061,1,0
F,G,F,9312,100,9312,1,0
F,H,F,11567,100,11567,1,0
A,G,G,13052,100,13052,1,0
B,G,G,9339,100,9339,1,0
C,G,G,1355,100,1355,1,0
D,G,G,7552,100,7552,1,0
E,G,G,12721,100,12721,1,0
F,G,G,9328,100,9328,1,0
G,H,G,7447,100,7447,1,0
A,H,H,9639,100,9639,1,0
B,H,H,11647,100,11647,1,0
C,H,H,7846,100,7846,1,0
D,H,H,1348,100,1348,1,0
E,H,H,9419,100,9419,1,0
