a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,2933,100,2933,1,0
A,C,A,4372,100,4372,1,0
A,D,A,4809,100,4809,1,0
A,E,A,1350,100,1350,1,0
A,F,A,3119,100,3119,1,0
A,G,A,4908,100,4908,1,0
A,H,A,4860,100,4860,1,0
A,B,B,2929,100,2929,1,0
B,C,B,2217,100,2217,1,0
B,D,B,2068,100,2068,1,0
B,E,B,3006,100,3006,1,0
B,F,B,1411,100,1411,1,0
B,G,B,3017,100,3017,1,0
B,H,B,2231,100,2231,1,0
A,C,C,4414,100,4414,1,0
B,C,C,2228,100,2228,1,0
C,D,C,2994,100,2994,1,0
C,E,C,4513,100,4513,1,0
C,F,C,2927,100,2927,1,0
C,G,C,1575,100,1575,1,0
C,H,C,3099,100,3099,1,0
A,D,D,4820,100,4820,1,0
B,D,D,2033,100,2033,1,0
C,D,D,2961,100,2961,1,0
D,E,D,4854,100,4854,1,0
D,F,D,2554,100,2554,1,0
D,G,D,3671,100,3671,1,0
D,H,D,1211,100,1211,1,0
A,E,E,1375,100,1375,1,0
B,E,E,3029,100,3029,1,0
C,E,E,4479,100,4479,1,0
D,E,E,4833,100,4833,1,0
E,F,E,2526,100,2526,1,0
E,G,E,4625,100,4625,1,0
E,H,E,4552,100,4552,1,0
A,F,F,3059,100,3059,1,0
B,F,F,1398,100,1398,1,0
C,F,F,2966,100,2966,1,0
D,F,F,2498,100,2498,1,0
E,F,F,2592,100,2592,1,0
F,G,F,3019,100,3019,1,0
F,H,F,1964,100,1964,1,0
A,G,G,4964,100,4964,1,0
B,G,G,3030,100,3030,1,0
C,G,G,1514,100,1514,1,0
D,G,G,3643,100,3643,1,0
E,G,G,4642,100,4642,1,0
F,G,G,3006,100,3006,1,0
G,H,G,3237,100,3237,1,0
A,H,H,4855,100,4855,1,0
B,H,H,2148,100,2148,1,0
C,H,H,3077,100,3077,1,0
D,H,H,1207,100,1207,1,0
E,H,H,4532,100,4532,1,0
F,H,H,1985,100,1985,1,0
G,H,H,3246,100,3246,1,0
A,B,A,2877,100,2877,1,0
A,C,A,4393,100,4393,1,0
A,D,A,4816,100,4816,1,0
A,E,A,1350,100,1350,1,0
A,F,A,3065,100,3065,1,0
A,G,A,4851,100,4851,1,0
A,H,A,4851,100,4851,1,0
A,B,B,2925,100,2925,1,0
B,C,B,2189,100,2189,1,0
B,D,B,1981,100,1981,1,0
B,E,B,3023,100,3023,1,0
B,F,B,1417,100,1417,1,0
B,G,B,2971,100,2971,1,0
B,H,B,2213,100,2213,1,0
A,C,C,4455,100,4455,1,0
B,C,C,2197,100,2197,1,0
C,D,C,2957,100,2957,1,0
C,E,C,4459,100,4459,1,0
C,F,C,2935,100,2935,1,0
C,G,C,1563,100,1563,1,0
C,H,C,3035,100,3035,1,0
A,D,D,4815,100,4815,1,0
B,D,D,2031,100,2031,1,0
C,D,D,2932,100,2932,1,0
D,E,D,4864,100,4864,1,0
D,F,D,2551,100,2551,1,0
D,G,D,3652,100,3652,1,0
D,H,D,1163,100,1163,1,0
A,E,E,1410,100,1410,1,0
B,E,E,3092,100,3092,1,0
C,E,E,4504,100,4504,1,0
D,E,E,4816,100,4816,1,0
E,F,E,2577,100,2577,1,0
E,G,E,4601,100,4601,1,0
E,H,E,4540,100,4540,1,0
A,F,F,3114,100,3114,1,0
B,F,F,1435,100,1435,1,0
C,F,F,2945,100,2945,1,0
D,F,F,2527,100,2527,1,0
E,F,F,2577,100,2577,1,0
F,G,F,3023,100,3023,1,0
F,H,F,1994,100,1994,1,0
A,G,G,4950,100,4950,1,0
B,G,G,3074,100,3074,1,0
C,G,G,1529,100,1529,1,0
D,G,G,3655,100,3655,1,0
E,G,G,4626,100,4626,1,0
F,G,G,3011,100,3011,1,0
G,H,G,3241,100,3241,1,0
A,H,H,4861,100,4861,1,0
B,H,H,2181,100,2181,1,0
C,H,H,3046,100,3046,1,0
D,H,H,1184,100,1184,1,0
E,H,H,4530,100,4530,1,0
F,H,H,2015,100,2015,1,0
G,H,H,3222,100,3222,1,0
A,B,A,2919,100,2919,1,0
A,C,A,4456,100,4456,1,0
A,D,A,4821,100,4821,1,0
A,E,A,1407,100,1407,1,0
A,F,A,3075,100,3075,1,0
A,G,A,4966,100,4966,1,0
A,H,A,4902,100,4902,1,0
A,B,B,2953,100,2953,1,0
B,C,B,2227,100,2227,1,0
B,D,B,2019,100,2019,1,0
B,E,B,3071,100,3071,1,0
B,F,B,1406,100,1406,1,0
B,G,B,3021,100,3021,1,0
B,H,B,2225,100,2225,1,0
A,C,C,4456,100,4456,1,0
B,C,C,2247,100,2247,1,0
C,D,C,2962,100,2962,1,0
C,E,C,4483,100,4483,1,0
C,F,C,2919,100,2919,1,0
C,G,C,1500,100,1500,1,0
C,H,C,3096,100,3096,1,0
A,D,D,4811,100,4811,1,0
B,D,D,1995,100,1995,1,0
C,D,D,2981,100,2981,1,0
D,E,D,4869,100,4869,1,0
D,F,D,2553,100,2553,1,0
D,G,D,3644,100,3644,1,0
D,H,D,1206,100,1206,1,0
A,E,E,1352,100,1352,1,0
B,E,E,3084,100,3084,1,0
C,E,E,4514,100,4514,1,0
D,E,E,4831,100,4831,1,0
E,F,E,2570,100,2570,1,0
E,G,E,4623,100,4623,1,0
E,H,E,4537,100,4537,1,0
A,F,F,3071,100,3071,1,0
B,F,F,1435,100,1435,1,0
C,F,F,2938,100,2938,1,0
D,F,F,2525,100,2525,1,0
E,F,F,2554,100,2554,1,0
F,G,F,3014,100,3014,1,0
F,H,F,1966,100,1966,1,0
A,G,G,4914,100,4914,1,0
B,G,G,3039,100,3039,1,0
C,G,G,1522,100,1522,1,0
D,G,G,3661,100,3661,1,0
E,G,G,4606,100,4606,1,0
F,G,G,3031,100,3031,1,0
G,H,G,3244,100,3244,1,0
A,H,H,4858,100,4858,1,0
B,H,H,2221,100,2221,1,0
C,H,H,3111,100,3111,1,0
D,H,H,1235,100,1235,1,0
E,H,H,4566,100,4566,1,0
F,H,H,1971,100,1971,1,0
G,H,H,3228,100,3228,1,0
A,B,A,2920,100,2920,1,0
A,C,A,4389,100,4389,1,0
A,D,A,4790,100,4790,1,0
A,E,A,1390,100,1390,1,0
A,F,A,3103,100,3103,1,0
A,G,A,4981,100,4981,1,0
