a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,5641,100,5641,1,0
A,C,A,11006,100,11006,1,0
A,D,A,8790,100,8790,1,0
A,E,A,1433,100,1433,1,0
A,F,A,5781,100,5781,1,0
A,G,A,11185,100,11185,1,0
A,H,A,8864,100,8864,1,0
A,B,B,5636,100,5636,1,0
B,C,B,8430,100,8430,1,0
B,D,B,11114,100,11114,1,0
B,E,B,5613,100,5613,1,0
B,F,B,1382,100,1382,1,0
B,G,B,8675,100,8675,1,0
B,H,B,11132,100,11132,1,0
A,C,C,10954,100,10954,1,0
B,C,C,8447,100,8447,1,0
C,D,C,8479,100,8479,1,0
C,E,C,10965,100,10965,1,0
C,F,C,8515,100,8515,1,0
C,G,C,1457,100,1457,1,0
C,H,C,8680,100,8680,1,0
A,D,D,8771,100,8771,1,0
B,D,D,11146,100,11146,1,0
C,D,D,8426,100,8426,1,0
D,E,D,8844,100,8844,1,0
D,F,D,11099,100,11099,1,0
D,G,D,8623,100,8623,1,0
D,H,D,1395,100,1395,1,0
A,E,E,1414,100,1414,1,0
B,E,E,5686,100,5686,1,0
C,E,E,10972,100,10972,1,0
D,E,E,8838,100,8838,1,0
E,F,E,5404,100,5404,1,0
E,G,E,10939,100,10939,1,0
E,H,E,8707,100,8707,1,0
A,F,F,5820,100,5820,1,0
B,F,F,1364,100,1364,1,0
C,F,F,8524,100,8524,1,0
D,F,F,11112,100,11112,1,0
E,F,F,5431,100,5431,1,0
F,G,F,8445,100,8445,1,0
F,H,F,11053,100,11053,1,0
A,G,G,11206,100,11206,1,0
B,G,G,8644,100,8644,1,0
C,G,G,1437,100,1437,1,0
D,G,G,8634,100,8634,1,0
E,G,G,10958,100,10958,1,0
F,G,G,8481,100,8481,1,0
G,H,G,8632,100,8632,1,0
A,H,H,8843,100,8843,1,0
B,H,H,11207,100,11207,1,0
C,H,H,8694,100,8694,1,0
D,H,H,1378,100,1378,1,0
E,H,H,8714,100,8714,1,0
F,H,H,11035,100,11035,1,0
G,H,H,8612,100,8612,1,0
A,B,A,5698,100,5698,1,0
A,C,A,10996,100,10996,1,0
A,D,A,8794,100,8794,1,0
A,E,A,1452,100,1452,1,0
A,F,A,5773,100,5773,1,0
A,G,A,11122,100,11122,1,0
A,H,A,8871,100,8871,1,0
A,B,B,5656,100,5656,1,0
B,C,B,8429,100,8429,1,0
B,D,B,11095,100,11095,1,0
B,E,B,5598,100,5598,1,0
B,F,B,1413,100,1413,1,0
B,G,B,8634,100,8634,1,0
B,H,B,11156,100,11156,1,0
A,C,C,10995,100,10995,1,0
B,C,C,8439,100,8439,1,0
C,D,C,8428,100,8428,1,0
C,E,C,10976,100,10976,1,0
C,F,C,8540,100,8540,1,0
C,G,C,1390,100,1390,1,0
