a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,4368,100,4368,1,0
A,C,A,8768,100,8768,1,0
A,D,A,9783,100,9783,1,0
A,E,A,1467,100,1467,1,0
A,F,A,4907,100,4907,1,0
A,G,A,9162,100,9162,1,0
A,H,A,9974,100,9974,1,0
A,B,B,4344,100,4344,1,0
B,C,B,5267,100,5267,1,0
B,D,B,6692,100,6692,1,0
B,E,B,5003,100,5003,1,0
B,F,B,1476,100,1476,1,0
B,G,B,5654,100,5654,1,0
B,H,B,6834,100,6834,1,0
A,C,C,8784,100,8784,1,0
B,C,C,5220,100,5220,1,0
C,D,C,9506,100,9506,1,0
C,E,C,9557,100,9557,1,0
C,F,C,5305,100,5305,1,0
C,G,C,1644,100,1644,1,0
C,H,C,9449,100,9449,1,0
A,D,D,9739,100,9739,1,0
B,D,D,6717,100,6717,1,0
C,D,D,9472,100,9472,1,0
D,E,D,9913,100,9913,1,0
D,F,D,6537,100,6537,1,0
D,G,D,9609,100,9609,1,0
D,H,D,1539,100,1539,1,0
A,E,E,1409,100,1409,1,0
B,E,E,5004,100,5004,1,0
C,E,E,9494,100,9494,1,0
D,E,E,9940,100,9940,1,0
E,F,E,5188,100,5188,1,0
E,G,E,9710,100,9710,1,0
E,H,E,9896,100,9896,1,0
A,F,F,4874,100,4874,1,0
B,F,F,1492,100,1492,1,0
C,F,F,5309,100,5309,1,0
D,F,F,6538,100,6538,1,0
E,F,F,5187,100,5187,1,0
F,G,F,5292,100,5292,1,0
F,H,F,6335,100,6335,1,0
A,G,G,9128,100,9128,1,0
B,G,G,5660,100,5660,1,0
C,G,G,1652,100,1652,1,0
D,G,G,9589,100,9589,1,0
E,G,G,9677,100,9677,1,0
F,G,G,5284,100,5284,1,0
G,H,G,9353,100,9353,1,0
A,H,H,9966,100,9966,1,0
B,H,H,6785,100,6785,1,0
C,H,H,9437,100,9437,1,0
D,H,H,1555,100,1555,1,0
E,H,H,9978,100,9978,1,0
F,H,H,6323,100,6323,1,0
G,H,H,9329,100,9329,1,0
A,B,A,4393,100,4393,1,0
A,C,A,8790,100,8790,1,0
A,D,A,9790,100,9790,1,0
A,E,A,1485,100,1485,1,0
A,F,A,4884,100,4884,1,0
A,G,A,9106,100,9106,1,0
A,H,A,9975,100,9975,1,0
A,B,B,4393,100,4393,1,0
B,C,B,5235,100,5235,1,0
B,D,B,6682,100,6682,1,0
