a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,8134,100,8134,1,0
A,C,A,11712,100,11712,1,0
A,D,A,7670,100,7670,1,0
A,E,A,1410,100,1410,1,0
A,F,A,8274,100,8274,1,0
A,G,A,11827,100,11827,1,0
A,H,A,7875,100,7875,1,0
A,B,B,8153,100,8153,1,0
B,C,B,9114,100,9114,1,0
B,D,B,11662,100,11662,1,0
B,E,B,8262,100,8262,1,0
B,F,B,1223,100,1223,1,0
B,G,B,9093,100,9093,1,0
B,H,B,11820,100,11820,1,0
A,C,C,11716,100,11716,1,0
B,C,C,9101,100,9101,1,0
C,D,C,8276,100,8276,1,0
C,E,C,11809,100,11809,1,0
C,F,C,9132,100,9132,1,0
C,G,C,1391,100,1391,1,0
C,H,C,8424,100,8424,1,0
A,D,D,7652,100,7652,1,0
B,D,D,11650,100,11650,1,0
C,D,D,8281,100,8281,1,0
D,E,D,7781,100,7781,1,0
D,F,D,11714,100,11714,1,0
D,G,D,8456,100,8456,1,0
D,H,D,1307,100,1307,1,0
A,E,E,1344,100,1344,1,0
B,E,E,8282,100,8282,1,0
C,E,E,11797,100,11797,1,0
D,E,E,7766,100,7766,1,0
E,F,E,8182,100,8182,1,0
E,G,E,11716,100,11716,1,0
E,H,E,7737,100,7737,1,0
A,F,F,8272,100,8272,1,0
B,F,F,1221,100,1221,1,0
C,F,F,9100,100,9100,1,0
D,F,F,11710,100,11710,1,0
E,F,F,8178,100,8178,1,0
F,G,F,8963,100,8963,1,0
F,H,F,11796,100,11796,1,0
A,G,G,11844,100,11844,1,0
B,G,G,9087,100,9087,1,0
C,G,G,1378,100,1378,1,0
D,G,G,8464,100,8464,1,0
E,G,G,11756,100,11756,1,0
F,G,G,8955,100,8955,1,0
G,H,G,8390,100,8390,1,0
A,H,H,7846,100,7846,1,0
B,H,H,11847,100,11847,1,0
C,H,H,8406,100,8406,1,0
D,H,H,1290,100,1290,1,0
E,H,H,7715,100,7715,1,0
F,H,H,11766,100,11766,1,0
G,H,H,8402,100,8402,1,0
A,B,A,8127,100,8127,1,0
A,C,A,11756,100,11756,1,0
A,D,A,7623,100,7623,1,0
A,E,A,1354,100,1354,1,0
A,F,A,8293,100,8293,1,0
A,G,A,11820,100,11820,1,0
A,H,A,7919,100,7919,1,0
A,B,B,8169,100,8169,1,0
B,C,B,9041,100,9041,1,0
B,D,B,11656,100,11656,1,0
B,E,B,8272,100,8272,1,0
B,F,B,1206,100,1206,1,0
B,G,B,9134,100,9134,1,0
B,H,B,11815,100,11815,1,0
A,C,C,11727,100,11727,1,0
B,C,C,9071,100,9071,1,0
C,D,C,8256,100,8256,1,0
C,E,C,11825,100,11825,1,0
C,F,C,9141,100,9141,1,0
C,G,C,1352,100,1352,1,0
C,H,C,8371,100,8371,1,0
A,D,D,7654,100,7654,1,0
B,D,D,11629,100,11629,1,0
C,D,D,8251,100,8251,1,0
D,E,D,7785,100,7785,1,0
D,F,D,11687,100,11687,1,0
D,G,D,8424,100,8424,1,0
D,H,D,1398,100,1398,1,0
A,E,E,1388,100,1388,1,0
B,E,E,8323,100,8323,1,0
C,E,E,11802,100,11802,1,0
D,E,E,7772,100,7772,1,0
E,F,E,8164,100,8164,1,0
E,G,E,11738,100,11738,1,0
E,H,E,7760,100,7760,1,0
A,F,F,8287,100,8287,1,0
B,F,F,1191,100,1191,1,0
C,F,F,9119,100,9119,1,0
D,F,F,11667,100,11667,1,0
E,F,F,8178,100,8178,1,0
F,G,F,8981,100,8981,1,0
F,H,F,11769,100,11769,1,0
A,G,G,11872,100,11872,1,0
B,G,G,9113,100,9113,1,0
C,G,G,1323,100,1323,1,0
D,G,G,8465,100,8465,1,0
E,G,G,11720,100,11720,1,0
F,G,G,8994,100,8994,1,0
G,H,G,8385,100,8385,1,0
A,H,H,7846,100,7846,1,0
B,H,H,11879,100,11879,1,0
C,H,H,8413,100,8413,1,0
D,H,H,1331,100,1331,1,0
E,H,H,7770,100,7770,1,0
F,H,H,11800,100,11800,1,0
G,H,H,8407,100,8407,1,0
A,B,A,8115,100,8115,1,0
A,C,A,11795,100,11795,1,0
A,D,A,7635,100,7635,1,0
A,E,A,1349,100,1349,1,0
A,F,A,8243,100,8243,1,0
A,G,A,11858,100,11858,1,0
A,H,A,7859,100,7859,1,0
A,B,B,8121,100,8121,1,0
B,C,B,9084,100,9084,1,0
B,D,B,11684,100,11684,1,0
B,E,B,8267,100,8267,1,0
B,F,B,1190,100,1190,1,0
B,G,B,9126,100,9126,1,0
B,H,B,11861,100,11861,1,0
A,C,C,11694,100,11694,1,0
B,C,C,9110,100,9110,1,0
C,D,C,8255,100,8255,1,0
C,E,C,11834,100,11834,1,0
C,F,C,9133,100,9133,1,0
C,G,C,1401,100,1401,1,0
C,H,C,8411,100,8411,1,0
A,D,D,7645,100,7645,1,0
B,D,D,11676,100,11676,1,0
C,D,D,8266,100,8266,1,0
D,E,D,7804,100,7804,1,0
D,F,D,11696,100,11696,1,0
D,G,D,8443,100,8443,1,0
D,H,D,1320,100,1320,1,0
A,E,E,1396,100,1396,1,0
B,E,E,8247,100,8247,1,0
C,E,E,11868,100,11868,1,0
D,E,E,7831,100,7831,1,0
E,F,E,8163,100,8163,1,0
E,G,E,11747,100,11747,1,0
E,H,E,7725,100,7725,1,0
A,F,F,8259,100,8259,1,0
B,F,F,1217,100,1217,1,0
C,F,F,9130,100,9130,1,0
D,F,F,11696,100,11696,1,0
E,F,F,8178,100,8178,1,0
F,G,F,8959,100,8959,1,0
F,H,F,11781,100,11781,1,0
A,G,G,11818,100,11818,1,0
B,G,G,9138,100,9138,1,0
C,G,G,1368,100,1368,1,0
D,G,G,8463,100,8463,1,0
E,G,G,11760,100,11760,1,0
F,G,G,8972,100,8972,1,0
G,H,G,8386,100,8386,1,0
A,H,H,7819,100,7819,1,0
B,H,H,11855,100,11855,1,0
C,H,H,8460,100,8460,1,0
D,H,H,1317,100,1317,1,0
E,H,H,7730,100,7730,1,0
F,H,H,11762,100,11762,1,0
G,H,H,8391,100,8391,1,0
A,B,A,8207,100,8207,1,0
A,C,A,11723,100,11723,1,0
A,D,A,7669,100,7669,1,0
A,E,A,1409,100,1409,1,0
A,F,A,8227,100,8227,1,0
A,G,A,11827,100,11827,1,0
A,H,A,7864,100,7864,1,0
A,B,B,8101,100,8101,1,0
B,C,B,9115,100,9115,1,0
B,D,B,11683,100,11683,1,0
B,E,B,8260,100,8260,1,0
B,F,B,1192,100,1192,1,0
B,G,B,9121,100,9121,1,0
B,H,B,11797,100,11797,1,0
A,C,C,11734,100,11734,1,0
B,C,C,9065,100,9065,1,0
C,D,C,8236,100,8236,1,0
C,E,C,11781,100,11781,1,0
C,F,C,9106,100,9106,1,0
C,G,C,1382,100,1382,1,0
C,H,C,8390,100,8390,1,0
A,D,D,7671,100,7671,1,0
B,D,D,11685,100,11685,1,0
C,D,D,8260,100,8260,1,0
D,E,D,7707,100,7707,1,0
D,F,D,11705,100,11705,1,0
D,G,D,8455,100,8455,1,0
D,H,D,1339,100,1339,1,0
A,E,E,1284,100,1284,1,0
B,E,E,8228,100,8228,1,0
C,E,E,11823,100,11823,1,0
D,E,E,7686,100,7686,1,0
E,F,E,8186,100,8186,1,0
E,G,E,11766,100,11766,1,0
E,H,E,7725,100,7725,1,0
A,F,F,8215,100,8215,1,0
B,F,F,1211,100,1211,1,0
C,F,F,9138,100,9138,1,0
D,F,F,11725,100,11725,1,0
E,F,F,8234,100,8234,1,0
F,G,F,9000,100,9000,1,0
F,H,F,11740,100,11740,1,0
A,G,G,11848,100,11848,1,0
B,G,G,9112,100,9112,1,0
C,G,G,1331,100,1331,1,0
D,G,G,8444,100,8444,1,0
E,G,G,11742,100,11742,1,0
F,G,G,8986,100,8986,1,0
G,H,G,8409,100,8409,1,0
A,H,H,7886,100,7886,1,0
B,H,H,11825,100,11825,1,0
C,H,H,8432,100,8432,1,0
D,H,H,1331,100,1331,1,0
E,H,H,7728,100,7728,1,0
F,H,H,11760,100,11760,1,0
G,H,H,8395,100,8395,1,0
A,B,A,8163,100,8163,1,0
A,C,A,11722,100,11722,1,0
A,D,A,7653,100,7653,1,0
A,E,A,1417,100,1417,1,0
A,F,A,8228,100,8228,1,0
A,G,A,11814,100,11814,1,0
A,H,A,7862,100,7862,1,0
A,B,B,8118,100,8118,1,0
B,C,B,9081,100,9081,1,0
B,D,B,11656,100,11656,1,0
B,E,B,8284,100,8284,1,0
B,F,B,1226,100,1226,1,0
B,G,B,9121,100,9121,1,0
B,H,B,11866,100,11866,1,0
A,C,C,11758,100,11758,1,0
B,C,C,9068,100,9068,1,0
C,D,C,8253,100,8253,1,0
C,E,C,11799,100,11799,1,0
C,F,C,9136,100,9136,1,0
C,G,C,1328,100,1328,1,0
C,H,C,8395,100,8395,1,0
A,D,D,7653,100,7653,1,0
B,D,D,11674,100,11674,1,0
C,D,D,8282,100,8282,1,0
D,E,D,7782,100,7782,1,0
D,F,D,11727,100,11727,1,0
D,G,D,8432,100,8432,1,0
D,H,D,1349,100,1349,1,0
A,E,E,1342,100,1342,1,0
B,E,E,8225,100,8225,1,0
C,E,E,11833,100,11833,1,0
D,E,E,7714,100,7714,1,0
E,F,E,8175,100,8175,1,0
E,G,E,11758,100,11758,1,0
E,H,E,7728,100,7728,1,0
A,F,F,8291,100,8291,1,0
B,F,F,1197,100,1197,1,0
C,F,F,9161,100,9161,1,0
D,F,F,11704,100,11704,1,0
E,F,F,8185,100,8185,1,0
F,G,F,8961,100,8961,1,0
F,H,F,11732,100,11732,1,0
A,G,G,11841,100,11841,1,0
B,G,G,9123,100,9123,1,0
C,G,G,1325,100,1325,1,0
D,G,G,8430,100,8430,1,0
E,G,G,11772,100,11772,1,0
F,G,G,8966,100,8966,1,0
G,H,G,8386,100,8386,1,0
A,H,H,7848,100,7848,1,0
B,H,H,11797,100,11797,1,0
C,H,H,8381,100,8381,1,0
D,H,H,1349,100,1349,1,0
E,H,H,7745,100,7745,1,0
F,H,H,11748,100,11748,1,0
G,H,H,8393,100,8393,1,0
A,B,A,8126,100,8126,1,0
A,C,A,11805,100,11805,1,0
A,D,A,7662,100,7662,1,0
A,E,A,1369,100,1369,1,0
A,F,A,8241,100,8241,1,0
A,G,A,11792,100,11792,1,0
A,H,A,7860,100,7860,1,0
A,B,B,8115,100,8115,1,0
B,C,B,9071,100,9071,1,0
B,D,B,11639,100,11639,1,0
B,E,B,8267,100,8267,1,0
B,F,B,1242,100,1242,1,0
B,G,B,9101,100,9101,1,0
B,H,B,11832,100,11832,1,0
A,C,C,11785,100,11785,1,0
B,C,C,9069,100,9069,1,0
C,D,C,8282,100,8282,1,0
C,E,C,11806,100,11806,1,0
C,F,C,9141,100,9141,1,0
C,G,C,1328,100,1328,1,0
C,H,C,8457,100,8457,1,0
A,D,D,7649,100,7649,1,0
B,D,D,11653,100,11653,1,0
C,D,D,8260,100,8260,1,0
D,E,D,7752,100,7752,1,0
D,F,D,11751,100,11751,1,0
D,G,D,8469,100,8469,1,0
D,H,D,1344,100,1344,1,0
A,E,E,1335,100,1335,1,0
B,E,E,8226,100,8226,1,0
C,E,E,11806,100,11806,1,0
D,E,E,7705,100,7705,1,0
E,F,E,8201,100,8201,1,0
E,G,E,11726,100,11726,1,0
E,H,E,7734,100,7734,1,0
A,F,F,8219,100,8219,1,0
B,F,F,1181,100,1181,1,0
C,F,F,9105,100,9105,1,0
D,F,F,11675,100,11675,1,0
E,F,F,8168,100,8168,1,0
F,G,F,9020,100,9020,1,0
F,H,F,11741,100,11741,1,0
A,G,G,11771,100,11771,1,0
B,G,G,9141,100,9141,1,0
C,G,G,1319,100,1319,1,0
D,G,G,8454,100,8454,1,0
E,G,G,11724,100,11724,1,0
F,G,G,8986,100,8986,1,0
G,H,G,8371,100,8371,1,0
A,H,H,7874,100,7874,1,0
B,H,H,11806,100,11806,1,0
C,H,H,8398,100,8398,1,0
D,H,H,1288,100,1288,1,0
E,H,H,7715,100,7715,1,0
F,H,H,11746,100,11746,1,0
G,H,H,8418,100,8418,1,0
A,B,A,8158,100,8158,1,0
A,C,A,11719,100,11719,1,0
A,D,A,7640,100,7640,1,0
A,E,A,1322,100,1322,1,0
A,F,A,8258,100,8258,1,0
A,G,A,11867,100,11867,1,0
A,H,A,7832,100,7832,1,0
A,B,B,8116,100,8116,1,0
B,C,B,9112,100,9112,1,0
B,D,B,11682,100,11682,1,0
B,E,B,8279,100,8279,1,0
B,F,B,1191,100,1191,1,0
B,G,B,9124,100,9124,1,0
B,H,B,11873,100,11873,1,0
A,C,C,11708,100,11708,1,0
B,C,C,9054,100,9054,1,0
C,D,C,8285,100,8285,1,0
C,E,C,11805,100,11805,1,0
