sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
23132,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23133,,BSF66F,,cal_static,4,pending,93,4,4,0,0,0
23134,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23135,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
23136,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23137,,BSF66F,,cal_static,4,pending,87,4,2,0,0,0
23138,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23139,,BSF66F,,cal_static,4,pending,89,4,4,0,0,0
23140,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23141,,BSF66F,,cal_static,4,pending,90,4,4,0,0,0
23142,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23143,,BSF66F,,cal_static,4,pending,91,4,4,0,0,0
23144,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23145,,BSF66F,,cal_static,4,pending,92,4,4,0,0,0
23146,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23147,,BSF66F,,cal_static,4,pending,92,4,4,0,0,0
23148,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23149,,BSF66F,,cal_static,4,pending,93,4,4,0,0,0
23150,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23151,,BSF66F,,cal_static,4,pending,94,4,4,0,0,0
23152,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23153,,BSF66F,,cal_static,4,pending,94,4,4,0,0,0
23154,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23155,,BSF66F,,cal_static,4,pending,94,4,4,0,0,0
23156,,BSF66F,,cal_static,4,pending,98,4,3,0,0,0
23157,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
23158,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23159,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
23160,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23161,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
23162,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23163,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
23164,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23165,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
23166,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23167,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
23168,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23169,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
23170,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23171,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
23172,,BSF66F,,cal_static,4,pending,97,4,3,0,0,0
23173,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
23174,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23175,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23176,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23177,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23178,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23179,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23180,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23181,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23182,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23183,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23184,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23185,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23186,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23187,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23188,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23189,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23190,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23191,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23192,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23193,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23194,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23195,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23196,,BSF66F,,cal_static,4,pending,98,4,3,0,0,0
23197,,BSF66F,,cal_static,4,pending,97,4,3,0,0,0
23198,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23199,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23200,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23201,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23202,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23203,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23204,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23205,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23206,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23207,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23208,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23209,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23210,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23211,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23212,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23213,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23214,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23215,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23216,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23217,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23218,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23219,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23220,,BSF66F,,cal_static,4,pending,99,4,3,0,0,0
23221,,BSF66F,,cal_static,4,pending,96,4,2,0,0,0
23222,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23223,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23224,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23225,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23226,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23227,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23228,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23229,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23230,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23231,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23232,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23233,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23234,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23235,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23236,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23237,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
23238,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23239,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23240,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23241,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23242,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23243,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23244,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23245,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23246,,BSF66F,,cal_static,4,pending,99,4,3,0,0,0
23247,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23248,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23249,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23250,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23251,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23252,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23253,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23254,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23255,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23256,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23257,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23258,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23259,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23260,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23261,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23262,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23263,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23264,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23265,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23266,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23267,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23268,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23269,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
23270,,BSF66F,,cal_static,4,pending,98,4,3,0,0,0
23271,,BSF66F,,cal_static,4,pending,98,4,2,0,0,0
23272,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23273,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23274,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
23275,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
23276,,BSF66F,,cal_static,4,pending,99,4,4,0,0,0
