sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
77,,BS2DCE,,cal_roto,5,success,94,4,4,241,370,0
78,,BS2DCE,,cal_roto,5,success,94,4,4,84,136,0
79,,BS2DCE,,cal_roto,5,success,94,4,4,114,175,0
80,,BS2DCE,,cal_roto,5,success,95,4,4,94,134,0
81,,BS2DCE,,cal_roto,5,success,95,4,4,51,79,0
82,,BS2DCE,,cal_roto,5,success,95,4,4,121,185,0
83,,BS2DCE,,cal_roto,5,success,95,4,4,86,135,0
84,,BS2DCE,,cal_roto,5,success,96,4,4,99,129,0
85,,BS2DCE,,cal_roto,5,success,96,4,4,68,82,0
86,,BS2DCE,,cal_roto,5,success,96,4,4,86,100,0
87,,BS2DCE,,cal_roto,5,success,96,4,4,37,51,0
88,,BS2DCE,,cal_roto,5,success,96,4,4,101,124,0
89,,BS2DCE,,cal_roto,5,success,97,4,4,126,188,0
90,,BS2DCE,,cal_roto,5,success,97,4,4,258,394,0
91,,BS2DCE,,cal_roto,5,success,97,4,4,114,182,0
92,,BS2DCE,,cal_roto,5,success,97,4,4,138,221,0
93,,BS2DCE,,cal_roto,5,success,97,4,4,74,119,0
94,,BS2DCE,,cal_roto,5,success,97,4,4,52,82,0
95,,BS2DCE,,cal_roto,5,success,97,4,4,67,107,0
96,,BS2DCE,,cal_roto,5,success,97,4,4,85,136,0
97,,BS2DCE,,cal_roto,5,success,98,4,4,169,258,0
98,,BS2DCE,,cal_roto,5,pending,97,4,3,0,0,0
99,,BS2DCE,,cal_roto,5,success,97,4,4,103,163,0
100,,BS2DCE,,cal_roto,5,pending,96,4,3,0,0,0
101,,BS2DCE,,cal_roto,5,success,96,4,4,128,197,0
102,,BS2DCE,,cal_roto,5,success,96,4,4,120,180,0
103,,BS2DCE,,cal_roto,5,success,96,4,4,76,111,0
104,,BS2DCE,,cal_roto,5,success,96,4,4,122,187,0
105,,BS2DCE,,cal_roto,5,success,97,4,4,58,88,0
106,,BS2DCE,,cal_roto,5,success,97,4,4,52,78,0
107,,BS2DCE,,cal_roto,5,success,97,4,4,84,110,0
108,,BS2DCE,,cal_roto,5,success,97,4,4,92,111,0
109,,BS2DCE,,cal_roto,5,success,97,4,4,113,136,0
110,,BS2DCE,,cal_roto,5,success,97,4,4,46,59,0
111,,BS2DCE,,cal_roto,5,success,97,4,4,126,178,0
112,,BS2DCE,,cal_roto,5,success,97,4,4,97,151,0
113,,BS2DCE,,cal_roto,5,success,98,4,4,125,195,0
114,,BS2DCE,,cal_roto,5,success,98,4,4,153,210,0
115,,BS2DCE,,cal_roto,5,success,98,4,4,91,144,0
116,,BS2DCE,,cal_roto,5,success,98,4,4,50,78,0
117,,BS2DCE,,cal_roto,5,success,98,4,4,48,76,0
118,,BS2DCE,,cal_roto,5,success,98,4,4,90,142,0
119,,BS2DCE,,cal_roto,5,success,98,4,4,212,321,0
120,,BS2DCE,,cal_roto,5,success,98,4,4,104,163,0
121,,BS2DCE,,cal_roto,5,success,99,4,4,120,181,0
122,,BS2DCE,,cal_roto,5,success,99,4,4,127,190,0
123,,BS2DCE,,cal_roto,5,success,99,4,4,90,138,0
124,,BS2DCE,,cal_roto,5,success,99,4,4,121,187,0
125,,BS2DCE,,cal_roto,5,success,99,4,4,59,91,0
126,,BS2DCE,,cal_roto,5,pending,98,4,3,0,0,0
127,,BS2DCE,,cal_roto,5,success,98,4,4,105,132,0
128,,BS2DCE,,cal_roto,5,success,98,4,4,87,121,0
129,,BS2DCE,,cal_roto,5,success,100,4,4,119,146,0
130,,BS2DCE,,cal_roto,5,success,100,4,4,82,108,0
131,,BS2DCE,,cal_roto,5,success,100,4,4,37,43,0
132,,BS2DCE,,cal_roto,5,success,100,4,4,94,144,0
133,,BS2DCE,,cal_roto,5,success,100,4,4,74,116,0
134,,BS2DCE,,cal_roto,5,success,100,4,4,50,80,0
135,,BS2DCE,,cal_roto,5,success,100,4,4,108,157,0
136,,BS2DCE,,cal_roto,5,success,100,4,4,84,135,0
137,,BS2DCE,,cal_roto,5,success,100,4,4,61,96,0
138,,BS2DCE,,cal_roto,5,success,100,4,4,56,89,0
139,,BS2DCE,,cal_roto,5,success,100,4,4,105,163,0
140,,BS2DCE,,cal_roto,5,success,100,4,4,146,225,0
141,,BS2DCE,,cal_roto,5,success,100,4,4,97,154,0
142,,BS2DCE,,cal_roto,5,success,100,4,4,131,205,0
143,,BS2DCE,,cal_roto,5,success,100,4,4,126,188,0
144,,BS2DCE,,cal_roto,5,success,100,4,4,60,89,0
145,,BS2DCE,,cal_roto,5,success,100,4,4,107,162,0
146,,BS2DCE,,cal_roto,5,success,100,4,4,70,99,0
147,,BS2DCE,,cal_roto,5,success,100,4,4,48,75,0
148,,BS2DCE,,cal_roto,5,success,100,4,4,102,132,0
149,,BS2DCE,,cal_roto,5,success,100,4,4,75,96,0
150,,BS2DCE,,cal_roto,5,success,100,4,4,170,217,0
151,,BS2DCE,,cal_roto,5,pending,98,4,3,0,0,0
152,,BS2DCE,,cal_roto,5,success,98,4,4,67,80,0
153,,BS2DCE,,cal_roto,5,pending,98,4,3,0,0,0
154,,BS2DCE,,cal_roto,5,success,98,4,4,89,137,0
155,,BS2DCE,,cal_roto,5,success,98,4,4,141,221,0
156,,BS2DCE,,cal_roto,5,success,98,4,4,75,120,0
157,,BS2DCE,,cal_roto,5,success,98,4,4,187,255,0
158,,BS2DCE,,cal_roto,5,success,98,4,4,68,111,0
159,,BS2DCE,,cal_roto,5,success,98,4,4,37,59,0
160,,BS2DCE,,cal_roto,5,success,98,4,4,54,87,0
161,,BS2DCE,,cal_roto,5,success,100,4,4,89,140,0
162,,BS2DCE,,cal_roto,5,success,100,4,4,187,285,0
163,,BS2DCE,,cal_roto,5,success,100,4,4,121,186,0
164,,BS2DCE,,cal_roto,5,success,100,4,4,116,163,0
165,,BS2DCE,,cal_roto,5,success,100,4,4,68,105,0
166,,BS2DCE,,cal_roto,5,success,100,4,4,90,137,0
167,,BS2DCE,,cal_roto,5,success,100,4,4,114,161,0
168,,BS2DCE,,cal_roto,5,success,100,4,4,68,103,0
169,,BS2DCE,,cal_roto,5,success,100,4,4,101,127,0
170,,BS2DCE,,cal_roto,5,success,100,4,4,63,78,0
171,,BS2DCE,,cal_roto,5,success,100,4,4,64,77,0
172,,BS2DCE,,cal_roto,5,success,100,4,4,17,24,0
173,,BS2DCE,,cal_roto,5,success,100,4,4,102,120,0
174,,BS2DCE,,cal_roto,5,success,100,4,4,76,117,0
175,,BS2DCE,,cal_roto,5,success,100,4,4,138,211,0
176,,BS2DCE,,cal_roto,5,success,100,4,4,151,241,0
177,,BS2DCE,,cal_roto,5,success,100,4,4,123,196,0
178,,BS2DCE,,cal_roto,5,pending,97,4,2,0,0,0
