a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,8550,100,8550,1,0
A,C,A,12266,100,12266,1,0
A,D,A,9334,100,9334,1,0
A,E,A,1277,100,1277,1,0
A,F,A,8588,100,8588,1,0
A,G,A,12359,100,12359,1,0
A,H,A,9366,100,9366,1,0
A,B,B,8554,100,8554,1,0
B,C,B,9100,100,9100,1,0
B,D,B,13184,100,13184,1,0
B,E,B,8477,100,8477,1,0
B,F,B,1366,100,1366,1,0
B,G,B,8970,100,8970,1,0
B,H,B,13239,100,13239,1,0
A,C,C,12248,100,12248,1,0
B,C,C,9122,100,9122,1,0
C,D,C,9036,100,9036,1,0
C,E,C,12298,100,12298,1,0
C,F,C,9264,100,9264,1,0
C,G,C,1276,100,1276,1,0
C,H,C,9016,100,9016,1,0
A,D,D,9358,100,9358,1,0
B,D,D,13161,100,13161,1,0
C,D,D,8993,100,8993,1,0
D,E,D,9540,100,9540,1,0
D,F,D,13268,100,13268,1,0
D,G,D,9354,100,9354,1,0
D,H,D,1404,100,1404,1,0
A,E,E,1248,100,1248,1,0
B,E,E,8444,100,8444,1,0
C,E,E,12309,100,12309,1,0
D,E,E,9548,100,9548,1,0
E,F,E,8383,100,8383,1,0
E,G,E,12223,100,12223,1,0
E,H,E,9391,100,9391,1,0
A,F,F,8627,100,8627,1,0
B,F,F,1381,100,1381,1,0
C,F,F,9259,100,9259,1,0
D,F,F,13252,100,13252,1,0
E,F,F,8350,100,8350,1,0
F,G,F,8933,100,8933,1,0
F,H,F,13052,100,13052,1,0
A,G,G,12331,100,12331,1,0
B,G,G,9028,100,9028,1,0
C,G,G,1275,100,1275,1,0
D,G,G,9309,100,9309,1,0
E,G,G,12266,100,12266,1,0
F,G,G,8946,100,8946,1,0
G,H,G,9212,100,9212,1,0
A,H,H,9381,100,9381,1,0
B,H,H,13136,100,13136,1,0
C,H,H,9056,100,9056,1,0
D,H,H,1380,100,1380,1,0
E,H,H,9402,100,9402,1,0
F,H,H,13145,100,13145,1,0
G,H,H,9176,100,9176,1,0
A,B,A,8546,100,8546,1,0
A,C,A,12291,100,12291,1,0
A,D,A,9329,100,9329,1,0
A,E,A,1260,100,1260,1,0
A,F,A,8595,100,8595,1,0
A,G,A,12315,100,12315,1,0
A,H,A,9374,100,9374,1,0
A,B,B,8539,100,8539,1,0
B,C,B,9089,100,9089,1,0
B,D,B,13190,100,13190,1,0
B,E,B,8455,100,8455,1,0
B,F,B,1373,100,1373,1,0
B,G,B,8996,100,8996,1,0
B,H,B,13181,100,13181,1,0
A,C,C,12309,100,12309,1,0
B,C,C,9141,100,9141,1,0
C,D,C,9048,100,9048,1,0
C,E,C,12322,100,12322,1,0
C,F,C,9274,100,9274,1,0
C,G,C,1287,100,1287,1,0
C,H,C,9053,100,9053,1,0
A,D,D,9318,100,9318,1,0
B,D,D,13179,100,13179,1,0
C,D,D,9005,100,9005,1,0
D,E,D,9553,100,9553,1,0
D,F,D,13244,100,13244,1,0
D,G,D,9316,100,9316,1,0
D,H,D,1437,100,1437,1,0
A,E,E,1328,100,1328,1,0
B,E,E,8478,100,8478,1,0
C,E,E,12342,100,12342,1,0
D,E,E,9548,100,9548,1,0
E,F,E,8372,100,8372,1,0
E,G,E,12225,100,12225,1,0
E,H,E,9374,100,9374,1,0
A,F,F,8601,100,8601,1,0
B,F,F,1387,100,1387,1,0
C,F,F,9243,100,9243,1,0
D,F,F,13252,100,13252,1,0
E,F,F,8357,100,8357,1,0
F,G,F,8945,100,8945,1,0
F,H,F,13121,100,13121,1,0
A,G,G,12321,100,12321,1,0
B,G,G,9003,100,9003,1,0
C,G,G,1289,100,1289,1,0
D,G,G,9291,100,9291,1,0
E,G,G,12208,100,12208,1,0
F,G,G,8939,100,8939,1,0
