a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,5125,100,5125,1,0
A,C,A,9627,100,9627,1,0
A,D,A,8680,100,8680,1,0
A,E,A,1347,100,1347,1,0
A,F,A,5178,100,5178,1,0
A,G,A,9758,100,9758,1,0
A,H,A,8858,100,8858,1,0
A,B,B,5088,100,5088,1,0
B,C,B,5363,100,5363,1,0
B,D,B,5301,100,5301,1,0
B,E,B,5308,100,5308,1,0
B,F,B,1394,100,1394,1,0
B,G,B,5615,100,5615,1,0
B,H,B,5572,100,5572,1,0
A,C,C,9646,100,9646,1,0
B,C,C,5349,100,5349,1,0
C,D,C,9008,100,9008,1,0
C,E,C,9776,100,9776,1,0
C,F,C,5664,100,5664,1,0
C,G,C,1409,100,1409,1,0
C,H,C,9077,100,9077,1,0
A,D,D,8691,100,8691,1,0
B,D,D,5329,100,5329,1,0
C,D,D,8973,100,8973,1,0
D,E,D,8637,100,8637,1,0
D,F,D,5491,100,5491,1,0
D,G,D,9051,100,9051,1,0
D,H,D,1463,100,1463,1,0
A,E,E,1375,100,1375,1,0
B,E,E,5329,100,5329,1,0
C,E,E,9786,100,9786,1,0
D,E,E,8722,100,8722,1,0
E,F,E,4969,100,4969,1,0
E,G,E,9761,100,9761,1,0
E,H,E,8674,100,8674,1,0
A,F,F,5184,100,5184,1,0
B,F,F,1365,100,1365,1,0
C,F,F,5651,100,5651,1,0
D,F,F,5464,100,5464,1,0
E,F,F,4988,100,4988,1,0
F,G,F,5513,100,5513,1,0
F,H,F,5315,100,5315,1,0
A,G,G,9766,100,9766,1,0
B,G,G,5588,100,5588,1,0
C,G,G,1418,100,1418,1,0
D,G,G,9058,100,9058,1,0
E,G,G,9724,100,9724,1,0
F,G,G,5536,100,5536,1,0
G,H,G,8932,100,8932,1,0
A,H,H,8835,100,8835,1,0
B,H,H,5536,100,5536,1,0
C,H,H,9107,100,9107,1,0
D,H,H,1511,100,1511,1,0
E,H,H,8684,100,8684,1,0
F,H,H,5312,100,5312,1,0
G,H,H,8921,100,8921,1,0
A,B,A,5109,100,5109,1,0
A,C,A,9636,100,9636,1,0
A,D,A,8694,100,8694,1,0
A,E,A,1368,100,1368,1,0
A,F,A,5169,100,5169,1,0
A,G,A,9785,100,9785,1,0
A,H,A,8895,100,8895,1,0
A,B,B,5096,100,5096,1,0
B,C,B,5362,100,5362,1,0
B,D,B,5321,100,5321,1,0
B,E,B,5327,100,5327,1,0
B,F,B,1391,100,1391,1,0
B,G,B,5582,100,5582,1,0
B,H,B,5622,100,5622,1,0
A,C,C,9564,100,9564,1,0
B,C,C,5353,100,5353,1,0
C,D,C,8999,100,8999,1,0
C,E,C,9740,100,9740,1,0
C,F,C,5673,100,5673,1,0
C,G,C,1405,100,1405,1,0
C,H,C,9126,100,9126,1,0
A,D,D,8699,100,8699,1,0
B,D,D,5332,100,5332,1,0
C,D,D,8988,100,8988,1,0
D,E,D,8777,100,8777,1,0
D,F,D,5468,100,5468,1,0
D,G,D,9061,100,9061,1,0
D,H,D,1484,100,1484,1,0
A,E,E,1324,100,1324,1,0
B,E,E,5354,100,5354,1,0
C,E,E,9764,100,9764,1,0
D,E,E,8769,100,8769,1,0
E,F,E,4987,100,4987,1,0
E,G,E,9716,100,9716,1,0
E,H,E,8642,100,8642,1,0
A,F,F,5229,100,5229,1,0
B,F,F,1401,100,1401,1,0
C,F,F,5658,100,5658,1,0
D,F,F,5462,100,5462,1,0
E,F,F,4998,100,4998,1,0
F,G,F,5504,100,5504,1,0
F,H,F,5342,100,5342,1,0
A,G,G,9741,100,9741,1,0
B,G,G,5599,100,5599,1,0
C,G,G,1389,100,1389,1,0
D,G,G,9065,100,9065,1,0
E,G,G,9712,100,9712,1,0
F,G,G,5521,100,5521,1,0
G,H,G,8987,100,8987,1,0
A,H,H,8863,100,8863,1,0
B,H,H,5536,100,5536,1,0
C,H,H,9056,100,9056,1,0
D,H,H,1527,100,1527,1,0
E,H,H,8637,100,8637,1,0
F,H,H,5336,100,5336,1,0
G,H,H,8913,100,8913,1,0
A,B,A,5097,100,5097,1,0
A,C,A,9576,100,9576,1,0
A,D,A,8670,100,8670,1,0
A,E,A,1348,100,1348,1,0
A,F,A,5159,100,5159,1,0
A,G,A,9816,100,9816,1,0
A,H,A,8843,100,8843,1,0
A,B,B,5107,100,5107,1,0
B,C,B,5374,100,5374,1,0
B,D,B,5304,100,5304,1,0
B,E,B,5294,100,5294,1,0
B,F,B,1360,100,1360,1,0
B,G,B,5603,100,5603,1,0
B,H,B,5517,100,5517,1,0
A,C,C,9594,100,9594,1,0
B,C,C,5365,100,5365,1,0
C,D,C,8978,100,8978,1,0
C,E,C,9729,100,9729,1,0
C,F,C,5648,100,5648,1,0
C,G,C,1433,100,1433,1,0
C,H,C,9108,100,9108,1,0
A,D,D,8707,100,8707,1,0
B,D,D,5351,100,5351,1,0
C,D,D,8992,100,8992,1,0
D,E,D,8752,100,8752,1,0
D,F,D,5451,100,5451,1,0
D,G,D,9073,100,9073,1,0
