a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,B,A,2916,100,2916,1,0
A,C,A,4954,100,4954,1,0
A,D,A,2823,100,2823,1,0
A,E,A,1532,100,1532,1,0
A,F,A,3463,100,3463,1,0
A,G,A,5244,100,5244,1,0
A,H,A,3062,100,3062,1,0
A,B,B,2952,100,2952,1,0
B,C,B,4329,100,4329,1,0
B,D,B,3901,100,3901,1,0
B,E,B,3271,100,3271,1,0
B,F,B,1391,100,1391,1,0
B,G,B,4745,100,4745,1,0
B,H,B,4041,100,4041,1,0
A,C,C,4891,100,4891,1,0
B,C,C,4310,100,4310,1,0
C,D,C,2612,100,2612,1,0
C,E,C,5357,100,5357,1,0
C,F,C,4759,100,4759,1,0
C,G,C,1462,100,1462,1,0
C,H,C,3056,100,3056,1,0
A,D,D,2880,100,2880,1,0
B,D,D,3872,100,3872,1,0
C,D,D,2620,100,2620,1,0
D,E,D,3475,100,3475,1,0
D,F,D,4447,100,4447,1,0
D,G,D,2992,100,2992,1,0
D,H,D,1473,100,1473,1,0
A,E,E,1511,100,1511,1,0
B,E,E,3257,100,3257,1,0
C,E,E,5363,100,5363,1,0
D,E,E,3455,100,3455,1,0
E,F,E,3092,100,3092,1,0
E,G,E,5339,100,5339,1,0
E,H,E,2962,100,2962,1,0
A,F,F,3424,100,3424,1,0
B,F,F,1406,100,1406,1,0
C,F,F,4771,100,4771,1,0
D,F,F,4436,100,4436,1,0
E,F,F,3106,100,3106,1,0
F,G,F,4770,100,4770,1,0
F,H,F,4012,100,4012,1,0
A,G,G,5310,100,5310,1,0
B,G,G,4799,100,4799,1,0
C,G,G,1478,100,1478,1,0
D,G,G,3052,100,3052,1,0
E,G,G,5306,100,5306,1,0
F,G,G,4754,100,4754,1,0
G,H,G,2723,100,2723,1,0
A,H,H,3068,100,3068,1,0
B,H,H,4026,100,4026,1,0
C,H,H,3038,100,3038,1,0
D,H,H,1540,100,1540,1,0
E,H,H,2973,100,2973,1,0
F,H,H,4043,100,4043,1,0
G,H,H,2765,100,2765,1,0
A,B,A,2909,100,2909,1,0
A,C,A,4939,100,4939,1,0
A,D,A,2856,100,2856,1,0
A,E,A,1547,100,1547,1,0
A,F,A,3428,100,3428,1,0
A,G,A,5283,100,5283,1,0
A,H,A,3098,100,3098,1,0
A,B,B,2873,100,2873,1,0
B,C,B,4342,100,4342,1,0
B,D,B,3894,100,3894,1,0
B,E,B,3236,100,3236,1,0
B,F,B,1425,100,1425,1,0
B,G,B,4742,100,4742,1,0
B,H,B,4026,100,4026,1,0
A,C,C,4985,100,4985,1,0
B,C,C,4293,100,4293,1,0
C,D,C,2620,100,2620,1,0
C,E,C,5380,100,5380,1,0
C,F,C,4773,100,4773,1,0
C,G,C,1389,100,1389,1,0
C,H,C,3062,100,3062,1,0
A,D,D,2863,100,2863,1,0
B,D,D,3882,100,3882,1,0
C,D,D,2602,100,2602,1,0
D,E,D,3434,100,3434,1,0
D,F,D,4421,100,4421,1,0
D,G,D,3005,100,3005,1,0
D,H,D,1543,100,1543,1,0
A,E,E,1536,100,1536,1,0
B,E,E,3229,100,3229,1,0
C,E,E,5397,100,5397,1,0
D,E,E,3427,100,3427,1,0
E,F,E,3091,100,3091,1,0
E,G,E,5332,100,5332,1,0
E,H,E,3002,100,3002,1,0
A,F,F,3427,100,3427,1,0
B,F,F,1409,100,1409,1,0
C,F,F,4763,100,4763,1,0
D,F,F,4406,100,4406,1,0
E,F,F,3087,100,3087,1,0
F,G,F,4788,100,4788,1,0
F,H,F,3998,100,3998,1,0
A,G,G,5235,100,5235,1,0
B,G,G,4762,100,4762,1,0
C,G,G,1436,100,1436,1,0
D,G,G,3039,100,3039,1,0
E,G,G,5331,100,5331,1,0
F,G,G,4794,100,4794,1,0
G,H,G,2740,100,2740,1,0
A,H,H,3055,100,3055,1,0
B,H,H,4039,100,4039,1,0
C,H,H,3062,100,3062,1,0
D,H,H,1535,100,1535,1,0
E,H,H,2984,100,2984,1,0
F,H,H,4011,100,4011,1,0
G,H,H,2735,100,2735,1,0
